timestamp,scorer,best_score,all_grid_scores
2017-05-19 01:23:37.019245,<bound method RegressionScorer.score of <auto_ml.utils_scoring.RegressionScorer object at 0x1205a8ba8>>,-0.276424189753,"[mean: -0.27642, std: 0.00229, params: {'model': XGBRegressor(base_score=0.5, colsample_bylevel=1, colsample_bytree=1, gamma=0,
       learning_rate=0.1, max_delta_step=0, max_depth=3,
       min_child_weight=1, missing=nan, n_estimators=200, nthread=-1,
       objective='reg:linear', reg_alpha=0, reg_lambda=1,
       scale_pos_weight=1, seed=0, silent=True, subsample=1)}, mean: -0.30208, std: 0.00458, params: {'model': <keras.wrappers.scikit_learn.KerasRegressor object at 0x1116378d0>}]"
