,column_name,importance
82,four_week_median,8.324814e-05
386,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20",8.324814e-05
699,four_week_bollinger_type_Within,8.231276e-05
698,four_week_bollinger_type_Below,8.044202e-05
432,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_10",8.044202e-05
108,twelve_week_median,7.576516e-05
709,twelve_week_bollinger_type_Above,7.482978e-05
702,four_week_bollinger_prediction_Steady,7.3894415e-05
436,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_10",7.202367e-05
712,twelve_week_bollinger_prediction_Falling,7.1088296e-05
706,eight_week_bollinger_prediction_Falling,7.1088296e-05
704,eight_week_bollinger_type_Below,7.015292e-05
707,eight_week_bollinger_prediction_Rising,6.828218e-05
691,two_week_bollinger_type_Above,6.6411434e-05
184,GRCPNRAD_T1P,6.266995e-05
722,fifty_two_week_bollinger_type_Below,6.07992e-05
725,fifty_two_week_bollinger_prediction_Rising,5.986383e-05
701,four_week_bollinger_prediction_Rising,5.7993086e-05
721,fifty_two_week_bollinger_type_Above,5.705771e-05
406,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20",5.5186967e-05
708,eight_week_bollinger_prediction_Steady,5.4251595e-05
723,fifty_two_week_bollinger_type_Within,5.4251595e-05
710,twelve_week_bollinger_type_Below,5.3316224e-05
694,two_week_bollinger_prediction_Falling,4.9574734e-05
719,twenty_six_week_bollinger_prediction_Rising,4.8639362e-05
705,eight_week_bollinger_type_Within,4.8639362e-05
715,twenty_six_week_bollinger_type_Above,4.7703987e-05
394,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_20",4.7703987e-05
713,twelve_week_bollinger_prediction_Rising,4.6768615e-05
726,fifty_two_week_bollinger_prediction_Steady,4.6768615e-05
711,twelve_week_bollinger_type_Within,4.6768615e-05
390,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_20",4.6768615e-05
720,twenty_six_week_bollinger_prediction_Steady,4.5833243e-05
398,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20",4.5833243e-05
692,two_week_bollinger_type_Below,4.5833243e-05
716,twenty_six_week_bollinger_type_Below,4.489787e-05
718,twenty_six_week_bollinger_prediction_Falling,4.302713e-05
714,twelve_week_bollinger_prediction_Steady,4.302713e-05
696,two_week_bollinger_prediction_Steady,4.115638e-05
402,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_20",4.115638e-05
410,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_20",3.647952e-05
681,quoteDate_YEAR,3.647952e-05
695,two_week_bollinger_prediction_Rising,3.5544148e-05
693,two_week_bollinger_type_Within,3.4608776e-05
724,fifty_two_week_bollinger_prediction_Falling,3.3673405e-05
717,twenty_six_week_bollinger_type_Within,2.7125798e-05
414,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_20",1.964282e-05
426,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20",1.8707446e-05
418,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_20",1.4965957e-05
422,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20",1.4030585e-05
430,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20",1.1224468e-05
438,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_20",5.612234e-06
434,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_20",5.612234e-06
603,"value__fft_coefficient__coeff_77__attr_""real""",0.0
604,"value__fft_coefficient__coeff_78__attr_""imag""",0.0
605,"value__fft_coefficient__coeff_78__attr_""real""",0.0
606,"value__fft_coefficient__coeff_79__attr_""imag""",0.0
607,"value__fft_coefficient__coeff_79__attr_""real""",0.0
612,"value__fft_coefficient__coeff_81__attr_""imag""",0.0
613,"value__fft_coefficient__coeff_81__attr_""real""",0.0
616,"value__fft_coefficient__coeff_83__attr_""imag""",0.0
615,"value__fft_coefficient__coeff_82__attr_""real""",0.0
602,"value__fft_coefficient__coeff_77__attr_""imag""",0.0
611,"value__fft_coefficient__coeff_80__attr_""real""",0.0
614,"value__fft_coefficient__coeff_82__attr_""imag""",0.0
610,"value__fft_coefficient__coeff_80__attr_""imag""",0.0
594,"value__fft_coefficient__coeff_73__attr_""imag""",0.0
601,"value__fft_coefficient__coeff_76__attr_""real""",0.0
600,"value__fft_coefficient__coeff_76__attr_""imag""",0.0
581,"value__fft_coefficient__coeff_67__attr_""real""",0.0
582,"value__fft_coefficient__coeff_68__attr_""imag""",0.0
583,"value__fft_coefficient__coeff_68__attr_""real""",0.0
584,"value__fft_coefficient__coeff_69__attr_""imag""",0.0
585,"value__fft_coefficient__coeff_69__attr_""real""",0.0
588,"value__fft_coefficient__coeff_70__attr_""imag""",0.0
589,"value__fft_coefficient__coeff_70__attr_""real""",0.0
590,"value__fft_coefficient__coeff_71__attr_""imag""",0.0
591,"value__fft_coefficient__coeff_71__attr_""real""",0.0
592,"value__fft_coefficient__coeff_72__attr_""imag""",0.0
593,"value__fft_coefficient__coeff_72__attr_""real""",0.0
618,"value__fft_coefficient__coeff_84__attr_""imag""",0.0
595,"value__fft_coefficient__coeff_73__attr_""real""",0.0
596,"value__fft_coefficient__coeff_74__attr_""imag""",0.0
597,"value__fft_coefficient__coeff_74__attr_""real""",0.0
598,"value__fft_coefficient__coeff_75__attr_""imag""",0.0
599,"value__fft_coefficient__coeff_75__attr_""real""",0.0
617,"value__fft_coefficient__coeff_83__attr_""real""",0.0
626,"value__fft_coefficient__coeff_88__attr_""imag""",0.0
619,"value__fft_coefficient__coeff_84__attr_""real""",0.0
651,"value__fft_coefficient__coeff_99__attr_""real""",0.0
644,"value__fft_coefficient__coeff_96__attr_""imag""",0.0
645,"value__fft_coefficient__coeff_96__attr_""real""",0.0
646,"value__fft_coefficient__coeff_97__attr_""imag""",0.0
647,"value__fft_coefficient__coeff_97__attr_""real""",0.0
648,"value__fft_coefficient__coeff_98__attr_""imag""",0.0
649,"value__fft_coefficient__coeff_98__attr_""real""",0.0
650,"value__fft_coefficient__coeff_99__attr_""imag""",0.0
689,one_week_bollinger_prediction_Rising,0.0
642,"value__fft_coefficient__coeff_95__attr_""imag""",0.0
690,one_week_bollinger_prediction_Steady,0.0
579,"value__fft_coefficient__coeff_66__attr_""real""",0.0
688,one_week_bollinger_prediction_Falling,0.0
664,value__partial_autocorrelation__lag_0,0.0
687,one_week_bollinger_type_Within,0.0
686,one_week_bollinger_type_Below,0.0
685,one_week_bollinger_type_Above,0.0
643,"value__fft_coefficient__coeff_95__attr_""real""",0.0
641,"value__fft_coefficient__coeff_94__attr_""real""",0.0
620,"value__fft_coefficient__coeff_85__attr_""imag""",0.0
629,"value__fft_coefficient__coeff_89__attr_""real""",0.0
621,"value__fft_coefficient__coeff_85__attr_""real""",0.0
622,"value__fft_coefficient__coeff_86__attr_""imag""",0.0
623,"value__fft_coefficient__coeff_86__attr_""real""",0.0
624,"value__fft_coefficient__coeff_87__attr_""imag""",0.0
625,"value__fft_coefficient__coeff_87__attr_""real""",0.0
627,"value__fft_coefficient__coeff_88__attr_""real""",0.0
628,"value__fft_coefficient__coeff_89__attr_""imag""",0.0
632,"value__fft_coefficient__coeff_90__attr_""imag""",0.0
640,"value__fft_coefficient__coeff_94__attr_""imag""",0.0
633,"value__fft_coefficient__coeff_90__attr_""real""",0.0
634,"value__fft_coefficient__coeff_91__attr_""imag""",0.0
635,"value__fft_coefficient__coeff_91__attr_""real""",0.0
636,"value__fft_coefficient__coeff_92__attr_""imag""",0.0
637,"value__fft_coefficient__coeff_92__attr_""real""",0.0
638,"value__fft_coefficient__coeff_93__attr_""imag""",0.0
639,"value__fft_coefficient__coeff_93__attr_""real""",0.0
580,"value__fft_coefficient__coeff_67__attr_""imag""",0.0
316,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.6",0.0
578,"value__fft_coefficient__coeff_66__attr_""imag""",0.0
482,"value__fft_coefficient__coeff_22__attr_""imag""",0.0
480,"value__fft_coefficient__coeff_21__attr_""imag""",0.0
223,"value__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""rvalue""",0.0
478,"value__fft_coefficient__coeff_20__attr_""imag""",0.0
224,"value__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""slope""",0.0
225,"value__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""stderr""",0.0
234,"value__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""intercept""",0.0
235,"value__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""rvalue""",0.0
236,"value__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""slope""",0.0
237,"value__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""stderr""",0.0
246,"value__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""intercept""",0.0
247,"value__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""rvalue""",0.0
248,"value__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""slope""",0.0
249,"value__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""stderr""",0.0
454,"value__fft_coefficient__coeff_0__attr_""imag""",0.0
279,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.2",0.0
481,"value__fft_coefficient__coeff_21__attr_""real""",0.0
483,"value__fft_coefficient__coeff_22__attr_""real""",0.0
577,"value__fft_coefficient__coeff_65__attr_""real""",0.0
484,"value__fft_coefficient__coeff_23__attr_""imag""",0.0
500,"value__fft_coefficient__coeff_30__attr_""imag""",0.0
222,"value__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""intercept""",0.0
497,"value__fft_coefficient__coeff_29__attr_""real""",0.0
496,"value__fft_coefficient__coeff_29__attr_""imag""",0.0
495,"value__fft_coefficient__coeff_28__attr_""real""",0.0
494,"value__fft_coefficient__coeff_28__attr_""imag""",0.0
493,"value__fft_coefficient__coeff_27__attr_""real""",0.0
492,"value__fft_coefficient__coeff_27__attr_""imag""",0.0
491,"value__fft_coefficient__coeff_26__attr_""real""",0.0
490,"value__fft_coefficient__coeff_26__attr_""imag""",0.0
489,"value__fft_coefficient__coeff_25__attr_""real""",0.0
488,"value__fft_coefficient__coeff_25__attr_""imag""",0.0
487,"value__fft_coefficient__coeff_24__attr_""real""",0.0
486,"value__fft_coefficient__coeff_24__attr_""imag""",0.0
485,"value__fft_coefficient__coeff_23__attr_""real""",0.0
280,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.4",0.0
281,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.6",0.0
282,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.8",0.0
372,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.8",0.0
304,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.2",0.0
337,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.8",0.0
336,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.6",0.0
335,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.4",0.0
305,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.4",0.0
332,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.8",0.0
331,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.6",0.0
330,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.4",0.0
329,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.2",0.0
306,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.6",0.0
307,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.8",0.0
310,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.4",0.0
322,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.8",0.0
311,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.6",0.0
312,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.8",0.0
341,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.6",0.0
342,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.8",0.0
347,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.8",0.0
361,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.6",0.0
285,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.4",0.0
367,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.8",0.0
366,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.6",0.0
286,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.6",0.0
287,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.8",0.0
362,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.8",0.0
360,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.4",0.0
297,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.8",0.0
291,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.6",0.0
357,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.8",0.0
356,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.6",0.0
355,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.4",0.0
354,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.2",0.0
292,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.8",0.0
501,"value__fft_coefficient__coeff_30__attr_""real""",0.0
502,"value__fft_coefficient__coeff_31__attr_""imag""",0.0
503,"value__fft_coefficient__coeff_31__attr_""real""",0.0
541,"value__fft_coefficient__coeff_49__attr_""real""",0.0
557,"value__fft_coefficient__coeff_56__attr_""real""",0.0
556,"value__fft_coefficient__coeff_56__attr_""imag""",0.0
555,"value__fft_coefficient__coeff_55__attr_""real""",0.0
554,"value__fft_coefficient__coeff_55__attr_""imag""",0.0
553,"value__fft_coefficient__coeff_54__attr_""real""",0.0
552,"value__fft_coefficient__coeff_54__attr_""imag""",0.0
551,"value__fft_coefficient__coeff_53__attr_""real""",0.0
550,"value__fft_coefficient__coeff_53__attr_""imag""",0.0
549,"value__fft_coefficient__coeff_52__attr_""real""",0.0
548,"value__fft_coefficient__coeff_52__attr_""imag""",0.0
547,"value__fft_coefficient__coeff_51__attr_""real""",0.0
546,"value__fft_coefficient__coeff_51__attr_""imag""",0.0
545,"value__fft_coefficient__coeff_50__attr_""real""",0.0
544,"value__fft_coefficient__coeff_50__attr_""imag""",0.0
211,"value__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""rvalue""",0.0
558,"value__fft_coefficient__coeff_57__attr_""imag""",0.0
559,"value__fft_coefficient__coeff_57__attr_""real""",0.0
560,"value__fft_coefficient__coeff_58__attr_""imag""",0.0
570,"value__fft_coefficient__coeff_62__attr_""imag""",0.0
576,"value__fft_coefficient__coeff_65__attr_""imag""",0.0
575,"value__fft_coefficient__coeff_64__attr_""real""",0.0
574,"value__fft_coefficient__coeff_64__attr_""imag""",0.0
573,"value__fft_coefficient__coeff_63__attr_""real""",0.0
572,"value__fft_coefficient__coeff_63__attr_""imag""",0.0
571,"value__fft_coefficient__coeff_62__attr_""real""",0.0
569,"value__fft_coefficient__coeff_61__attr_""real""",0.0
561,"value__fft_coefficient__coeff_58__attr_""real""",0.0
568,"value__fft_coefficient__coeff_61__attr_""imag""",0.0
567,"value__fft_coefficient__coeff_60__attr_""real""",0.0
566,"value__fft_coefficient__coeff_60__attr_""imag""",0.0
210,"value__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""intercept""",0.0
563,"value__fft_coefficient__coeff_59__attr_""real""",0.0
562,"value__fft_coefficient__coeff_59__attr_""imag""",0.0
212,"value__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""slope""",0.0
540,"value__fft_coefficient__coeff_49__attr_""imag""",0.0
504,"value__fft_coefficient__coeff_32__attr_""imag""",0.0
539,"value__fft_coefficient__coeff_48__attr_""real""",0.0
519,"value__fft_coefficient__coeff_39__attr_""real""",0.0
518,"value__fft_coefficient__coeff_39__attr_""imag""",0.0
517,"value__fft_coefficient__coeff_38__attr_""real""",0.0
516,"value__fft_coefficient__coeff_38__attr_""imag""",0.0
515,"value__fft_coefficient__coeff_37__attr_""real""",0.0
514,"value__fft_coefficient__coeff_37__attr_""imag""",0.0
513,"value__fft_coefficient__coeff_36__attr_""real""",0.0
512,"value__fft_coefficient__coeff_36__attr_""imag""",0.0
511,"value__fft_coefficient__coeff_35__attr_""real""",0.0
510,"value__fft_coefficient__coeff_35__attr_""imag""",0.0
509,"value__fft_coefficient__coeff_34__attr_""real""",0.0
508,"value__fft_coefficient__coeff_34__attr_""imag""",0.0
507,"value__fft_coefficient__coeff_33__attr_""real""",0.0
506,"value__fft_coefficient__coeff_33__attr_""imag""",0.0
505,"value__fft_coefficient__coeff_32__attr_""real""",0.0
213,"value__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""stderr""",0.0
317,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.8",0.0
523,"value__fft_coefficient__coeff_40__attr_""real""",0.0
532,"value__fft_coefficient__coeff_45__attr_""imag""",0.0
538,"value__fft_coefficient__coeff_48__attr_""imag""",0.0
537,"value__fft_coefficient__coeff_47__attr_""real""",0.0
536,"value__fft_coefficient__coeff_47__attr_""imag""",0.0
535,"value__fft_coefficient__coeff_46__attr_""real""",0.0
534,"value__fft_coefficient__coeff_46__attr_""imag""",0.0
533,"value__fft_coefficient__coeff_45__attr_""real""",0.0
531,"value__fft_coefficient__coeff_44__attr_""real""",0.0
524,"value__fft_coefficient__coeff_41__attr_""imag""",0.0
530,"value__fft_coefficient__coeff_44__attr_""imag""",0.0
529,"value__fft_coefficient__coeff_43__attr_""real""",0.0
528,"value__fft_coefficient__coeff_43__attr_""imag""",0.0
527,"value__fft_coefficient__coeff_42__attr_""real""",0.0
526,"value__fft_coefficient__coeff_42__attr_""imag""",0.0
525,"value__fft_coefficient__coeff_41__attr_""real""",0.0
522,"value__fft_coefficient__coeff_40__attr_""imag""",0.0
