,explain_variance,mae,mape,mean_actual_val,mean_predicted_val,medae,median_actual_val,median_predicted_val,num_vals,r2,symbol
0,0.8807455525227237,2.961040105318064,22.59181827367512,3.0225549327192547,2.4424855709075928,0.7045475734028837,0.0,-0.009866952896118164,154,0.8797875267172826,1AD
0,0.9658722813394477,2.774039886955638,17.71033097374805,1.7321936818157957,1.4462575912475586,0.6636654246937184,-8.571428571428577,-7.624300956726074,1367,0.9658185664526504,1AG
0,0.9455381030457276,0.5703953939323312,15.41823563811807,1.7721362897404611,1.8308932781219482,0.05705710161876998,1.0395811187245023,0.8777696490287781,180,0.9454164974922371,1AL
0,0.7372886624904101,4.0989247620202045,14.184352325372979,8.552226057268086,6.820837020874023,0.928337097167983,-6.250000000000004,-5.560069561004639,981,0.7365472978290124,1PG
0,0.9394756776021631,2.076924223894884,22.191321758460152,-4.032881155828469,-4.259135723114014,0.38492579983223507,-7.0175438596491295,-6.706493377685547,353,0.9393378145615044,1ST
0,0.9452321456642141,5.602597305114821,27.38569224493281,22.203347296613057,20.370101928710938,0.7727403072635397,0.0,-0.12386584281921387,907,0.9450387099740601,3DP
0,0.989127228987616,0.88945009529544,10.779464346321666,-0.14483788962410968,-0.08264967799186707,0.275874518384831,0.0,-0.2585412263870239,877,0.9891126450701431,3PL
0,0.9357350489825818,4.577136622909259,32.3736190328828,7.639025049097922,6.76082181930542,0.7074824011888534,-4.762179487179486,-3.834601879119873,1151,0.9355996158830294,4CE
0,0.9195530850858922,3.1794704459060665,20.81975660221168,7.159646175327028,7.363344192504883,0.789995511372874,-1.647621578527772,-1.2258081436157227,790,0.9195276746368239,4DS
0,0.9664488954974558,2.779720542853765,8.231549374491122,-14.023102849137853,-13.479220390319824,0.8499110993884642,-19.178082191780824,-18.603456497192383,115,0.9662405964097754,4WD
0,0.99037068086804,3.024761001233781,16.85515442089535,15.320315644534283,14.971382141113281,0.6923148207152099,-1.869322152341022,-1.4454740285873413,1826,0.9903602732063058,88E
0,0.9544538072735174,1.278754176601947,15.922993485905511,-5.671232556129902,-6.009629249572754,0.14921524205520953,-8.164105943897518,-6.5426740646362305,179,0.9538636523921767,8CO
0,0.9160386051716896,0.8029584254246549,18.464872611340866,0.15962970792826303,0.05202368646860123,0.12814413846193773,0.5128205128205132,0.23015451431274414,297,0.915781627616748,8EC
0,0.9865538557242293,1.283299462427837,13.772039509928113,3.8630311716993346,3.8822543621063232,0.3200475259106672,-4.000000000000004,-3.7751359939575195,640,0.9865534799674038,8IH
0,0.9752606535935415,1.242312865841172,17.015181266138548,-7.6933903827866414,-7.589483261108398,0.32892541627626315,-6.451612903225811,-6.061506748199463,361,0.9752168591291243,9SP
0,0.9749828576142137,1.7446254844132085,11.39867024030066,20.675440876154088,20.223665237426758,0.6764903749738469,13.622095616389938,14.247974395751953,698,0.9747353341297175,A2M
0,0.9884434610019414,2.8882474377373506,10.066054966791436,11.86244668167577,11.173271179199219,0.7839079761000569,-12.5,-11.236770629882812,348,0.9883179987123238,A3D
0,0.9883698568985371,0.6504312684157337,11.878975674001687,-0.30266190296473294,-0.2908704876899719,0.18338100777731936,-0.9048042566980253,-1.0331424474716187,2638,0.9883689556781506,AAC
0,0.9851891297033568,0.8546708700256594,12.045000449514246,3.1688175145959026,3.202045202255249,0.2627977444728362,3.662969978976889,3.448697090148926,2630,0.9851845282483791,AAD
0,0.8235907709996511,2.375977055502937,20.914171110257694,-3.099688635721848,-2.260809898376465,0.15908980226803138,-0.6022827775785952,-0.6124083995819092,161,0.8212408086326138,AAI
0,0.9583874647026817,2.7214544216898973,25.60591103594155,2.7251955599396838,2.460685968399048,0.470575876662199,0.0,-0.17137247323989868,726,0.9583183772955344,AAJ
0,0.9197513445064984,4.6867395806866545,58.69994128399723,7.07876402756592,6.875310897827148,0.7668306451094722,0.0,-0.011663079261779785,767,0.9197353837803948,AAK
0,0.7901249537747618,5.245896418357099,18.312683540761842,-7.390459562367645,-9.239124298095703,0.5883789062500071,-14.285714285714295,-12.510307312011719,253,0.7882472684359919,AAL
0,0.9273583441630684,3.05007807293857,24.02244761186532,-3.2476535679658722,-2.8151679039001465,0.6178779602050675,-7.407407407407402,-4.587624549865723,491,0.9270490492664154,AAP
0,0.9650935136122084,2.4887006727819436,23.110896434471996,-0.5837258757394531,-0.9080063104629517,0.5952294667561926,-4.939024390243906,-4.079522132873535,1868,0.9649829440698074,AAR
0,0.915569141767923,2.1515695554540284,15.304561345215792,-21.073321993443635,-20.026687622070312,0.5697996351454009,-22.222222222222232,-21.075693130493164,125,0.910870927624043,AAS
