,explain_variance,mae,mape,mean_actual_val,medae,num_vals,r2,symbol
0,0.8189810741966583,4.596774910818095,60.5792057298566,-4.669097755121305,2.9090606549690543,71,0.8140529520138486,9SP
0,0.9468066414645284,2.495997581644437,43.62851044173336,3.0125304900968124,1.7895340078017261,519,0.9466095876106737,AAD
0,0.9577628347039396,1.8240523034356042,39.48215255069873,4.331500991871357,1.3029727072261847,548,0.95735563110023,ABC
0,0.9631940726858923,3.1578465589005495,38.2809458293106,2.059817612722386,2.125580340660397,532,0.9630184965521715,ACR
0,0.9633033565092723,7.794431258909543,53.47769211207316,12.836552866718767,4.386904918786248,316,0.9632262481918301,AGR
0,0.6864535930036719,1.949693991181651,50.722510131270326,-1.003288325898483,0.6706720590591431,73,0.6814924856217115,ALI
0,0.2734647524456665,13.639361798257008,57.959931462016186,5.723918683041892,5.3498383030111345,294,0.26592169139347965,AQX
0,0.6595210179294618,10.86038024475928,57.99046491049008,-12.144988417331465,6.288177777891573,102,0.6571480513970165,AVD
0,0.9388387111604805,3.7153114494484254,40.38294129842512,3.885241124155756,2.165461720906552,500,0.9384994288278465,AVG
0,0.8719386690894476,8.137238761102914,69.18310797276854,-0.6477292793585455,5.592005834775797,403,0.871921703201898,AVL
0,0.8865371376604004,7.738090706316858,55.729724172891125,-0.5169348859530645,5.244695220289925,180,0.8828236903893192,BAT
0,0.7890509404976074,11.653125643668067,107.47095401444511,1.562284765009349,7.323622546618502,107,0.7756206137687306,BDM
0,0.22760854654678675,25.1381499952244,222.1309779426668,29.80664800216126,19.465756703295497,174,0.05875920976596449,BEL
0,0.8090788967221915,2.12615523017828,52.58035236706793,1.441458568165565,1.2131450352620206,411,0.8064655140601276,BKI
0,0.9073136864357711,2.915166591385617,41.956294246773496,12.095363021226929,2.0458384523200674,231,0.9071942611326116,BLA
0,0.9507696848488004,2.0026965774771845,40.55562042866955,2.734628225043137,1.3897539872389366,501,0.9507609401883689,BLD
0,0.8699827836605158,8.22231419625987,69.96854776229827,-1.8490021984493903,5.021023255655743,366,0.8698998474626353,BLR
0,0.9396453205952019,6.047365900826235,47.86990842533345,0.7478410492560394,3.9628841923732416,511,0.9394408296772332,BMN
0,0.9018953880611318,5.265822536759155,61.98299697748709,-4.800852891661435,4.283510621689325,75,0.9013239651825136,BNT
0,0.9473399900013567,6.44435520446148,59.27325519671762,6.541773044753783,4.462971894086984,437,0.9472457599900852,BRL
0,0.704537623072985,12.66516946545971,109.11937181010988,7.254166149293702,6.298296976408947,110,0.6996835414802718,CCZ
0,0.9451846144455383,4.124123314133307,44.91627544312479,-4.405530912428809,2.9474874089465004,136,0.9451603660893918,CGH
0,0.5135501775530327,4.243094322476753,72.75266523511645,2.4527044203588235,2.2877114894884176,40,0.5117621488509887,CHR
0,0.9412335539706024,3.023444766969852,36.19218657009801,4.7982930361074825,1.9700083427735322,305,0.9412166174531246,CLO
0,0.9476455047583379,3.967795799508371,65.01302272621277,3.536774242110488,2.997127525586805,281,0.9475943118606964,CMG
0,0.9507721783057071,1.6415121946214892,35.318458104275585,3.438476574930816,1.2644154669185106,533,0.9507558027415027,COH
