,explain_variance,mae,mape,mean_actual_val,medae,num_vals,r2,symbol
0,0.934457787221062,2.499699040542564,35.04048944020499,0.4516879356576713,0.6647066033404911,141,0.9342853741030143,1AD
0,0.9610304280582734,1.8735542912057748,24.311650159954247,-4.085236852448348,0.4123920980535818,344,0.9609636574123505,1ST
0,0.9753608883314127,2.7602525019478406,18.807204317446256,4.690533058975723,0.5240962417037416,736,0.9752853820109125,4DS
0,0.9595225955097662,1.3930211315425756,22.365670629949413,-4.616351765156572,0.31122323444910993,312,0.959498410693069,9SP
0,0.9840544010473773,0.8715458805495798,12.232210142156669,3.1103167938213736,0.26481168012733924,2572,0.9840543973747298,AAD
0,0.9484717190816085,1.8273204992881849,23.550497983858985,-3.099688635721848,0.28001393404873554,161,0.9483340783898685,AAI
0,0.9303115570524426,1.8095969944576118,18.518349059009815,-21.073321993443635,0.49089595249720475,125,0.9298131959260528,AAS
0,0.9579317417324361,2.940534426407492,22.043990699206304,-4.453357594247154,0.48214799462092284,1328,0.9578980959076414,AB1
0,0.9854407452022063,0.6463983982953776,12.873547349010703,4.2877162434813725,0.2104926701246299,2598,0.9854207157683591,ABC
0,0.9639589163108938,1.8344065882598783,25.346719139805764,-1.2670804738162793,0.421081977636641,292,0.9635498094838809,ABT
0,0.9738763347293512,1.9728734492160662,15.959724266313447,0.1686085266608844,0.4779697457522545,1546,0.973875036392586,ACG
0,0.8251400157596654,4.534684592899266,26.485036094999852,-3.6330367369361363,0.588858574628822,82,0.8250150586390155,ACP
0,0.9912473341993089,1.1364036798281831,11.512508477757383,0.4884391008432079,0.35715239487206674,2583,0.9912294117041428,ACR
0,0.9480824095726171,1.8984634986147395,14.334005647980453,-11.840664321162897,0.38981011285170286,192,0.9479964186982835,AD1
0,0.9703035215409755,2.3941303187757295,18.52172823621981,-1.0973628330422196,0.5473139490368508,2084,0.9702019421091811,ADN
0,0.9430669760880641,3.184199543756384,23.355098889830376,1.401628427244746,0.5180613199869839,1437,0.9428950956154735,ADV
0,0.980034076566153,2.1830431454664994,21.231627218920053,-2.3542118398118954,0.4460672651018385,2153,0.9800301157911694,ADY
0,0.9576686097482574,2.743607216336429,20.881557147741077,5.192011404786666,0.42742368449335544,1077,0.9574961766750952,AEI
0,0.9556326292526879,2.497146060142999,25.43485362471451,0.08664298176258468,0.5047446886698266,957,0.9554405812945191,AEK
0,0.9642885821796211,2.9857455617286837,23.586082050569185,5.77263945713187,0.49604895037989216,1065,0.9642796682543681,AFA
0,0.05704772121142465,5.3579064677425645,115.87474926237489,0.7599206224910591,2.715202948271903,18,0.005407472834269789,AFP
0,0.979927292285445,1.131633076253227,15.759614999860553,-0.378502525714177,0.2927713562845913,1961,0.9799198264931768,AGG
0,0.9645857105165626,3.2424649855248213,16.186247718686563,9.85313296697759,0.5087982813517229,1574,0.964254097991465,AGR
