,explain_variance,mae,mape,mean_actual_val,medae,num_vals,r2,symbol
0,0.7855386859155201,6.158166759506486,64.3765565181009,-1.4680843549858675,4.260531902313232,71,0.7831157602880191,1ST
0,0.7745071570656459,7.536940012676053,170.79813781383413,-4.847586132015501,5.692571078773675,136,0.7460674843616533,AAJ
0,0.9364684646868267,1.6694845800187987,37.38272500826068,2.7816986591210684,1.142977711796008,529,0.9355683677117302,ABA
0,0.8852359808289507,5.120077184919233,52.41415289005007,1.6255150090967274,3.428553592075003,330,0.8840350060666556,ABX
0,0.9645755163759352,3.005279496978003,40.425385993462896,1.5700621796142615,1.6336774258969662,109,0.9644700473951872,ADH
0,0.7903206878946021,8.550106151781083,99.97187590333493,-4.9898280622308135,6.937711530261576,102,0.7901008658872379,ADQ
0,0.918135277076546,6.042827214739625,50.62682672615099,1.2016491672198049,3.4057101625384654,513,0.9179726666993856,AGS
0,0.9748653975709693,2.3805449755722057,38.926115783374826,6.791141524271219,1.660371826032427,500,0.9748095943201147,AHG
0,0.8687629611138169,17.592985108177448,66.8982321586279,36.26193209880136,3.4008319146605857,135,0.8653776781209404,AIR
0,0.6058917942244484,9.12894300886981,61.751550926709506,-4.630971268954254,5.6070629472241755,92,0.5997108975767131,AJJ
0,0.9614224817746949,4.984226796319925,35.18007256887637,13.573888238833215,3.097864622853777,311,0.9605335887782185,AKP
0,0.9134371602111011,4.180915143173639,43.61389417693058,7.587445204280412,2.6116608120502356,369,0.9128270994904956,ALU
0,0.9078290707955798,1.02642701027197,39.555449049993676,3.6135115815262573,0.7987216553426479,86,0.9060909792853595,ANI
0,0.846647291209886,5.59467956168196,71.17321625700842,-6.444693653362854,3.7763587200280497,125,0.8464189482021849,AOW
0,0.7853814293506588,7.1963957606737115,88.01812024094167,-0.7586198660261647,4.522588036135671,94,0.7823776693372124,APB
0,0.9307909730713637,3.1448089134450776,42.813330267994964,-0.1406966413846383,1.9083254413774036,436,0.9306093781660064,APW
0,0.8881708129029223,2.755818365292165,64.72122830488712,1.7796897846494755,2.006165673778316,293,0.8881253890857342,ARA
0,0.9203004746616807,5.106715897570456,52.257532280589736,-5.393708184751801,3.267868359883627,330,0.920187002384934,ARH
0,0.8113917366980575,4.3856989286191945,74.67946738554828,6.0493134132449935,2.5292846149639736,178,0.8092252159360214,ASW
0,0.8628728414406641,6.978695840608217,65.89382851390829,3.906658149177335,4.725756106169335,243,0.8596108049362101,ATC
0,0.6234438364773315,2.4123540406560666,73.1352681553554,-0.5618945751891121,1.7984464594995566,190,0.6230777873798571,AUF
0,0.918385723505974,2.865030114124125,54.527550254815914,2.648495763914047,1.7008699930169482,443,0.9181301309314479,AVJ
0,0.5065042489436988,14.763467821047877,197.8135810934643,-0.9073844399827199,6.9462432861328125,127,0.5043880934767888,AWY
0,0.8961791723765129,5.889925314821533,55.56969931114612,-1.3077905393298874,3.6299408686200856,472,0.8959550750380119,AZM
0,0.905766830254815,7.921846931463418,69.64170043892759,2.4808967164962348,4.169165744576405,386,0.9054591034599032,BAR
0,0.8913589328731855,5.293528973361501,81.03462079070009,-0.41333237850690724,3.403956748831165,42,0.8786338290881712,BEE
0,0.6111325708451758,22.80991136797389,246.49245571623095,9.42985563172143,11.928542503496494,105,0.6092084123095266,BGR
0,0.8222252897498111,11.430013294309965,82.1238807380476,-1.288729282421953,6.402320302510802,263,0.8205017050866622,BMG
0,0.9372160555280299,4.128821054274763,42.3404974145782,1.4807543890009154,2.6817837861062728,485,0.9370378685542154,BOL
0,0.9274850425773812,7.122276188944593,67.10572235504489,2.6579449006197478,5.177997593390366,144,0.9274382867281729,BPL
0,0.9218993756621203,4.9875216567749225,45.37843637320139,0.7892936948441294,3.5142960744361345,465,0.9215232659941465,BUL
0,0.91202139083379,7.991736834553376,49.753092385577084,0.5063248214233509,5.34573532814202,349,0.9116723868125605,BUX
0,0.6577683791382767,4.310837466334869,64.57704836102998,1.7582021096135931,2.465291901731397,197,0.657552268504743,BYI
0,0.9239677368106514,4.148990995619893,41.56497173608148,1.009700466077038,2.6676868862575986,391,0.9239277696953795,BYL
0,0.8532007212556512,8.677656094980122,71.49768276925471,-4.038870022197928,4.563640276690185,232,0.8517609890828743,CAE
0,0.6752237129113602,15.930575364846153,138.8988446801636,7.984477976144353,9.817488191389078,105,0.6739276277969417,CCZ
0,0.8062378337924581,4.022350582455417,53.57963422042524,-11.623644531041855,2.974808080325327,62,0.8003411762557026,CDC
0,0.3197654744467461,20.259910217775055,84.26426073558804,7.867787016581941,3.2168338298797607,207,0.3098302607905875,CGA
0,0.9705098155763481,3.558008279497439,28.83634314743766,-1.5164773762372092,2.451897469962519,148,0.9692084763055941,CGH
0,0.5774198279236535,11.410994191478864,88.44336203936358,5.117215510971485,5.06717664734818,307,0.5756344010197141,CGM
0,0.7693425061589754,9.163183925474529,103.41895591738653,-2.085978007008643,4.63859572697643,438,0.7689366165449638,CGN
0,0.3518108819934561,14.849816907328787,126.87378315702806,4.935965126351886,5.157857540953103,303,0.34893236587308096,CJC
0,0.8585539858980504,6.775253775122009,44.07971410755955,1.985753977939365,3.6348569355313685,370,0.857121030142429,CKA
0,0.9529910349351159,2.5450299320504484,32.53144399116743,7.69951825095188,1.715866574788138,308,0.9527158024632796,CKF
0,0.14982703706527867,11.157584029780777,73.30369328485577,2.082635163899287,3.850410052708212,261,0.14587373748664456,CM8
0,0.9345465633560637,4.308350141374187,59.65765778053718,3.650862555815498,2.99458972592796,300,0.9339357663007049,CMG
0,0.9107101371411319,3.9552275481582284,47.31498601226837,2.5180308817175256,2.81914901733398,499,0.9085200595247956,COE
0,0.7402245003662542,19.296727559629144,55.134181931119095,44.13311528137449,5.637387794360784,55,0.7109132238981215,CPH
0,0.9456648985618923,2.6442215555244775,42.91098689454315,1.2345835950093342,1.2634691705856067,508,0.9455310645429129,CQR
0,0.9271969508375599,5.907921780497088,42.43141240284176,0.8490702705276888,3.61266937962284,320,0.9264481252828248,CRB
0,0.9527134770234696,1.9773737906871043,37.70310516498529,3.8573699008893483,1.1838772467745924,150,0.9514860523586229,CVO
0,0.9558384365467997,2.1622176413335454,41.02427481171994,4.065722821229358,1.526614360700263,455,0.9553259499072768,CWP
0,0.9389376232365734,2.757334345437119,45.30360647690993,6.48958749373365,1.8804304638621776,232,0.9388845617591206,CZZ
0,0.5696265029792231,1.933945967508018,69.72453632570843,-0.23100275559904818,1.3690489339499723,38,0.5684993446527685,D2O
0,0.7859000797424093,11.303149660042548,120.3345707022762,6.580191070684976,8.117843248258609,188,0.7795680979920245,DDD
0,0.9434310866723431,6.156589573636314,52.79947351473481,3.0768251066537426,4.411229805670466,401,0.943383056143102,DGR
0,0.8055141328482041,11.037933651397248,69.16470928110479,4.697859866478047,6.060669235511032,295,0.8010808818286823,DRG
0,0.8514930795630243,19.706740396492552,41.93264874131044,91.291242129083,2.230449296525946,456,0.8474342470107936,DTL
0,0.6891094755768341,8.149632593289153,55.80393179867765,1.9339091970881004,3.102075479248918,238,0.688533699446344,EGH
0,0.44426745194680195,16.311034710304632,236.15198667240324,5.232009319981918,10.088121412562671,72,0.4393643652720255,EGY
0,0.905423508968206,5.49896745942719,46.640024685636895,5.899702111700492,2.583506117106067,368,0.9053982063916963,EML
0,0.6982341686733432,12.602640181954188,49.60077282495066,2.596132618592523,5.412806193033851,130,0.6961657284204137,ESR
0,0.9518083008882067,5.543701131841522,51.46297175940852,3.436775911522426,3.8889681849545568,419,0.951645613609404,EXG
0,0.9198014878219033,2.62934927234977,39.32353589280015,2.364657972070918,1.7061026090392692,386,0.9192961133521101,FAN
0,0.9309800690140178,2.003164323192465,43.25622187395548,4.306889234499497,1.460733914183074,476,0.9301113741492797,FPH
