,explain_variance,mae,mape,mean_actual_val,mean_predicted_val,medae,median_actual_val,median_predicted_val,num_vals,r2,symbol
0,0.8021141865435277,5.957598558114216,92.18479845391539,-3.6267025263377235,-2.669393301010132,4.532331243199841,-6.574518291008158,-4.885649681091309,60,0.7992194132779201,1ST
0,0.5719726423864422,12.1037902483063,58.517610442316425,6.619516117643438,4.00018310546875,4.5683842159452865,-2.239920358387259,-0.3542696237564087,130,0.5682501417851243,4DS
0,0.8443438837809579,4.849575414939429,42.16127577796168,-3.8732885319632016,-4.283459663391113,3.4640798324863185,-8.221288515406162,-3.103719711303711,68,0.843745031800379,9SP
0,0.9240819283954416,2.6374166861545962,39.11100367268307,3.0967597836464624,3.231445074081421,1.7633434010750533,3.741662161478774,3.3402388095855713,532,0.9239968955589519,AAD
0,0.6964986525344747,8.990825454718536,60.17119709470216,-8.567807753416995,-8.647013664245605,4.103076343068765,-11.834733893557427,-7.190961837768555,262,0.6964938923152438,AB1
0,0.929873123214354,1.975694301660835,37.52939248846804,4.541533792467139,4.131073474884033,1.2670297470521872,4.164104265031716,3.539487600326538,482,0.9285936441181499,ABC
0,0.8478192162918656,5.988485479722883,74.65291082655094,1.0714533860491973,-0.37673258781433105,5.219260215759277,2.3255813953488387,0.4171382784843445,57,0.8422089814961086,ABT
0,0.8396881651483254,6.823578256309722,54.39658952570957,-2.637366855712537,-2.001582622528076,4.5131632701337425,-7.498371008971982,-4.4322829246521,291,0.8390394224970172,ACG
0,0.9594347787475911,3.2512784464405664,31.799956100387245,-0.1660172132506624,0.027679871767759323,2.0047795772552535,-3.4080937840019714,-2.302889585494995,499,0.9593782248166868,ACR
0,0.7787193504747832,6.187954332569278,38.62501627407617,-15.58313438780977,-13.449499130249023,4.562842313591782,-14.444444444444445,-15.234566688537598,40,0.7631290465317524,AD1
0,0.9254146990520963,6.167831836594337,52.04029101785612,-3.158689544098202,-3.4839298725128174,4.15236418537282,-9.4901721528566,-8.04237174987793,412,0.9253226870388254,ADN
0,0.8499692367789848,9.287167200674185,63.10320717899105,1.6281307763279655,1.328859806060791,5.557775944471361,-4.761904761904753,-1.2459893226623535,260,0.8499125415219984,ADV
0,0.8962023072989644,6.946136166193231,57.19804106089852,-2.7523498878515626,-3.5207107067108154,4.219793955485031,-7.446608124714102,-4.32269811630249,457,0.895792525330431,ADY
0,0.8294146508944481,10.334183257074605,64.93939343450576,7.889620312948368,4.683725833892822,5.475377992693205,-2.6315789473684235,-0.7940245866775513,221,0.8251222394757723,AEI
0,0.8642313990343539,7.253504587427331,73.50052440865423,-1.1298886025220214,-1.9925965070724487,4.416525840759277,-3.529411764705885,-2.2718756198883057,191,0.8633577319641829,AEK
0,0.7394795723960457,9.174264398386487,60.13464787353735,7.491143472042091,5.231909275054932,5.2388493749585905,2.3255813953488387,-0.0904352068901062,199,0.7370515637708989,AFA
0,0.9077179876670488,4.040487409384311,47.21960938201277,-0.35130132463195657,-0.5877276062965393,2.926865682025008,-2.597433316606404,-1.23442542552948,406,0.90755511228559,AGG
0,0.913519912749288,8.584176632316009,52.53457395202986,11.124195502495168,8.450448036193848,4.560787511578479,-4.5548654244306395,-1.67280113697052,336,0.912019187031912,AGR
0,0.8832838109734756,8.526380877087526,56.501243778892686,0.5579178830497743,0.711203396320343,5.8365562075660335,-5.714285714285718,-4.048253536224365,143,0.8832653657709306,AGU
0,0.6316167002047949,17.97277285689491,68.28341161088845,2.435326471863135,-1.9138422012329102,8.091740726114624,-8.333333333333325,-2.361590623855591,108,0.6286295068111578,AHK
0,0.647009651638671,11.670301981705018,69.65261044813047,3.2785185788993516,-0.6994902491569519,5.8426534513066795,-3.030303030303033,-2.649451732635498,175,0.6355762401686645,AHN
0,0.747318849691912,16.469636848877617,62.63619325030717,1.8535293038007759,3.1619064807891846,7.773284521969877,-11.111111111111107,-2.117875576019287,61,0.7468392080745707,AHQ
0,0.8756669525644297,3.036066808021242,33.71283959247887,-0.2707619915712373,-0.9146537780761719,1.7242562703287785,4.224761709655974,2.4411673545837402,82,0.8736925809146633,AHX
