"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio"
"MVF",1.71,,,"9/6/2016",0.04,0.023399999999999997,"2017-02-03",1.72,1.78,1.75,2.55,1.41,411940000,,"ASX",1036505,0.12,0.13,0.66,49080000,2.57,2.6,14.34,1.49,13.46,12.5,"0.00"
"MVP",5.13,,,"9/1/2016",0.12,0.023399999999999997,"2017-02-03",5.1,5.26,5.25,6.85,3.65,304290000,,"ASX",8986,0.03,0.07,0.33,3940000,19.22,15.64,194.44,0,75,43.75,"0.00"
"MVR",20.78,,,,-0.1,-0.0048,"2017-02-03",20.68,20.72,20.68,20.94,12.91,,,"ASX",1789,,,0,,,,,0,,,
"MVS",17.29,,,,0,0,"2017-02-03",17.26,17.37,17.29,18.59,14.6,,,"ASX",8454,,,0,,,,,0,,,
"MVT",0.165,,,,0,0,"2017-02-03",0.165,0.165,0.165,0.18,0.125,46200000,,"ASX",3488,0.007,,0.165,4770000,6.929,1,23.571,0,,,"0.000"
"MVW",24.61,,,,-0.05,-0.002,"2017-02-03",24.54,24.75,24.56,25.91,19.48,,,"ASX",60301,,,0,,,,,0,,,
"MWR",0.65,,,"9/21/2015",0,0,"2017-02-03",0.65,0.65,0.65,1.1,0.5,5630000,,"ASX",1350,0.06,,0.54,"181958.00",2.19,1.21,11.61,0,,,"0.00"
"MWY",2.62,,,,-0.08,-0.0305,"2017-02-03",2.54,2.62,2.54,2.64,2.28,,,"ASX",35732,,0.22,0,31100000,,,,-1.71,11.55,10.16,"0.00"
"MX1",0.43,,,,0.04,0.1059,"2017-02-03",0.46,0.47,0.47,0.57,0.29,56120000,,"ASX",88571,-0.17,-0.04,0.15,-7840000,56.89,2.78,,0,,,"0.00"
"MXC",0.039,,,,0,0,"2017-02-03",0.039,0.04,0.039,0.083,0.023,,,"ASX",917935,-0.015,,0,"0.00",,,,0,,,"0.000"
"MXI",0.6,,,"3/23/2016",0.035,0.05833,"2017-02-03",0.61,0.635,0.635,0.65,0.4,117520000,,"ASX",67368,0.028,0.07,0.656,16830000,0.326,0.915,22.679,0.19,9.071,9.071,"0.000"
"MXR",0.003,,,,0,0,"2017-02-03",0.003,0.003,0.003,0.007,0.001,5650000,,"ASX",4492158,-0.001,,0.003,"-432810.00",335.296,1,,0,,,"0.000"
"MXUPA",72.4,,,,0.3,0.0040999999999999995,"2017-02-03",72.4,72.7,72.7,73.1,66.55,,,"ASX",1867,6.14,,0,,,,,0,,,
"MYE",0.375,,,"3/11/2015",0.02,0.05333,"2017-02-03",0.395,0.395,0.395,0.5,0.11,35980000,,"ASX",65000,-0.144,-0.02,0.483,3380000,0.202,0.776,,-16.88,,,"0.000"
"MYO",3.45,,,"3/9/2016",0.02,0.0058,"2017-02-03",3.42,3.48,3.47,4.09,2.63,2029999999.9999998,,"ASX",1121734,0.08,0.16,1.47,123050000,5.84,2.34,42.32,2.07,21.69,19.28,"0.00"
"MYR",1.225,,,"9/28/2016",0,0,"2017-02-03",1.21,1.245,1.225,1.46,0.98,1010000000,,"ASX",2001170,0.077,0.09,1.349,179100000,0.359,0.908,15.909,1.18,13.611,12.25,"0.000"
"MYS",4.57,,,"9/1/2016",-0.05,-0.0109,"2017-02-03",4.52,4.6,4.52,4.6,3.8,397100000,,"ASX",63835,0.32,0.37,3.41,"0.00",3.29,1.34,13.95,3.05,12.22,11.59,"0.00"
"MYX",1.26,,,"10/25/2010",0.015,0.011899999999999999,"2017-02-03",1.255,1.285,1.275,2.11,1.063,1030000000,,"ASX",14920966,0.046,0.08,0.449,64959999.99999999,3.819,2.806,27.717,0.99,15.938,14.167,"0.000"
"MZI",0.28,,,,0,0,"2017-02-03",0.27,0.28,0.28,0.4,0.21,57080000,,"ASX",40971,-0.17,-0.04,0.13,-7890000,3.29,2.14,,0,,4,"0.00"
"MZM",0.175,,,,-0.02,-0.11429,"2017-02-03",0.15,0.19,0.155,0.25,0.12,10920000,,"ASX",253000,-0.015,,0.115,-2570000,67.651,1.522,,0,,,"0.000"
"MZN",0.026,,,,-0.002,-0.07692,"2017-02-03",0.024,0.026,0.024,0.033,0.005,27960000,,"ASX",1638404,-0.004,,0.006,-3290000,789.013,4.333,,0,,,"0.000"
"NAB",30.4,9.2,2.12,"11/4/2016",-0.01,-0.0003,"2017-02-03",30.3,30.56,30.39,32.1,23.82,80460000000,,"ASX",3134712,0.16,2.4,19.01,"0.00",4.65,1.6,196.06,5.92,12.66,12.4,"0.00"
"NAC",1.14,,,"4/19/2016",-0.01,-0.0088,"2017-02-03",1.13,1.14,1.13,1.22,0.95,33220000,,"ASX",53622,0.17,,1.14,"0.00",4.41,1,6.53,0,,,"0.00"
"NAE",0.031,,,,0.002,0.06452,"2017-02-03",0.026,0.033,0.033,0.041,0.003,11340000,,"ASX",7766542,0,,0.016,"8827.00",11.271,1.937,,0,,,"0.000"
"NAG",0.076,,,,0,0,"2017-02-03",0.076,0.076,0.076,0.24,0.071,26690000,,"ASX",12000,-0.002,,0.018,"-33328.00",58.92,4.222,,0,,,"0.000"
"NAN",2.9,,,,0.01,0.0034000000000000002,"2017-02-03",2.88,2.93,2.91,3.6,1.72,861170000,,"ASX",300483,0,0.05,0.19,"792999.00",20.05,15.18,,0.11,58.2,32.33,"0.00"
"NAV",0.009,,,,-0.001,-0.11111,"2017-02-03",0.008,0.008,0.008,0.013,0.007,3150000,,"ASX",200,0.15,0,0.003,"-446090.00",,3,0.053,0,,,"0.000"
"NBL",1.52,,,"3/7/2014",-0.02,-0.0132,"2017-02-03",1.49,1.5,1.5,1.89,0.71,58620000,,"ASX",247460,0.06,-0.01,0.31,5480000,0.55,4.97,24.59,0,,,"0.00"
"NCC",1.36,,,"3/24/2015",-0.02,-0.0147,"2017-02-03",1.34,1.36,1.34,1.43,0.88,,,"ASX",70455,0.17,,0,"0.00",,,,0,,,"0.00"
"NCK",6.55,,,"2/29/2016",-0.05,-0.0076,"2017-02-03",6.45,6.55,6.5,6.61,3.93,526500000,,"ASX",46702,0.32,0.39,0.71,39540000,2.61,9.17,20.12,0.83,16.67,15.12,"0.00"
"NCM",22.15,0.96,0.15,"9/21/2016",0.23,0.0104,"2017-02-03",22.27,22.49,22.38,27.2,12.64,17129999999.999998,,"ASX",3220819,0.43,0.76,9.2,1330000000,5.15,2.41,52.05,0.61,29.45,23.81,"0.00"
"NCR",0.005,,,,0,0,"2017-02-03",0.005,0.005,0.005,0.012,0.001,3840000,,"ASX",90000,-0.012,0,0.011,"-570999.00",9.632,0.455,,0,,,"0.000"
"NDQ",11.66,,,,-0.06,-0.0051,"2017-02-03",11.6,11.63,11.6,12.01,9.6,,,"ASX",31735,,,0,,,,,0,,,
"NEA",0.59,,,"10/14/2008",0.005,0.00847,"2017-02-03",0.59,0.605,0.595,0.965,0.325,211970000,,"ASX",276694,-0.02,0,0.052,-4110000.0000000005,6.806,11.346,,0,,59.5,"0.000"
"NEC",1.01,,,"9/5/2016",-0.01,-0.009899999999999999,"2017-02-03",1,1.03,1,1.7,0.85,868670000,,"ASX",1343295,0.37,0.12,1.42,149630000,0.68,0.71,2.71,-1.34,8.33,8.33,"0.00"
"NEN",0.22,,,,0,0,"2017-02-03",0.22,0.22,0.22,0.33,0.2,11480000,,"ASX",85660,0.01,0,0.38,1160000,9.63,0.59,14.67,0,,,"0.00"
"NEU",0.077,,,,0,0,"2017-02-03",0.075,0.079,0.077,0.13,0.041,136060000,,"ASX",2449729,-0.009,-0.01,0.004,-17130000,610.131,19.25,,0,,7.7,"0.000"
"NGE",0.39,,,,0.01,0.0256,"2017-02-03",0.39,0.4,0.4,0.52,0.34,17080000,,"ASX",233746,-0.95,0,0.45,"-368999.00",13.54,0.86,,0,,,"0.00"
"NHC",1.61,3.48,0.04,"10/17/2016",0,-0.0031,"2017-02-03",1.59,1.62,1.6,2.13,1.21,1330000000,,"ASX",181880,-0.06,0.15,2.11,80400000,2.51,0.76,,0.8,10.67,10,"0.00"
"NHF",4.59,,,"9/8/2016",-0.05,-0.0109,"2017-02-03",4.52,4.59,4.54,5.05,3.18,1990000000,,"ASX",313097,0.21,0.24,0.88,148360000,1.07,5.19,21.42,2.5,18.92,17.46,"0.00"
"NHL",0.037,,,,0,0,"2017-02-03",0.037,0.037,0.037,0.061,0.037,,,"ASX",3929,,,0,"0.00",,,,0,,,"0.000"
"NIU",0.005,,,"9/17/2008",0,0,"2017-02-03",0.005,0.005,0.005,0.009,0.001,7380000,,"ASX",6271959,-0.001,,0.002,-1110000,6.641,2.5,,0,,,"0.000"
"NMI",0.018,,,,0.001,0.05556,"2017-02-03",0.018,0.019,0.019,0.024,0.009,20500000,,"ASX",22570,0.003,,0.012,"-442045.00",,1.5,6.333,0,,,"0.000"
"NMT",0.39,,,,0.005,0.01282,"2017-02-03",0.385,0.395,0.395,0.52,0.155,220840000,,"ASX",427153,0.156,,0.16,-5080000,,2.438,2.532,0,,,"0.000"
"NNW",0.075,,,,0,0,"2017-02-03",0.075,0.075,0.075,0.195,0.072,86980000,,"ASX",20000,0.001,0.01,0.043,4040000,2.551,1.744,75,0,,,"0.000"
"NOR",0.023,,,,0,0,"2017-02-03",0.023,0.024,0.023,0.074,0.019,22280000,,"ASX",1488066,-0.02,0,0.003,-16649999.999999998,29.535,7.667,,0,,,"0.000"
"NOV",0.165,,,,0,0,"2017-02-03",0.165,0.17,0.165,0.26,0.096,15330000,,"ASX",28730,-0.091,,0.049,-4480000,3.956,3.367,,0,,,"0.000"
"NOX",0.5,,,,-0.015,-0.03,"2017-02-03",0.485,0.51,0.485,0.89,0.13,36460000,,"ASX",88242,-0.042,,0,-1050000,,,,0,,,"0.000"
"NRT",0.082,,,,0.001,0.012199999999999999,"2017-02-03",0.083,0.084,0.083,0.145,0.079,35670000,,"ASX",122234,-0.028,-0.05,0.079,-11720000,10.77,1.038,,0,,,"0.000"
"NSL",0.038,,,,0.004,0.10525999999999999,"2017-02-03",0.039,0.042,0.042,0.051,0.006,68340000,,"ASX",15422625,-0.006,,0.002,-2230000,,19,,0,,,"0.000"
"NSR",1.43,,,"6/29/2016",0.01,0.0034999999999999996,"2017-02-03",1.42,1.44,1.44,1.94,1.35,484450000,,"ASX",2046046,0,,0.1,49650000,5.94,14.49,,0,,,"0.00"
"NST",3.94,2.98,0.09,"9/27/2016",0.05,0.0127,"2017-02-03",3.96,4.12,3.99,5.89,2.87,2400000000,,"ASX",4879111,0.25,0.33,0.75,392370000,3.01,5.23,15.9,0.49,12.09,7.98,"0.00"
"NTC",1.755,,,"12/17/2010",0.06,0.03419,"2017-02-03",1.73,1.865,1.815,3.4,1.655,265589999.99999997,,"ASX",72346,0.015,0,0.528,3220000,3.016,3.324,121,0,,11.344,"0.000"
"NTI",0.29,,,,0.01,0.0169,"2017-02-03",0.3,0.3,0.3,0.56,0.23,14980000,,"ASX",242,-0.12,,0.03,-3460000,58.14,10.17,,0,,,"0.00"
"NTL",0.005,,,,-0.001,-0.2,"2017-02-03",0.004,0.004,0.004,0.014,0.002,8310000.000000001,,"ASX",714285,-0.002,,0.005,"-765929.00",,1,,0,,,"0.000"
"NTM",0.063,,,,0.001,0.01587,"2017-02-03",0.06,0.064,0.064,0.088,0.006,13720000,,"ASX",1195027,-0.005,,0.013,"-387813.00",806.822,4.846,,0,,,"0.000"
"NTU",0.12,,,,0.005,0.04167,"2017-02-03",0.12,0.125,0.125,0.175,0.057,62270000,,"ASX",693395,-0.014,-0.01,-0.002,-5730000,524.672,,,0,,,"0.000"
"NUF",8.93,,,"10/13/2016",-0.13,-0.0146,"2017-02-03",8.77,8.93,8.8,9.67,6.3,2340000000,,"ASX",413904,0.06,0.51,5.81,342110000,0.85,1.54,144.26,0.83,17.25,14.19,"0.00"
"NUH",0.11,,,,0.015,0.13635999999999998,"2017-02-03",0.105,0.125,0.125,0.145,0.03,,,"ASX",5872657,,,0,"0.00",,,,0,,,"0.000"
"NVL",2.11,,,,-0.01,-0.004699999999999999,"2017-02-03",2.1,2.13,2.1,2.2,1.1,107480000,,"ASX",59876,0.03,0.12,0.82,7680000,2.44,2.57,84,0,17.5,15,"0.00"
"NVT",4.46,5.83,0.21,"8/31/2016",0.13,0.0291,"2017-02-03",4.47,4.59,4.59,6.05,4.47,1690000000,,"ASX",4691699,0.26,0.24,0.47,160210000,1.69,9.47,17.32,2.81,19.13,17.65,"0.00"
"NWE",0.003,,,,0.001,0.33332999999999996,"2017-02-03",0.004,0.004,0.004,0.004,0.002,8199999.999999999,,"ASX",125000,-0.001,0,0.002,-1530000,,1.5,,0,,,"0.000"
"NWF",0.26,,,,-0.005,-0.01923,"2017-02-03",0.255,0.255,0.255,0.72,0.105,57520000,,"ASX",30000,-0.022,,0.113,-2430000,99.113,2.301,,0,,,"0.000"
"NWH",0.7,,,"10/8/2014",0.005,0.00714,"2017-02-03",0.695,0.725,0.705,0.785,0.04,196620000,,"ASX",407032,0.077,0.07,0.537,40810000,0.678,1.304,9.156,-0.27,10.071,7.833,"0.000"
"NWS",16.49,,,,-0.16,-0.0097,"2017-02-03",16.32,16.5,16.33,19.96,14.76,9490000000,,"ASX",170847,-0.02,0.48,19.83,655000000,1.16,0.83,,4.8,34.02,32.02,"0.00"
"NWSLV",16.04,,,"3/5/2014",-0.04,-0.0025,"2017-02-03",15.9,16,16,19.24,14.41,9300000000,,"ASX",1047,-0.02,,19.83,655000000,1.13,0.81,,0,,,"0.00"
"NWZ",0.004,,,,0,0,"2017-02-03",0.004,0.004,0.004,0.036,0.002,5800000,,"ASX",320216,-0.023,,0.007,-10950000,2.088,0.571,,0,,,"0.000"
"NXT",3.12,,,,0.08,0.0256,"2017-02-03",3.1,3.24,3.2,4.46,2.26,782730000,,"ASX",1055607,0.01,0.05,1.36,26720000,8.55,2.29,400,0.55,64,64,"0.00"
"NZK",1.3,,,,-0.01,-0.0077,"2017-02-03",1.29,1.29,1.29,1.4,1,32590000.000000004,,"ASX",485,0.07,,1.07,-12910000,0.4,1.22,17.67,0,,,"0.00"
"NZM",0.64,,,"10/13/2016",0,0,"2017-02-03",0.62,0.64,0.64,0.92,0.46,125450000,,"ASX",122153,0.22,,1.03,90180000,0.27,0.62,2.92,0,,,"0.00"
"OBJ",0.066,,,,0,0,"2017-02-03",0.065,0.066,0.066,0.105,0.055,117140000,,"ASX",85250,-0.002,,0.004,-3460000,76.987,16.5,,0,,,"0.000"
"OBL",0.003,,,,0.001,0.33332999999999996,"2017-02-03",0.004,0.004,0.004,0.045,0.004,"483380.03",,"ASX",130000,-0.021,,0.031,"-659627.00",,0.097,,0,,,"0.000"
"OCC",0.47,,,,-0.02,-0.0426,"2017-02-03",0.45,0.47,0.45,0.55,0.28,41170000,,"ASX",115943,-0.04,,0.05,-5250000,64.51,8.87,,0,,,"0.00"
"OCL",2.26,,,"9/6/2016",0,0,"2017-02-03",2.26,2.26,2.26,2.26,1.3,206030000,,"ASX",31,0.06,0.1,0.2,6570000,4.11,11.47,39.65,0.68,22.6,18.83,"0.00"
"ODY",0.11,,,,0,0,"2017-02-03",0.11,0.11,0.11,0.11,0.05,12010000,,"ASX",224245,0,,0.04,"0.00",119.04,3.06,,0,,,"0.00"
"OEC",0.83,,,,0,0,"2017-02-03",0.83,0.84,0.83,0.96,0.45,62530000,,"ASX",163135,0.03,0.04,0.4,-7520000,5.38,2.05,30.74,0,20.75,7.55,"0.00"
"OEL",0.038,0,0,,-0.002,-0.052629999999999996,"2017-02-03",0.036,0.038,0.036,0.063,0.018,42550000,,"ASX",420901,-0.017,-0.01,0.019,-19980000,1.658,2,,0,,,"0.000"
"OEX",0.007,,,,0,0,"2017-02-03",0.007,0.007,0.007,0.022,0.006,8260000,,"ASX",72353,-0.032,0,0.008,-14200000,18.521,0.875,,0,,,"0.000"
"OFX",1.335,,,"6/9/2016",0.12,0.08989000000000001,"2017-02-03",1.37,1.465,1.455,3.25,1.34,354230000,,"ASX",4526787,0.083,0.09,0.228,29750000,2.866,5.855,17.53,-61.79,16.167,13.227,"0.000"
"OGC",3.84,,,"3/11/2005",0.45,0.11720000000000001,"2017-02-03",4.23,4.35,4.29,5.79,2.8,2620000000,,"ASX",1187070,0.19,0.2,2.16,273640000,3.76,1.78,22.82,0.49,21.45,14.3,"0.00"
"OIL",0.053,,,,0,0,"2017-02-03",0.053,0.053,0.053,0.062,0.02,16510000.000000002,,"ASX",32371,-0.006,,-0.003,-2360000,53.296,,,0,,,"0.000"
"OKU",0.135,,,,0,0,"2017-02-03",0.13,0.14,0.135,0.25,0.065,32470000,,"ASX",3584275,-0.007,,0.092,"0.00",,1.467,,0,,,"0.000"
"OMH",0.12,,,"4/11/2011",0.02,0.16670000000000001,"2017-02-03",0.12,0.14,0.14,0.17,0.04,102410000,,"ASX",191258,-0.21,0.02,0.1,-4930000,0.23,1.15,,0,,,"0.00"
"OML",4.49,,,"8/29/2016",0.01,0.0022,"2017-02-03",4.46,4.51,4.5,5.88,3.72,675660000,,"ASX",667948,0.13,0.24,1.69,65190000,2.23,2.66,35.71,0.94,18.75,15.52,"0.00"
"ONE",6.5,,,,0,0,"2017-02-03",6.5,6.5,6.5,7.28,3.55,352920000,,"ASX",2500,-0.32,-0.29,0.88,-13710000,50.99,7.39,,0,,,"0.00"
"ONT",7.65,,,"3/9/2016",-0.05,-0.006500000000000001,"2017-02-03",7.59,7.6,7.6,7.9,6.55,179950000,,"ASX",3715,0.32,0.35,1.45,12730000,4.97,5.26,23.6,2.48,21.71,19.49,"0.00"
"OOK",0.026,,,,-0.002,-0.07692,"2017-02-03",0.024,0.025,0.024,0.041,0.019,5040000,,"ASX",3138577,0.071,,0.014,"0.00",287.192,1.857,0.338,0,,,"0.000"
"OPT",1,,,"10/11/2004",0.04,0.0452,"2017-02-03",0.98,1.04,1.04,1.04,0.3,156210000,,"ASX",298770,-0.04,-0.05,0.1,-7720000,442.64,9.95,,0,,,"0.00"
"ORA",2.85,,,"2/29/2016",0.02,0.006999999999999999,"2017-02-03",2.84,2.88,2.87,3.18,2.14,3420000000,,"ASX",3080341,0.14,0.15,1.26,374300000,0.88,2.27,20.65,2.96,19.13,17.94,"0.00"
"ORE",4.12,,,,-0.09,-0.0218,"2017-02-03",3.98,4.21,4.03,5.05,2.18,844200000,,"ASX",2339583,-0.12,0.06,0.91,-10850000,55.58,4.52,,-3.1,44.78,21.21,"0.00"
"ORG",7.16,0,0,"2/23/2016",-0.13,-0.0182,"2017-02-03",6.98,7.16,7.03,7.41,3.5,12330000000,,"ASX",4827719,-0.37,0.3,8.27,1250000000,1.05,0.87,,0.79,23.43,13.26,"0.00"
"ORI",18.78,3.36,0.43,"11/10/2016",-0.31,-0.0165,"2017-02-03",18.39,18.75,18.47,19.23,12.04,6920000000,,"ASX",876599,0.92,1.04,7.42,801400000,1.38,2.53,20.08,3.55,17.76,16.35,"0.00"
"ORL",1.74,,,"4/5/2016",-0.08,-0.0432,"2017-02-03",1.66,1.74,1.66,2.92,1.61,67580000,,"ASX",29211,0.08,0.11,0.88,10960000,0.52,1.98,19.76,2.46,20.75,15.09,"0.00"
"ORN",0.017,,,,-0.001,-0.05882,"2017-02-03",0.016,0.017,0.016,0.031,0.01,7600000,,"ASX",538422,-0.007,,0.011,-2260000,18.365,1.545,,0,,,"0.000"
"ORR",0.54,,,,-0.01,-0.018500000000000003,"2017-02-03",0.52,0.53,0.53,0.74,0.1,91910000,,"ASX",123451,-0.03,-0.03,0.11,-3760000,1929.74,5,,0,,,"0.00"
"OSH",6.99,0.96,0.05,"9/6/2016",-0.09,-0.0129,"2017-02-03",6.88,7.04,6.9,7.74,5.95,10510000000,,"ASX",2512390,-0.16,0.08,3.07,849930000,8.17,2.28,,8.56,86.25,31.36,"0.00"
"OSL",0.1,,,,0,-0.047599999999999996,"2017-02-03",0.1,0.11,0.1,0.25,0.08,46450000,,"ASX",361328,-0.01,-0.02,0.03,-5010000,12.71,3.28,,0,,,"0.00"
"OSP",0.44,,,,0.02,0.0455,"2017-02-03",0.44,0.47,0.46,0.51,0.19,70920000,,"ASX",389195,-0.08,-0.05,0.04,-11960000,205.06,11.28,,0,,,"0.00"
"OTR",0.34,,,"9/28/2009",0.01,0.0294,"2017-02-03",0.35,0.35,0.35,0.54,0.05,20130000,,"ASX",1431,-0.03,,0.23,-2180000,0.07,1.5,,0,,,"0.00"
"OTW",2.65,,,,-0.2,-0.0755,"2017-02-03",2.45,2.55,2.45,3.2,1.05,106580000,,"ASX",2199,0.07,0.1,0.37,5390000,4.83,7.14,33.11,0.72,24.5,17.5,"0.00"
"OVH",0.58,,,,0.005,0.00862,"2017-02-03",0.58,0.59,0.585,0.857,0.5,113000000,,"ASX",174721,-0.022,0.01,0.191,-3070000,4.181,3.037,,0,58.5,29.25,"0.000"
"OVL",0.022,,,,-0.001,-0.04545,"2017-02-03",0.021,0.022,0.021,0.028,0.005,14100000,,"ASX",441797,-0.003,,0,-1150000,275.949,,,0,,,"0.000"
"OVN",0.79,,,,-0.01,-0.0127,"2017-02-03",0.75,0.8,0.78,1,0.58,56160000,,"ASX",16500,-0.05,,0.04,-2240000,105.3,19.75,,0,,,"0.00"
"OVR",0.009,,,,0,0,"2017-02-03",0.008,0.009,0.009,0.013,0.004,3190000,,"ASX",2114639,-0.002,,0.007,"-303265.00",,1.286,,0,,,"0.000"
"OZG",0.17,,,,0,0,"2017-02-03",0.17,0.17,0.17,0.17,0.11,,,"ASX",415000,0,,0,"0.00",,,,0,,,"0.00"
"OZL",9.43,2.3,0.15,"2/22/2016",-0.28,-0.0297,"2017-02-03",9.11,9.63,9.15,9.63,3.68,2780000000,,"ASX",2181449,0.36,0.39,7.57,510100000,3.22,1.25,25.7,-1.01,23.46,21.79,"0.00"
"PAA",0.05,,,,0,0.0417,"2017-02-03",0.05,0.05,0.05,0.16,0.05,4630000,,"ASX",56354,-0.04,,0.05,-1740000,1.63,0.89,,0,,,"0.00"
"PAC",5.2,,,"9/6/2016",-0.01,-0.0019,"2017-02-03",5.15,5.23,5.19,7.18,3.48,145970000,,"ASX",36384,-1.72,0.42,6.66,"465573.00",26.1,0.78,,1.18,12.36,10.59,"0.00"
"PAF",0.94,,,"9/14/2016",0,0.0053,"2017-02-03",0.95,0.95,0.95,0.98,0.83,52760000000,,"ASX",5000,,,0,"0.00",,,,0,,,"0.00"
"PAI",0.915,,,,0.01,0.01093,"2017-02-03",0.915,0.925,0.925,1,0.875,271209999999.99997,,"ASX",119223,,,0,"0.00",,,,0,,,"0.000"
"PAK",0.105,,,,-0.007,-0.06667,"2017-02-03",0.097,0.105,0.098,0.203,0.025,11390000,,"ASX",742569,-0.008,,0.029,"0.00",,3.621,,0,,,"0.000"
"PAN",0.28,0,0,"3/24/2015",0,0,"2017-02-03",0.28,0.28,0.28,0.38,0.07,120000000,,"ASX",583177,-0.43,-0.02,0.24,-6030000,1.3,1.18,,-0.52,,28,"0.00"
"PBP",0.52,,,"9/2/2016",0.02,0.0385,"2017-02-03",0.52,0.54,0.54,0.57,0.37,28580000,,"ASX",25405,0.08,0.02,0.82,5840000,0.42,0.63,7.11,0,,,"0.00"
"PCH",0.006,,,,0,0,"2017-02-03",0.006,0.006,0.006,0.06,0.005,1490000,,"ASX",809822,-0.026,,0.001,-2130000,8690.982,6,,0,,,"0.000"
"PCL",0.003,,,,0.001,0.33332999999999996,"2017-02-03",0.004,0.004,0.004,0.008,0.003,6870000,,"ASX",370000,-0.004,0,0.006,-5400000,,0.5,,0,,,"0.000"
"PDI",0.012,,,,0,0,"2017-02-03",0.012,0.012,0.012,0.024,0.002,15910000,,"ASX",810747,-0.008,,0.003,"-653662.00",133.188,4,,0,,,"0.000"
"PDN",0.11,,,,0.005,0.04545,"2017-02-03",0.11,0.12,0.115,0.27,0.057,196980000,,"ASX",4908909,-0.077,-0.02,0.058,-13400000,1.152,1.897,,0.07,,,"0.000"
"PDZ",0.46,,,"5/9/2000",0.02,0.0435,"2017-02-03",0.46,0.48,0.48,0.48,0.09,72770000,,"ASX",945859,-0.05,0,0.12,-8490000,224.99,3.9,,0,,,"0.00"
"PEA",0.71,,,"9/6/2016",-0.01,-0.021,"2017-02-03",0.64,0.7,0.7,0.7,0.35,259070000,,"ASX",132415,0.04,0.05,0.37,36900000,5.12,1.93,16.28,2.55,14,14,"0.00"
"PEK",0.085,,,,0.002,0.023530000000000002,"2017-02-03",0.085,0.089,0.087,0.089,0.042,39540000,,"ASX",463359,-0.039,-1.17,0.059,-6750000,,1.441,,0,,,"0.000"
"PEN",0.69,,,,0.055,0.07971,"2017-02-03",0.695,0.745,0.745,1,0.48,132780000,,"ASX",159541,-0.02,0,0.745,-3230000,21.309,0.926,,0,,18.625,"0.000"
"PEP",2.6,,,"4/1/2016",0.03,0.0115,"2017-02-03",2.58,2.63,2.63,2.9,2.1,456010000,,"ASX",18329,0.14,0.33,2.44,"0.00",1.28,1.06,19.06,0.39,7.97,6.92,"0.00"
"PEX",0.18,,,,-0.01,-0.0556,"2017-02-03",0.17,0.17,0.17,0.22,0.12,25720000,,"ASX",40000,0,,0.11,"-753049.00",95.25,1.64,,0,,,"0.00"
"PEZ",0.021,,,,0,0,"2017-02-03",0.021,0.021,0.021,0.058,0.016,19270000,,"ASX",10000,-0.002,,0.201,"-756500.00",0.033,0.104,,0,,,"0.000"
"PGC",0.82,,,"9/15/2016",-0.005,-0.0060999999999999995,"2017-02-03",0.81,0.82,0.815,0.937,0.53,133130000,,"ASX",129210,0.056,0.06,0.455,11960000,1.434,1.802,14.554,0,13.583,11.643,"0.000"
"PGF",0.99,,,,0,-0.0051,"2017-02-03",0.98,0.99,0.98,1,0.8,341720000000,,"ASX",132989,,,0,"0.00",,,,0,,,"0.00"
"PGH",6.45,,,"9/1/2016",0.1,0.0155,"2017-02-03",6.35,6.56,6.55,6.89,4.59,1940000000,,"ASX",401724,0.29,0.36,1.24,208940000,1.39,5.18,22.74,1.38,18.19,15.98,"0.00"
"PGI",0.076,,,,-0.003,-0.03947,"2017-02-03",0.073,0.078,0.073,0.155,0.059,9250000,,"ASX",229628,0.146,,0.211,37620000,0.19,0.36,0.5,0,,,"0.000"
"PGM",0.125,,,,0,0,"2017-02-03",0.125,0.13,0.125,0.175,0.028,26280000,,"ASX",954711,-0.002,,0.112,"-635007.00",79.294,1.116,,0,,,"0.000"
"PGO",0.077,,,,0.014,0.18181999999999998,"2017-02-03",0.08,0.091,0.091,0.17,0.008,41110000,,"ASX",3141681,-0.01,,0.04,-3160000,674.795,1.925,,0,,,"0.000"
"PGR",0.76,,,"9/15/2016",0.01,0.0132,"2017-02-03",0.77,0.77,0.77,0.8,0.57,105250000,,"ASX",39862,0.08,0.09,0.92,23800000,0.39,0.83,10,0,8.56,7,"0.00"
"PHG",0.45,,,"3/4/2016",0.005,0.01111,"2017-02-03",0.452,0.455,0.455,0.47,0.2,116970000,,"ASX",301743,-0.018,0.02,0.35,2770000,1.598,1.286,,0,22.75,15.167,"0.000"
"PHI",8.25,,,"9/5/2016",0.25,0.030299999999999997,"2017-02-03",8.5,8.5,8.5,9.15,5,245880000,,"ASX",2000,0.33,,3.5,2850000,18.15,2.35,25.76,0,,,"0.00"
"PHK",0.08,,,,-0.01,-0.0667,"2017-02-03",0.07,0.07,0.07,0.12,0.03,25410000,,"ASX",38000,-0.01,,0,-1400000,15.73,37.5,,0,,,"0.00"
