symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio
CMM,0.1,0.1,,,,0,0,30/1/17,0.1,0.1,0.1,0.18,0.05,48690000,,ASX,146505,-0.01,,0.05,-1500000,196.26,2.08,,0,,,0
CMP,0.675,0.675,,,11/23/2004,-0.02,-0.02963,30/1/17,0.65,0.675,0.655,0.93,0.315,110580000,,ASX,29155,0.019,0.04,0.086,3480000,3.035,7.849,34.474,0,16.375,9.357,0
CMT,0.065,0.065,,,,0,0,30/1/17,0.065,0.065,0.065,0.065,0.016,5000000,,ASX,100000,0.023,,0.076,-734085,,0.855,2.826,0,,,0
CMW,0.99,0.99,,,9/29/2016,-0.015,-0.01515,30/1/17,0.97,0.99,0.975,1.115,0.885,1710000000,,ASX,2157351,0.188,0.08,-0.003,235000000,4.826,,5.186,-7.83,12.188,12.188,0
CMY,0.001,0.001,,,,0,0,30/1/17,0.001,0.001,0.001,0.01,0.001,1510000,,ASX,8100000,-0.004,-0.06,0.003,-3870000,,0.333,,0,,,0
CND,0.1,0.1,,,3/5/12,0,0,30/1/17,0.1,0.1,0.1,0.21,0.08,8960000,,ASX,113836,-0.04,0.02,0.23,-675000,0.05,0.43,,0,,,0
CNI,1.1,1.14,,,12/29/2016,0.05,0.0455,30/1/17,1.14,1.19,1.15,1.19,0.9,88130000,,ASX,360236,0.15,0.1,1.54,18440000,1.26,0.71,7.47,2.6,11.5,12.78,0
CNJ,0.045,0.045,,,,0,0,30/1/17,0.045,0.048,0.045,0.048,0.01,13290000,,ASX,1969952,0,,0.05,-407012,6320.617,0.9,,0,,,0
CNU,4.06,4.03,,,9/22/2016,-0.14,-0.0345,30/1/17,3.9,4.03,3.92,4.48,3.34,1570000000,,ASX,100281,0.14,0.31,1.58,395310000,2.23,2.58,28.41,2.01,12.65,14,0
CNW,0.02,0.02,,,,-0.001,-0.05,30/1/17,0.019,0.02,0.019,0.041,0.019,,,ASX,1402631,,,0,0,,,,0,,,0
COE,0.365,0.365,,,,0.01,0.0274,30/1/17,0.36,0.375,0.375,0.385,0.126,163190000,,ASX,7289916,-0.102,0.02,0.21,-2070000,7.841,1.738,,0,18.75,12.5,0
COH,127.36,126.2,2.62,2.52,9/7/16,-2.1,-0.0165,30/1/17,124.69,127,125.26,144.12,89.97,7160000000,,ASX,136613,3.3,3.87,7.84,277050000,6.44,16.24,37.96,2.27,32.37,28.53,0
COI,0.084,0.08,,,,0.001,0.0119,30/1/17,0.08,0.085,0.085,0.097,0.05,44730000,,ASX,90000,-0.007,0,0.055,-1660000,1227.951,1.527,,0,,,0
COM,0.013,0.013,,,4/5/01,0,0,30/1/17,0.013,0.013,0.013,0.022,0.01,9320000,,ASX,168000,-0.006,,0.008,-2090000,1.026,1.625,,0,,,0
COO,0.065,0.066,,,2/11/15,0.001,0.01538,30/1/17,0.066,0.066,0.066,0.135,0.056,16890000,,ASX,61737,0,,0.078,1660000,1.067,0.833,,0,,,0
CPH,0.22,0.23,,,,0.01,0.0222,30/1/17,0.23,0.23,0.23,0.39,0.19,7300000,,ASX,167517,0,,0,-21000,58.31,225,,0,,,0
CPU,12.9,12.85,3.05,0.28,8/16/2016,-0.07,-0.0054,30/1/17,12.72,12.87,12.83,12.87,8.64,7020000000,,ASX,762054,0.28,0.55,2,428780000,3.59,6.44,45.02,2.26,23.33,21.38,0
CQR,4.27,4.25,,,6/29/2016,-0.04,-0.0094,30/1/17,4.22,4.27,4.23,4.98,4.05,1710000000,,ASX,1065062,0.46,0.3,3.79,0,7.01,1.13,9.26,5.27,14.1,13.22,0
CR8,0.089,0.09,,,,0,0,30/1/17,0.087,0.091,0.089,0.105,0.019,,,ASX,8445354,0.013,,0,-338858,,,,0,,,0
CSL,112.88,111.9,1.89,1.57,9/13/2016,-1.48,-0.0131,30/1/17,111,112.69,111.4,121.25,91.62,50870000000,,ASX,1324873,2.68,2.94,5.62,1640000000,8.72,20.08,41.52,1.72,37.89,31.38,0
CSR,4.51,4.49,6.09,0.19,11/11/16,-0.04,-0.0089,30/1/17,4.41,4.5,4.47,4.72,2.41,2260000000,,ASX,1387029,0.35,0.37,2.44,316100000,0.95,1.85,12.66,1.64,12.08,13.15,0
CSS,0.034,0.035,,,,0.001,0.02941,30/1/17,0.035,0.035,0.035,0.054,0.029,38680000,,ASX,1558791,-0.008,0,0.039,-8020000,1.249,0.872,,0,,,0
CSV,0.82,0.83,,,8/19/2016,-0.05,-0.0545,30/1/17,0.78,0.83,0.78,1.75,0.68,248880000,,ASX,860066,0.05,0.08,0.86,48360000,1.07,0.96,14.44,0.7,9.75,8.67,0
CTD,17.38,17.4,2.03,0.26,3/4/16,0.14,0.0081,30/1/17,17.2,17.62,17.52,19.15,10.87,1720000000,,ASX,177307,0.43,0.59,2.62,69200000,6.44,6.64,40.93,81.56,29.69,24,0
CTL,0.019,0.02,,,,-0.001,-0.05263,30/1/17,0.017,0.02,0.018,0.042,0.017,12700000,,ASX,1984420,-0.003,,0.056,-1220000,69.242,0.339,,0,,,0
CTM,0.007,0.006,,,,-0.001,-0.14286,30/1/17,0.006,0.006,0.006,0.022,0.003,3960000,,ASX,24773276,-0.001,-0.03,0.006,-786617,,1.167,,0,,,0
CTN,1.11,1.11,,,,-0.02,-0.018,30/1/17,1.09,1.11,1.09,1.2,0.88,,,ASX,169800,0.11,,0,0,,,,0,,,0
CTO,0.013,0.013,,,,0,0,30/1/17,0.013,0.013,0.013,0.02,0.01,23220000,,ASX,1000000,-0.005,,0.052,-4800000,,0.25,,0,,,0
CTP,0.19,0.19,,,,-0.005,-0.02632,30/1/17,0.185,0.19,0.185,0.21,0.08,80140000,,ASX,359196,-0.052,-0.01,0.038,-1860000,3.449,5,,0,,,0
CTX,29.51,29.2,5.85,1.31,9/7/16,-0.5,-0.0169,30/1/17,28.91,29.5,29.01,38.12,28.43,7570000000,,ASX,775115,1.74,1.98,10.04,941140000,0.41,2.94,16.72,2.47,14.65,13.25,0
CUA,2.19,2.19,,,12/29/2016,0.01,0.0046,30/1/17,2.19,2.2,2.2,2.35,1.96,1.6122E+11,,ASX,15143,,,0,0,,,,0,,,0
CUE,0.084,0.085,,,,0.001,0.0119,30/1/17,0.085,0.085,0.085,0.105,0.045,59340000,,ASX,13200,-0.124,0.01,0.062,2740000,1.291,1.355,,0,,,0
CUP,0.84,0.84,,,1/18/2017,0,0,30/1/17,0.83,0.84,0.84,0.95,0.55,92760000,,ASX,31675,0.12,0.13,0.54,10370000,0.77,1.56,6.94,0,,,0
CUV,7.92,8,,,,0.29,0.0366,30/1/17,7.94,8.27,8.21,9.19,2.81,386530000,,ASX,32135,-0.07,-0.26,0.38,-3520000,54.67,20.95,,0,,,0
CUX,0.004,0.006,,,,0.002,0.5,30/1/17,0.006,0.006,0.006,0.009,0.004,2120000,,ASX,4774131,-0.006,,0.009,-596081,35.352,0.444,,0,,,0
CV1,0.085,0.087,,,,0.002,0.02353,30/1/17,0.087,0.087,0.087,0.447,0.068,17330000,,ASX,60000,-0.059,-0.03,0.024,-10800000,2.38,3.542,,0,,,0
CVC,1.86,1.86,,,9/2/16,-0.06,-0.0323,30/1/17,1.8,1.86,1.8,1.93,1.35,215160000,,ASX,8425,0.12,,1.68,35810000,1.5,1.11,15.65,0,,,0
CVN,0.097,0.097,,,,0.002,0.02062,30/1/17,0.096,0.099,0.099,0.15,0.07,100970000,,ASX,723140,-0.005,0,0.133,-6080000,,0.729,,0,,,0
CVO,1.935,1.935,,,8/25/2016,-0.01,-0.00517,30/1/17,1.92,1.935,1.925,2.052,1.11,611280000,,ASX,1941419,0.059,0.08,0.626,38100000,2.789,3.091,32.627,1.8,24.062,19.25,0
CVT,0.1,0.1,,,,0,-0.0476,30/1/17,0.1,0.1,0.1,0.46,0.07,52600000,,ASX,336360,-0.03,-0.03,0.02,-14100000,154.2,6.18,,0,,,0
CVV,0.065,0.065,,,,0,0,30/1/17,0.065,0.065,0.065,0.13,0.065,2990000,,ASX,45454,-0.019,,0.082,-802175,12.605,0.793,,0,,,0
CVW,1.39,1.38,,,9/15/2016,-0.035,-0.02518,30/1/17,1.355,1.38,1.355,1.44,0.844,809520000,,ASX,34776,0.043,0.06,0.689,59720000,2.852,2.017,31.512,4.63,22.583,19.357,0
CWN,11.49,11.44,0,0,9/22/2016,-0.1,-0.0087,30/1/17,11.32,11.5,11.39,14.06,10.31,8300000000,,ASX,2023593,1.3,0.55,6.95,874600000,2.31,1.65,8.74,2.82,20.71,19.31,0
CWP,5.48,5.5,,,3/30/2016,-0.07,-0.0128,30/1/17,5.38,5.5,5.41,5.6,3.91,426800000,,ASX,66020,0.55,0.56,3.89,67090000,2.49,1.41,9.78,1.1,9.66,8.73,0
CWY,1.155,1.14,,,9/20/2016,-0.01,-0.00866,30/1/17,1.14,1.152,1.145,1.26,0.68,1820000000,,ASX,2196818,0.028,0.04,1.119,254870000,1.259,1.032,40.893,0,,,0
CXM,0.065,0.066,,,,0.001,0.01538,30/1/17,0.066,0.066,0.066,0.097,0.06,20820000,,ASX,1000,-0.016,,0.109,-1770000,,0.596,,0,,,0
CXO,0.084,0.091,,,,0.002,0.02381,30/1/17,0.085,0.094,0.086,0.15,0.012,23390000,,ASX,18420584,-0.009,,0.03,-929637,1029.803,2.8,,0,,,0
CXU,0.08,0.08,,,,0,0.0667,30/1/17,0.08,0.08,0.08,0.11,0.04,23040000,,ASX,54236,-0.01,,0.05,-3120000,2928.83,1.67,,0,,,0
CXX,0.26,0.27,,,,-0.005,-0.01923,30/1/17,0.255,0.27,0.255,0.345,0.16,42010000,,ASX,50188,-0.067,0,0.143,-1130000,4475.342,1.818,,0,,,0
CXZ,0.1,0.1,,,,0.015,0.15,30/1/17,0.1,0.115,0.115,0.21,0.08,11720000,,ASX,71617,-0.077,,-0.034,-6610000,7.871,,,0,,,0
CYA,0.925,0.915,,,,-0.01,-0.01081,30/1/17,0.915,0.915,0.915,0.93,0.78,,,ASX,11135,0.068,,0,0,,,,0,,,0
CYB,4.85,4.81,,,,-0.08,-0.0165,30/1/17,4.75,4.85,4.77,5.86,3.5,593600000,,ASX,839724,-0.01,18.24,0.35,-686496,515.63,13.94,,0.32,0.26,0.22,0
CYC,0.84,0.84,,,9/2/16,0.04,0.0476,30/1/17,0.84,0.88,0.88,1.46,0.52,52440000,,ASX,10542,0.08,,0.21,2710000,3.59,4.06,10.48,0,,,0
CYL,0.5,0.5,,,,0,-0.0099,30/1/17,0.5,0.5,0.5,0.7,0.26,27360000,,ASX,3500,-0.02,,0.02,-1100000,1557.43,29.71,,0,,,0
CYP,0.61,0.62,,,,0,0,30/1/17,0.51,0.62,0.61,0.81,0.26,44370000,,ASX,264704,-0.07,-0.11,0.12,-4800000,40.35,5.17,,0,,,0
CYQ,0.046,0.046,,,,-0.005,-0.1087,30/1/17,0.041,0.046,0.041,0.051,0.032,,,ASX,1416541,,,0,-1440000,,,,0,,,0
CYY,0.022,0.022,,,,0,0,30/1/17,0.022,0.023,0.022,0.062,0.013,8880000,,ASX,224928,-0.004,,0.013,-902549,,1.692,,0,,,0
CZI,0.062,0.062,,,,0.004,0.06452,30/1/17,0.061,0.067,0.066,0.07,0.016,14580000,,ASX,914468,-0.012,-1.9,0.048,-2330000,1412.223,1.292,,0,,,0
CZL,0.028,0.028,,,,0.001,0.03571,30/1/17,0.028,0.03,0.029,0.062,0.026,12460000,,ASX,2061340,-0.007,,0.028,-1170000,,1,,0,,,0
CZN,0.017,0.017,,,,0,0,30/1/17,0.017,0.017,0.017,0.03,0.003,11020000,,ASX,1913574,-0.002,,0.003,-732814,,5.667,,0,,,0
CZZ,15.88,16,0,0,6/29/2016,0,0,30/1/17,15.88,16.2,15.88,23.19,15.5,150180000,,ASX,12354,1.1,1.2,5.9,16200000,1.12,2.69,14.41,0.81,13.23,11.26,0
D13,0.12,0.12,,,,-0.01,-0.04,30/1/17,0.12,0.12,0.12,0.17,0.06,56180000,,ASX,86875,-0.03,,0,-3990000,148.33,25,,0,,,0
D2O,1.04,1.03,,,,-0.02,-0.0192,30/1/17,1.02,1.03,1.02,1.1,0.96,,,ASX,40200,,,0,0,,,,0,,,0
DAV,0.16,0.16,,,,-0.01,-0.0625,30/1/17,0.15,0.16,0.15,0.19,0.15,11100000000,,ASX,222113,0.23,,0,0,,,,0,,,0
DCC,0.035,0.037,,,8/24/2005,0.001,0.02857,30/1/17,0.036,0.037,0.036,0.22,0.034,6790000,,ASX,68992,-0.019,0.01,0.009,-2830000,0.172,3.889,,0,,,0
DCG,1.05,1.05,,,9/1/16,-0.01,-0.0095,30/1/17,1.03,1.05,1.04,1.31,0.65,176690000,,ASX,39547,-0.34,0.09,1.44,9400000,0.59,0.73,,-0.66,11.56,11.56,0
DCL,0.21,0.21,,,,0,0,30/1/17,0.21,0.21,0.21,0.7,0.2,21170000,,ASX,105800,-0.06,,0.05,-5980000,22.14,4.04,,0,,,0
DCN,2.4,2.41,,,,0.01,0.0042,30/1/17,2.36,2.46,2.41,4,0.85,321270000,,ASX,152674,-0.19,-0.05,0.1,-21780000,962.46,24.24,,0,,30.13,0
DDD,0.005,0.005,,,,0.001,0.2,30/1/17,0.005,0.006,0.006,0.007,0.002,1660000,,ASX,18009690,-0.004,,0.002,-287160,687.702,2.5,,0,,,0
DDR,2.41,2.41,,,12/6/16,0.05,0.0207,30/1/17,2.39,2.52,2.46,2.52,1.35,392750000,,ASX,177160,0.15,0.16,0.46,43320000,0.34,5.3,16.73,0,,,0
DDT,0.015,0.014,,,,-0.001,-0.06667,30/1/17,0.014,0.014,0.014,0.024,0.01,10650000,,ASX,846363,-0.004,,0.008,-2140000,1.721,1.875,,0,,,0
DFM,0.79,0.79,,,3/31/2016,0.02,0.0253,30/1/17,0.79,0.81,0.81,2.49,0.74,319130000,,ASX,20912,0.15,,0.56,59840000,2.28,1.41,5.55,0,,,0
DGR,0.1,0.105,,,,0.015,0.15,30/1/17,0.105,0.115,0.115,0.12,0.024,63350000,,ASX,523223,0.001,,0.079,-803699,16.043,1.266,115,0,,,0
DJW,3.85,3.79,,,,-0.13,-0.0338,30/1/17,3.67,3.79,3.72,4.24,3.5,813150000,,ASX,247680,0.15,,3.29,0,19.76,1.17,25.48,0,,,0
DKM,0.14,0.14,,,,0,0,30/1/17,0.14,0.14,0.14,0.3,0.07,11550000,,ASX,71040,-0.02,,0.06,-1750000,,2.37,,0,,,0
DKO,0.059,0.059,,,,0,0,30/1/17,0.056,0.059,0.059,0.275,0.048,18900000,,ASX,2230472,-0.013,,0.061,-1980000,,0.967,,0,,,0
DLX,6.1,6.05,,,11/16/2016,-0.05,-0.0082,30/1/17,6.03,6.11,6.05,6.78,5.76,2320000000,,ASX,1314695,0.34,0.35,0.95,229790000,1.36,6.39,18.06,6.54,17.29,16.81,0
DM1,0.027,0.027,,,10/8/13,0,0,30/1/17,0.027,0.027,0.027,0.11,0.013,11010000,,ASX,154934,-0.033,,0.029,0,9.481,0.931,,0,,,0
DMP,61.01,61.18,1.53,0.73,8/22/2016,-0.39,-0.0064,30/1/17,60.48,61.36,60.62,80.69,48.54,5310000000,,ASX,287810,0.92,1.4,4.5,160390000,5.79,13.55,65.75,1.36,43.3,33.68,0
DN8,0.215,0.22,,,,0,0,30/1/17,0.215,0.22,0.215,0.22,0.215,73960000,,ASX,11608,0.01,0.03,-0.021,4600000,1.724,,21.5,0,,,0
DNA,0.37,0.38,,,10/4/16,-0.01,-0.027,30/1/17,0.36,0.38,0.36,0.77,0.35,299240000,,ASX,174768,0.09,0.08,0.57,87890000,2.14,0.64,3.79,0.1,4.5,4,0
DNK,0.8,0.81,,,,-0.01,-0.0125,30/1/17,0.76,0.82,0.79,0.82,0.2,158550000,,ASX,779100,-0.03,0,0.13,-1830000,,6.02,,0,,,0
DOW,6.46,6.39,,,8/17/2016,-0.11,-0.017,30/1/17,6.28,6.41,6.35,6.53,2.77,2670000000,,ASX,1247864,0.38,0.38,4.54,542400000,0.4,1.42,16.8,-5.39,16.71,16.28,0
DRA,0.275,0.25,,,,0,0,30/1/17,0.25,0.275,0.275,0.38,0.135,24430000,,ASX,95839,0.038,0.34,0.362,8070000,0.36,0.76,7.237,0,,,0
DRG,0.03,0.03,,,,0,0.0714,30/1/17,0.03,0.03,0.03,0.05,0.02,3200000,,ASX,293102,-0.01,,0.02,-652661,,1.56,,0,,,0
DRM,0.455,0.46,,,,-0.02,-0.04396,30/1/17,0.43,0.465,0.435,1.245,0.405,135190000,,ASX,4359948,0.055,0.01,0.582,62710000,1.079,0.782,7.909,0,43.5,7.25,0
DRO,0.43,0.43,,,,0.02,0.0465,30/1/17,0.43,0.45,0.45,0.52,0.17,60750000,,ASX,293648,,,0.04,0,12647.06,10.49,,0,,,0
DSX,0.052,0.053,,,,0.003,0.05769,30/1/17,0.052,0.055,0.055,0.071,0.04,12620000,,ASX,1564746,-0.02,,0.014,-3950000,10.381,3.714,,0,,,0
DTI,0.41,0.41,,,,0,0,30/1/17,0.41,0.41,0.41,0.52,0.21,37570000,,ASX,24445,0,0.03,0.16,3240000,2.32,2.56,,0,13.67,10.25,0
DTL,1.8,1.8,,,3/16/2016,0,-0.0028,30/1/17,1.76,1.81,1.8,1.82,0.95,277150000,,ASX,127978,0.09,0.1,0.26,19820000,0.28,6.97,20,1.59,18,16.36,0
DTS,0.27,0.27,,,,0.01,0.037,30/1/17,0.25,0.28,0.28,0.28,0.19,148680,,ASX,1252629,-1.57,,1.55,-720973,1.32,0.17,,0,,,0
DTZ,0.35,0.36,,,,-0.01,-0.0423,30/1/17,0.34,0.38,0.34,0.49,0.32,,,ASX,403013,,,0,0,,,,0,,,0
DUB,0.43,0.44,,,11/27/2008,0.01,0.0233,30/1/17,0.44,0.44,0.44,0.87,0.35,35170000,,ASX,19121,-0.13,,0.14,-8030000,75.09,3.16,,0,,,0
DUE,2.79,2.76,6.37,0.13,6/29/2016,-0.01,-0.0036,30/1/17,2.75,2.79,2.78,2.94,2.12,6760000000,,ASX,13536970,0.09,0.1,1.37,942420000,4.23,2.04,32.33,4.1,27.8,25.27,0
DUI,3.58,3.57,,,,-0.01,-0.0028,30/1/17,3.56,3.58,3.57,3.58,3.11,740830000,,ASX,21341,0.15,,3.14,0,20.41,1.14,24.29,0,,,0
DVL,0.49,0.47,,,,-0.02,-0.0408,30/1/17,0.47,0.48,0.47,0.6,0.25,70460000,,ASX,84288,-0.04,-0.02,0.06,-5720000,24.32,8.6,,0,,47,0
DVN,0.455,0.455,,,9/13/2012,-0.01,-0.02198,30/1/17,0.445,0.455,0.445,0.68,0.42,70630000,,ASX,41184,-0.413,0.07,1.16,-51950000,0.344,0.392,,0,,,0
DWS,1.42,1.43,,,9/1/16,0.01,0.007,30/1/17,1.41,1.44,1.43,1.45,0.98,188520000,,ASX,182101,0.13,0.13,0.5,25390000,1.28,2.87,11.26,-6.76,11,10.21,0
DXB,0.008,0.008,,,9/24/1999,0,0,30/1/17,0.008,0.008,0.008,0.017,0.004,11790000,,ASX,699999,-0.004,,0.002,-1280000,19.318,4,,0,,,0
DXS,9.06,8.98,4.64,0.31,6/29/2016,-0.12,-0.0132,30/1/17,8.89,9.06,8.94,9.89,7.09,8650000000,,ASX,2729315,1.3,0.57,7.85,1140000000,5.85,1.15,6.87,10.81,15.68,15.68,0
DYE,0.21,0.21,,,,0,0,30/1/17,0.21,0.21,0.21,0.28,0.18,77870000,,ASX,99752,-0.03,-0.02,0.02,-12170000,76.01,9.13,,0,,,0
DYL,0.024,0.025,,,,0,0,30/1/17,0.024,0.026,0.024,0.032,0.003,51460000,,ASX,7332710,-0.001,,0.026,-1680000,,0.923,,0,,,0
EAI,0.86,0.85,,,,0,0.0058,30/1/17,0.85,0.86,0.86,0.9,0.71,1.032E+11,,ASX,175911,,,0,0,,,,0,,,0
EAL,0.063,0.066,,,11/12/14,0.003,0.04762,30/1/17,0.065,0.066,0.066,0.13,0.06,9040000,,ASX,17400,-0.145,0.09,0.21,-8070000,0.053,0.3,,0,,,0
EAR,0.18,0.185,,,,0.015,0.08333,30/1/17,0.185,0.195,0.195,0.275,0.07,33700000,,ASX,306899,-0.005,,0.019,-1510000,2220.518,9.474,,0,,,0
EAX,1,0.97,,,8/24/2016,-0.03,-0.03,30/1/17,0.97,0.97,0.97,1.8,0.74,25180000,,ASX,6500,-0.02,0.24,0.46,5840000,0.76,2.16,,0,,,0
EBO,17.59,16.5,,,9/29/2016,-1.09,-0.062,30/1/17,16.5,16.5,16.5,19.1,10.75,2500000000,,ASX,300,0.61,,5.21,160840000,0.52,3.37,27.09,0,,,0
ECG,0.2,0.195,,,,0.005,0.025,30/1/17,0.195,0.205,0.205,0.38,0.16,109680000,,ASX,30384,-0.013,,0.057,-4870000,7.03,3.509,,0,,,0
ECX,3.7,3.65,,,5/16/2016,-0.02,-0.0054,30/1/17,3.61,3.71,3.68,4.35,2.42,949650000,,ASX,610936,0.19,0.26,2.55,277220000,1.89,1.45,19.89,1.38,14.15,12.69,0
EDE,0.29,0.31,,,,0.02,0.0508,30/1/17,0.31,0.33,0.31,0.34,0.06,360820000,,ASX,9930542,0,,0.01,-3390000,282.91,22.69,,0,,,0
EEG,0.009,0.009,,,,0,0,30/1/17,0.009,0.009,0.009,0.02,0.008,3100000,,ASX,500000,-0.023,,0.097,20250000,0.19,0.093,,0,,,0
EGG,0.91,0.92,,,3/15/2010,0.02,0.022,30/1/17,0.92,0.93,0.93,1.32,0.78,79610000,,ASX,6000,0.08,0.06,1.28,15270000,0.36,0.71,11.92,2.53,15.5,11.62,0
EGH,0.68,0.68,,,,0,0,30/1/17,0.68,0.69,0.68,0.8,0.46,153530000,,ASX,103093,0.05,0.05,0.29,7420000,8.04,2.36,13.08,0.63,13.6,9.71,0
EGI,0.98,0.98,,,9/5/16,-0.01,-0.0102,30/1/17,0.96,0.98,0.97,1.05,0.9,,,ASX,113900,-0.04,,0,0,,,,0,,,0
EGL,0.03,0.032,,,1/11/10,0.002,0.06667,30/1/17,0.032,0.032,0.032,0.065,0.009,6910000,,ASX,15555,0,,0.057,344168,0.252,0.526,,0,,,0
EGO,0.28,0.28,,,,0,0,30/1/17,0.28,0.28,0.28,0.5,0.26,28630000,,ASX,10041,-0.03,0.05,0.59,9920000,1.43,0.48,,0.34,5.6,4,0
EGS,0.37,0.36,,,,0.01,0.027,30/1/17,0.36,0.38,0.38,0.56,0.14,186050000,,ASX,45801,-0.08,0.01,0.01,-19530000,11762.28,46.25,,0,38,3.17,0
EHE,2.75,2.72,,,3/22/2016,0,0,30/1/17,2.72,2.77,2.75,6.79,2.08,517500000,,ASX,1219054,0.15,0.2,3.14,86400000,1.17,0.87,18.21,-1.78,13.75,13.75,0
EHL,0.087,0.088,0,0,2/27/2013,0,0,30/1/17,0.086,0.089,0.087,0.09,0.025,49510000,,ASX,613226,-0.404,-0.08,0.011,37780000,0.24,7.909,,0,,,0
ELD,4.32,4.31,,,9/26/2008,-0.04,-0.0093,30/1/17,4.25,4.35,4.28,4.64,3.2,487320000,,ASX,121508,0.49,0.39,1.62,43840000,0.3,2.67,8.79,0.59,10.97,10.44,0
ELK,0.077,0.076,,,,-0.003,-0.03896,30/1/17,0.074,0.078,0.074,0.101,0.056,49750000,,ASX,460315,-0.027,-0.01,0.034,-4870000,881.469,2.265,,0,,7.4,0
ELT,0.012,0.012,,,,-0.001,-0.08333,30/1/17,0.011,0.014,0.011,0.014,0.005,8440000,,ASX,7366957,-0.002,,0.006,-845726,864.927,2,,0,,,0
ELX,1.28,1.28,,,12/3/02,0.02,0.0156,30/1/17,1.25,1.3,1.3,1.62,0.65,148390000,,ASX,145353,0.03,0.04,0.42,6420000,2,3.03,46.43,0,32.5,21.67,0
EMB,11,11,,,9/15/2016,0,0,30/1/17,11,11,11,11,6.5,23730000,,ASX,1500,0.94,,6.55,2750000,0.55,1.68,11.73,0,,,0
EMC,0.85,0.85,,,9/25/2008,-0.04,-0.0414,30/1/17,0.79,0.85,0.81,1.18,0.19,160320000,,ASX,307042,-0.09,,0.04,-3640000,395.78,23.47,,0,,,0
EMF,1.8,1.79,,,,-0.01,-0.0056,30/1/17,1.79,1.79,1.79,1.87,1.69,1.6814E+11,,ASX,39625,,,0,0,,,,0,,,0
EMG,0.01,0.01,,,,0,-0.0909,30/1/17,0.01,0.01,0.01,0.02,0.01,2270000,,ASX,793870,-0.01,,0.01,-318210,42.38,1.37,,0,,,0
EMH,0.66,0.665,,,,-0.005,-0.00758,30/1/17,0.64,0.665,0.655,0.77,0.105,79530000,,ASX,125224,-0.018,,0.066,-1280000,571.431,10,,0,,,0
EML,1.73,1.73,,,,-0.03,-0.0173,30/1/17,1.7,1.73,1.7,2.2,0.93,412110000,,ASX,113338,0,0.05,0.49,1760000,17.99,3.52,,0,34,21.25,0
EMR,0.047,0.047,,,,0,0,30/1/17,0.047,0.049,0.047,0.06,0.023,61410000,,ASX,579434,0,,0.014,-804998,,3.357,,0,,,0
EMX,0.055,0.057,,,,0.001,0.01818,30/1/17,0.055,0.057,0.056,0.061,0.028,34110000,,ASX,1789205,0.001,,0.01,-9100000,461.03,5.5,56,0,,,0
ENC,0.26,0.255,,,,-0.005,-0.01923,30/1/17,0.255,0.255,0.255,0.37,0.19,66120000000,,ASX,50192,,,0,0,,,,0,,,0
ENN,2.14,2.15,,,6/29/2016,0,0,30/1/17,2.13,2.15,2.14,2.34,1.57,151180000,,ASX,18267,-0.01,0.17,0.68,11390000,2.15,3.15,,0,12.59,11.89,0
ENR,0.09,0.09,,,,0,0,30/1/17,0.09,0.09,0.09,0.17,0.05,14010000,,ASX,77430,-0.04,,0.13,-368541,54.25,0.7,,0,,,0
ENT,0.014,0.014,,,,0,0,30/1/17,0.014,0.014,0.014,0.026,0.012,4410000,,ASX,50000,-0.01,,0.026,-365671,,0.538,,0,,,0
EOS,1.86,1.89,,,,0.03,0.0161,30/1/17,1.89,1.93,1.89,2.44,1.02,107440000,,ASX,40670,0.08,,0.09,1900000,3.1,19.58,23.33,0,,,0
EPD,0.5,0.49,,,10/2/14,0,-0.0101,30/1/17,0.49,0.49,0.49,0.55,0.22,58820000,,ASX,8091,-0.01,0.05,0.44,4010000,0.37,1.13,,0,9.8,7,0
EPM,0.009,0.009,,,,-0.001,-0.11111,30/1/17,0.008,0.009,0.008,0.01,0.004,7830000,,ASX,18609562,-0.001,,0.003,-352118,289.615,3,,0,,,0
EPT,0.028,0.027,,,,-0.001,-0.03571,30/1/17,0.027,0.028,0.027,0.058,0.012,4580000,,ASX,350000,-0.038,,-0.005,-1400000,,,,0,,,0
EPW,1.235,1.24,,,9/9/16,-0.02,-0.01619,30/1/17,1.21,1.24,1.215,1.645,0.745,294590000,,ASX,636941,0.146,0.02,1.944,64680000,0.108,0.635,8.322,-13.51,60.75,20.25,0
EQE,0.014,0.014,,,,-0.001,-0.07143,30/1/17,0.013,0.014,0.013,0.02,0.006,5650000,,ASX,2488696,-0.008,,0.003,-679369,1731.084,4.667,,0,,,0
EQT,17.79,17.8,,,9/14/2016,0.02,0.0011,30/1/17,17.8,17.82,17.81,20.61,12.91,355560000,,ASX,1493,0.67,0.98,12.06,27260000,4.24,1.47,26.78,1.8,18.17,16.34,0
EQU,0.087,0.091,,,,0.004,0.04598,30/1/17,0.09,0.095,0.091,0.095,0.018,22750000,,ASX,4656318,-0.038,,0.007,0,7625.556,12.429,,0,,,0
