symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio
JKA,0.005,0.005,,,,0,0,30/1/17,0.005,0.005,0.005,0.01,0.002,2300000,,ASX,1515369,-0.016,0,0.002,-2150000,,2.5,,0,,,0
JKL,0.3,0.3,,,,0,0,30/1/17,0.3,0.3,0.3,0.3,0.19,34670000,,ASX,450267,-0.01,0.02,0.12,-2120000,7.13,2.5,,0,15,3,0
JPR,0.25,0.25,,,,0,0,30/1/17,0.25,0.25,0.25,0.25,0.15,38340000,,ASX,3334,-0.07,0,0.02,-3480000,,10.42,,0,,,0
JRV,0.053,0.055,,,,0,0,30/1/17,0.053,0.056,0.053,0.082,0.041,5390000,,ASX,75000,-0.011,,0.062,-689648,262.031,0.855,,0,,,0
JYC,1.59,1.58,,,10/27/2016,-0.01,-0.0063,30/1/17,1.58,1.58,1.58,1.6,0.95,43590000,,ASX,800,0.08,,0.9,5700000,0.78,1.76,19.27,0,,,0
K2F,0.16,0.16,,,,0.005,0.03125,30/1/17,0.16,0.165,0.165,0.165,0.16,16770000,,ASX,206827,-0.007,,0.001,-599848,211.959,160,,0,,,0
K2P,0.17,0.16,,,,-0.02,-0.0909,30/1/17,0.15,0.16,0.15,0.16,0.12,65000000,,ASX,69906,-0.01,,0.23,0,,0.72,,0,,,0
KAI,0.033,0.033,,,,0.001,0.0303,30/1/17,0.028,0.034,0.034,0.118,0.023,12660000,,ASX,1871913,-0.012,,0.028,-2140000,1050.294,1.179,,0,,,0
KAM,0.4,0.39,,,8/15/2016,0,0.0127,30/1/17,0.39,0.4,0.4,0.68,0.31,93430000,,ASX,116845,0.02,0.03,0.04,5700000,6.55,10.97,25,0.5,13.33,10,0
KAR,1.82,1.82,,,,0,0.0028,30/1/17,1.8,1.88,1.82,2.63,1.14,445790000,,ASX,380673,-0.43,-0.08,3.5,-18230000,227.87,0.52,,-0.19,,,0
KBC,0.14,0.14,,,3/30/2016,0,0.037,30/1/17,0.14,0.14,0.14,0.19,0.12,22230000,,ASX,45814,-0.01,,0.19,0,7.82,0.72,,0,,,0
KBU,0.019,0.018,,,,-0.001,-0.05263,30/1/17,0.018,0.018,0.018,0.178,0.018,2350000,,ASX,51140,-0.05,,0.008,-6830000,234.947,2.375,,0,,,0
KCN,0.28,0.28,0,0,3/8/13,0,0,30/1/17,0.28,0.28,0.28,0.54,0.13,62600000,,ASX,200866,-1.03,0.06,0.41,13430000,0.36,0.68,,0,,,0
KDL,0.02,0.02,,,2/13/2014,0,0,30/1/17,0.02,0.02,0.02,0.15,0,3220000,,ASX,23500,0.08,,0.1,-7780000,19.17,0.21,0.24,0,,,0
KDR,0.515,0.52,,,,-0.02,-0.03883,30/1/17,0.485,0.52,0.495,0.82,0.08,117450000,,ASX,1349328,-0.027,-0.01,0.061,-4560000,15.984,8.443,,0,,12.375,0
KEY,0.003,0.004,,,,0.001,0.33333,30/1/17,0.004,0.004,0.004,0.006,0.003,3590000,,ASX,1847600,-0.003,,0.003,-1040000,35.569,1,,0,,,0
KFE,0.017,0.017,,,,-0.001,-0.05882,30/1/17,0.016,0.017,0.016,0.04,0.012,7250000,,ASX,145101,-0.004,,-0.001,-1220000,1313.02,,,0,,,0
KGL,0.25,0.245,,,,-0.005,-0.02,30/1/17,0.245,0.245,0.245,0.29,0.086,42380000,,ASX,1,-0.014,-0.58,0.178,-2240000,254.845,1.404,,0,,,0
KGN,1.58,1.59,,,,0.01,0.0063,30/1/17,1.59,1.59,1.59,1.8,1.32,148400000,,ASX,12500,-0.01,0.06,0,3320000,0.7,,,0,26.5,17.67,0
KII,2.41,2.4,,,,-0.01,-0.0041,30/1/17,2.4,2.4,2.4,2.4,2.15,,,ASX,8000,,,0,,,,,0,,,
KIN,0.225,0.23,,,,0,0,30/1/17,0.22,0.23,0.225,0.322,0.074,20140000,,ASX,164132,-0.016,,0.078,-863453,26853.6,2.885,,0,,,0
KKL,0.006,0.005,,,,-0.001,-0.16667,30/1/17,0.005,0.005,0.005,0.014,0.004,5070000,,ASX,1000000,-0.001,,0.002,-542091,27.662,3,,0,,,0
KKT,0.525,0.525,,,10/12/16,0,0,30/1/17,0.525,0.525,0.525,0.7,0.3,38190000,,ASX,38629,0.034,,0.174,4370000,0.869,3.017,15.441,0,,,0
KLL,0.24,0.24,,,,-0.02,-0.0833,30/1/17,0.22,0.24,0.22,0.26,0.19,27860000,,ASX,115093,-0.03,,0.01,-3660000,,24,,0,,,0
KMD,1.77,1.81,,,11/11/16,0.04,0.0226,30/1/17,1.8,1.84,1.81,2.07,1.23,364690000,,ASX,34281,0.12,0.18,1.11,44170000,1.16,1.59,15.08,0.59,10.06,9.05,0
KME,0.34,0.34,,,3/4/16,0,0,30/1/17,0.34,0.34,0.34,0.42,0.25,15020000,,ASX,15000,0.03,,0.22,1980000,1.03,1.57,13.08,0,,,0
KNL,0.18,0.18,,,,0,0,30/1/17,0.17,0.18,0.18,0.34,0.15,41100000,,ASX,95573,-0.03,,0.06,-3190000,,2.9,,0,,,0
KNM,0.012,0.012,,,,0,0,30/1/17,0.012,0.012,0.012,0.021,0.008,3300000,,ASX,250176,-0.007,0,-0.001,-1420000,50.923,,,0,,1.2,0
KOV,2.65,2.67,,,8/25/2016,0,0,30/1/17,2.65,2.7,2.65,2.85,1.99,29070000,,ASX,5821,0,-0.07,2.78,1790000,0.59,0.95,,-2.86,,,0
KPC,0.065,0.065,,,,0,0,30/1/17,0.065,0.065,0.065,0.14,0.015,48440000,,ASX,1000,-0.045,,0.089,-16640000,69.309,0.73,,0,,,0
KPL,0.1,0.085,,,,-0.015,-0.15,30/1/17,0.085,0.085,0.085,0.15,0.053,26090000,,ASX,114000,-0.01,-0.01,0.112,-2670000,1797.563,0.893,,0,,,0
KPO,0.1,0.1,,,,0,0.0204,30/1/17,0.09,0.1,0.1,0.16,0.02,13330000,,ASX,357467,-0.13,,0.01,-1750000,24.93,7.54,,0,,,0
KRC,0.007,0.008,,,,0,0,30/1/17,0.007,0.008,0.007,0.027,0.006,3860000,,ASX,1966666,0,,0.021,0,4881.508,0.333,,0,,,0
KSL,1.04,1.05,,,9/2/16,0.01,0.0096,30/1/17,1.04,1.05,1.05,1.16,0.85,171980000,,ASX,37625,,0.25,0,0,,,,1.52,4.2,3.62,0
KSN,0.038,0.039,,,,-0.001,-0.02632,30/1/17,0.036,0.039,0.037,0.044,0.004,24430000,,ASX,6642002,-0.027,,0.004,-295763,,9.5,,0,,,0
KYK,0.205,0.205,,,,0,0,30/1/17,0.2,0.205,0.205,0.315,0.125,7100000,,ASX,69383,,,0.039,-181999,12.649,5.256,,0,,,0
LAA,0.17,0.17,,,,-0.02,-0.0857,30/1/17,0.16,0.17,0.16,0.32,0.13,49640000,,ASX,273741,-0.06,-2.02,0.12,-14440000,6.89,1.42,,0,,,0
LAU,0.39,0.38,,,3/17/2016,-0.01,-0.0256,30/1/17,0.38,0.38,0.38,0.54,0.36,110170000,,ASX,904478,0.03,0.04,0.29,36010000,0.35,1.34,13.57,0,,,0
LBL,0.14,0.15,,,9/8/16,0.01,0.0714,30/1/17,0.15,0.15,0.15,0.17,0,13410000,,ASX,11522,0,,0.07,511919,1.19,2.06,150,0,,,0
LBT,0.35,0.35,,,,0.025,0.07143,30/1/17,0.35,0.375,0.375,1.085,0.105,43120000,,ASX,534053,0.031,,0.167,4450000,5.209,2.096,12.097,0,,,0
LCA,0.6,0.6,,,,0,0,30/1/17,0.6,0.6,0.6,0.6,0.6,19260000,,ASX,61722,-0.07,,0.17,-3200000,34.09,3.47,,0,,,0
LCD,0.028,0.033,,,,0.007,0.25,30/1/17,0.033,0.035,0.035,0.062,0.028,2670000,,ASX,42430,-0.018,,-0.009,-322975,,,,0,,,0
LCK,0.14,0.15,,,,0.01,0.0345,30/1/17,0.15,0.15,0.15,0.4,0.09,39880000,,ASX,72510,-0.02,,0.04,-5330000,983.21,3.54,,0,,,0
LCM,0.41,0.39,,,9/9/15,-0.02,-0.0488,30/1/17,0.39,0.39,0.39,0.59,0.36,26840000,,ASX,16748,-0.56,0.05,0.63,-11810000,0.26,0.65,,22.57,7.8,6.5,0
LCT,0.105,0.1,,,,0,0,30/1/17,0.1,0.105,0.105,0.11,0.045,52130000,,ASX,498977,-0.007,,0.011,-3340000,73.174,9.545,,0,,,0
LCY,0.006,0.006,,,,0,0,30/1/17,0.006,0.006,0.006,0.016,0.002,8810000,,ASX,150000,-0.001,,0.01,-985302,48.032,0.6,,0,,,0
LEG,0.012,0.012,,,,0,0,30/1/17,0.012,0.012,0.012,0.018,0.007,24410000,,ASX,500000,-0.001,,0.008,-1830000,206.348,1.5,,0,,,0
LEP,4.34,4.34,,,6/29/2016,-0.06,-0.0138,30/1/17,4.28,4.34,4.28,4.8,3.74,837890000,,ASX,3274,0.47,0.15,2.53,49440000,15.13,1.71,9.2,11.33,28.53,28.53,0
LER,0.15,0.15,,,,-0.005,-0.03333,30/1/17,0.145,0.15,0.145,0.19,0.1,20700000,,ASX,284958,-0.021,-0.01,0.012,-3160000,144.794,12.5,,0,,,0
LGO,0.002,0.002,,,,0,0,30/1/17,0.002,0.002,0.002,0.012,0.002,2430000,,ASX,250000,-0.001,,0.001,-561872,250.378,2,,0,,,0
LGR,0.06,0.06,,,,0,-0.0769,30/1/17,0.06,0.06,0.06,0.14,0.06,4270000,,ASX,37472,-0.04,,0.03,-1640000,,2.6,,0,,,0
LHC,2.38,2.42,,,9/1/16,0,0,30/1/17,2.38,2.42,2.38,3.02,1.25,101240000,,ASX,43461,0.17,0.21,1.02,19180000,0.88,2.33,14,0,11.33,10.35,0
LIC,3.65,3.7,,,9/8/16,0.09,0.0247,30/1/17,3.67,3.75,3.74,4,2.36,389750000,,ASX,40976,0.19,0.21,1.26,10600000,5.44,2.9,20.22,2.31,17.81,15.58,0
LIN,0.015,0.014,,,,-0.001,-0.06667,30/1/17,0.014,0.014,0.014,0.03,0.002,2000000,,ASX,162827,-0.005,,0.001,-284880,,15,,0,,,0
LIO,0.06,0.06,,,,0,-0.0476,30/1/17,0.06,0.06,0.06,0.1,0.03,5770000,,ASX,67200,-0.01,,0.12,-742393,4.95,0.54,,0,,,0
LIT,0.19,0.19,,,,0,-0.0256,30/1/17,0.19,0.2,0.19,0.38,0.12,44000000,,ASX,827770,-0.01,,0.04,-3300000,1577.42,4.53,,0,,,0
LKE,0.06,0.06,,,,0,-0.0164,30/1/17,0.06,0.06,0.06,0.09,0,5750000,,ASX,500000,0,,0,0,,61,,0,,,0
LKO,0.001,0.002,,,11/27/2014,0,0,30/1/17,0.001,0.002,0.001,0.003,0.001,11870000,,ASX,9875000,-0.004,,0.001,-2050000,170.937,1,,0,,,0
LLC,13.9,13.81,4.5,0.45,8/24/2016,0,0,30/1/17,13.75,14.01,13.9,14.86,11.48,7690000000,,ASX,1452076,1.2,1.29,10.15,680500000,0.51,1.37,11.57,1,10.78,10.07,0
LLO,0.77,0.77,,,,0,-0.0065,30/1/17,0.77,0.77,0.77,1.08,0.3,78330000,,ASX,1053,-0.03,,0.57,-1270000,,1.35,,0,,,0
LMG,0.025,0.025,,,,0,0,30/1/17,0.025,0.025,0.025,0.038,0.007,30900000,,ASX,371240,-0.001,,0.005,-1040000,,5,,0,,,0
LML,0.045,0.045,,,,0,0,30/1/17,0.045,0.045,0.045,0.082,0.032,16580000,,ASX,11223,-0.002,,0.017,-1020000,,2.647,,0,,,0
LNG,0.9,0.91,,,,-0.03,-0.0333,30/1/17,0.87,0.94,0.87,1.29,0.46,444540000,,ASX,4571677,-0.23,0,0.16,-122190000,808.2,5.59,,0,,,0
LNK,7.86,7.8,,,,-0.09,-0.0115,30/1/17,7.72,7.84,7.77,9,6.95,2800000000,,ASX,841820,0.13,0.33,1.62,132650000,3.64,4.86,61.67,1.39,23.55,19.42,0
LNY,0.002,0.003,,,,0.001,0.5,30/1/17,0.003,0.003,0.003,0.006,0.002,9070000,,ASX,4659784,0,,0.003,-673892,6046156,0.667,,0,,,0
LOV,3.8,3.8,,,3/11/16,0.05,0.0132,30/1/17,3.79,3.88,3.85,4.1,1.85,404250000,,ASX,45404,0.16,0.23,0.11,30420000,2.6,35.85,24.52,0.67,16.74,15.4,0
LPD,0.014,0.014,,,,-0.001,-0.07143,30/1/17,0.013,0.014,0.013,0.014,0.013,,,ASX,6726988,-0.005,,0,0,,,,0,,,0
LPE,0.022,0.021,,,,-0.001,-0.04545,30/1/17,0.021,0.021,0.021,0.05,0.018,28500000,,ASX,1070974,-0.01,,0.003,-8650000,16.952,7.333,,0,,,0
LPI,0.295,0.3,,,,-0.01,-0.0339,30/1/17,0.285,0.3,0.285,0.505,0.2,31840000,,ASX,237624,-0.035,,0.067,0,,4.403,,0,,,0
LRS,0.015,0.015,,,,-0.001,-0.06667,30/1/17,0.014,0.015,0.014,0.024,0.003,17010000,,ASX,14912295,-0.015,,0.002,-9830000,47.011,7.5,,0,,,0
LSH,0.35,0.34,,,,-0.01,-0.0423,30/1/17,0.31,0.34,0.34,0.44,0.31,25250000,,ASX,354653,,,0,0,,88.75,,0,,,0
LSX,0.45,0.45,,,,0,0,30/1/17,0.45,0.45,0.45,0.45,0.2,,,ASX,13223,0.1,,0,0,,,,0,,,0
LTR,0.025,0.025,,,,0.001,0.04,30/1/17,0.025,0.028,0.026,0.046,0.012,18190000,,ASX,10254689,-0.009,,0.004,-790746,,6.25,,0,,,0
LVH,0.4,0.405,,,,-0.005,-0.0125,30/1/17,0.395,0.44,0.395,0.45,0.1,79000000,,ASX,498772,-0.033,-0.03,0.055,-3270000,258.014,7.273,,0,,,0
LVT,0.2,0.19,,,,-0.02,-0.1,30/1/17,0.18,0.19,0.18,0.3,0.1,61590000,,ASX,212047,-0.04,-0.01,0.03,0,105.52,7.41,,0,,,0
LWP,0.001,0.002,,,,0,0,30/1/17,0.001,0.002,0.001,0.008,0.001,4560000,,ASX,2007516,-0.002,,0.001,-6800000,,1,,0,,,0
LYC,0.087,0.088,,,,-0.001,-0.01149,30/1/17,0.083,0.088,0.086,0.097,0.048,300010000,,ASX,14991184,-0.027,-0.03,0.02,-43700000,1.589,4.35,,0,,,0
M7T,0.33,0.34,,,,0,0,30/1/17,0.33,0.34,0.33,0.8,0.31,31020000,,ASX,18314,-0.28,,0.25,-4900000,16.68,1.32,,0,,,0
MAH,0.15,0.15,0,0,9/6/12,0,0,30/1/17,0.15,0.16,0.15,0.16,0.09,179370000,,ASX,16656163,0,0.01,0.17,25470000,0.52,0.87,150,-1.01,15,,0
MAI,0.6,0.595,,,,-0.005,-0.00833,30/1/17,0.595,0.595,0.595,0.77,0.55,50180000,,ASX,4060,0.013,0.03,0.129,1750000,2.824,4.651,45.769,0,19.833,19.833,0
MAR,0.002,0.003,,,,0.001,0.5,30/1/17,0.003,0.003,0.003,0.006,0.002,3400000,,ASX,1000000,-0.001,,0.008,-1060000,978.337,0.25,,0,,,0
MAT,0.17,0.18,,,,0.01,0.0286,30/1/17,0.17,0.18,0.18,0.32,0.12,25950000,,ASX,204138,-0.01,,0.09,-968052,,1.86,,0,,,0
MAU,0.05,0.051,,,,0.001,0.02,30/1/17,0.051,0.051,0.051,0.14,0.035,7220000,,ASX,2222,-0.013,,0.005,-1260000,25734.182,10,,0,,,0
MAY,0.022,0.022,,,,0.001,0.04545,30/1/17,0.021,0.023,0.023,0.023,0.021,,,ASX,918268,-0.013,,0,0,,,,0,,,0
MBE,0.16,0.16,,,,0,-0.0323,30/1/17,0.15,0.16,0.15,0.4,0.11,65440000,,ASX,384744,0.01,0.02,0.09,7710000,1.12,1.68,13.64,0,,,0
MBK,0.03,0.03,,,,0,0,30/1/17,0.03,0.03,0.03,0.04,0,15290000,,ASX,657501,0,,0.01,-484156,5115.82,5,,0,,,0
MCE,0.45,0.46,,,9/14/2015,0.01,0.0222,30/1/17,0.46,0.46,0.46,0.59,0.32,43130000,,ASX,65963,-0.02,0,1.42,6900000,0.44,0.32,,0,,15.33,0
MCP,1.03,1.04,,,10/20/2016,0,0.0048,30/1/17,1.03,1.04,1.04,1.25,0.66,107450000,,ASX,26872,0.11,0.14,1.01,20780000,0.34,1.02,9.37,-25.48,7.43,6.5,0
MCR,0.26,0.26,0,0,2/19/2015,-0.01,-0.0566,30/1/17,0.25,0.26,0.25,0.48,0.12,47210000,,ASX,169544,-0.22,-0.04,0.13,-11990000,2.7,2.07,,0,,,0
MCT,0.065,0.065,,,,-0.004,-0.06154,30/1/17,0.061,0.065,0.061,0.102,0.044,27450000,,ASX,1402290,-0.008,,0.007,-2580000,3728.854,9.286,,0,,,0
MCX,0.07,0.07,,,9/10/12,0,0,30/1/17,0.07,0.07,0.07,0.08,0.04,961660,,ASX,453,-0.02,,-0.21,0,2.31,,,0,,,0
MCY,2.97,2.96,,,9/13/2016,-0.01,-0.0034,30/1/17,2.96,2.96,2.96,3.24,2.3,4070000000,,ASX,6751,0.08,,1.75,348160000,3.6,1.7,35.24,0,,,0
MDC,0.79,0.8,,,,0.005,0.00633,30/1/17,0.79,0.8,0.795,0.9,0.18,127860000,,ASX,16132,-0.022,0,0.016,-3580000,48.494,49.375,,0,,79.5,0
MDG,0.07,0.07,,,,-0.023,-0.32857,30/1/17,0.047,0.07,0.047,0.145,0.047,4710000,,ASX,132000,-0.022,,0.009,-58476,0.333,7.778,,0,,,0
MDL,0.52,0.52,,,,0.01,0.0192,30/1/17,0.51,0.53,0.53,0.62,0.19,54950000,,ASX,95252,-0.41,-0.06,2.47,-50010000,,0.21,,0.32,,13.25,0
MDR,0.037,0.036,,,,-0.002,-0.05405,30/1/17,0.035,0.036,0.035,0.052,0.026,24040000,,ASX,498991,-0.005,,0.004,-2880000,17.828,9.25,,0,,,0
MEA,0.75,0.75,,,9/13/2016,-0.005,-0.00667,30/1/17,0.745,0.75,0.745,1.76,0.71,99940000,,ASX,216625,0.082,0.09,0.718,18150000,0.832,1.045,9.085,0,8.278,6.773,0
MEB,0.38,0.38,,,,0,0,30/1/17,0.38,0.38,0.38,0.52,0.19,40400000,,ASX,3947,-0.06,,0.08,-4300000,2183.66,4.69,,0,,,0
MED,0.021,0.021,,,,-0.002,-0.09524,30/1/17,0.019,0.021,0.019,0.035,0.012,8570000,,ASX,7693832,-0.01,,0.015,-1880000,11.97,1.4,,0,,,0
MEI,0.011,0.011,,,,0.001,0.09091,30/1/17,0.011,0.012,0.012,0.037,0.009,2440000,,ASX,500000,-0.005,,0.001,-945272,137.894,11,,0,,,0
MEL,0.043,0.045,,,,0.002,0.04651,30/1/17,0.045,0.045,0.045,0.07,0.04,18050000,,ASX,51150,0.053,0,0.072,-1960000,24.326,0.597,0.849,0,,,0
MEM,0.003,0.003,,,,0,0,30/1/17,0.003,0.003,0.003,0.014,0.003,1710000,,ASX,174124,-0.007,,0.003,-1340000,26.7,1,,0,,,0
MEP,0.076,0.076,,,,0,0,30/1/17,0.076,0.076,0.076,0.135,0.05,16140000,,ASX,233367,-0.056,0,0.067,-849987,47.135,1.134,,0,,,0
MEZ,2.63,2.66,,,9/29/2016,0.06,0.0228,30/1/17,2.66,2.69,2.69,3,2.05,6890000000,,ASX,9048,0.05,,1.43,446810000,3.91,1.84,51.73,0,,,0
MFD,1.09,1.08,,,,-0.01,-0.0092,30/1/17,1.07,1.08,1.08,1.08,1.07,32400000,,ASX,115500,0.03,,0.71,1310000,1.44,1.54,40,0,,,0
MFF,1.85,1.85,,,,-0.02,-0.0108,30/1/17,1.83,1.85,1.83,1.96,1.59,,,ASX,243037,-0.02,,0,0,,,,0,,,0
MFG,23.71,23.71,,,8/17/2016,-0.27,-0.0114,30/1/17,23.3,23.76,23.44,26.05,19.72,3790000000,,ASX,497860,1.15,1.12,2.2,261640000,11.48,10.75,20.29,1.59,20.93,17.49,0
MGC,0.99,0.99,,,9/5/16,-0.03,-0.0254,30/1/17,0.96,0.99,0.96,2.52,0.82,196630000,,ASX,257222,0.2,0.06,5.74,117100000,0.07,0.17,4.85,1.3,16,10.67,0
MGE,2.64,2.64,,,,0,0,30/1/17,2.62,2.65,2.64,2.72,2.39,,,ASX,801912,,,0,,,,,0,,,
MGP,0.34,0.34,,,11/11/16,0,-0.0145,30/1/17,0.34,0.34,0.34,0.45,0.25,46020000,,ASX,34626,0,0.01,0.05,987590,8.49,6.39,68,0,34,34,0
MGR,2.04,2.03,,,6/29/2016,-0.03,-0.0147,30/1/17,2,2.04,2.01,2.34,1.78,7440000000,,ASX,5780368,0.28,0.14,1.94,708000000,3.1,1.05,7.2,3.29,14.36,13.4,0
MGT,0.055,0.055,,,,0,0,30/1/17,0.055,0.056,0.055,0.08,0.015,24110000,,ASX,271735,-0.005,,0.016,-1760000,,3.437,,0,,,0
MGU,0.03,0.03,,,,0,0,30/1/17,0.03,0.03,0.03,0.06,0.02,5840000,,ASX,32000,0,,0.01,-1190000,16036.73,3,,0,,,0
MGV,0.074,0.074,,,,-0.002,-0.02703,30/1/17,0.07,0.074,0.072,0.13,0.016,12960000,,ASX,867208,-0.05,,0.063,-504226,174.182,1.175,,0,,,0
MGX,0.38,0.385,,,9/26/2014,-0.005,-0.01316,30/1/17,0.375,0.385,0.375,0.4,0.17,409230000,,ASX,840793,0.079,0.02,0.359,8930000,1.763,1.058,4.747,-0.1,18.75,37.5,0
MHG,2.59,2.58,,,,-0.01,-0.0039,30/1/17,2.58,2.58,2.58,2.58,2.2,,,ASX,402157,,,0,,,,,0,,,
MHI,0.185,0.185,,,1/20/2016,0,0,30/1/17,0.185,0.185,0.185,0.21,0.16,17440000,,ASX,15000,0.039,,0.53,4860000,0.215,0.349,4.744,0,,,0
MHJ,1.35,1.32,,,9/7/16,-0.09,-0.0632,30/1/17,1.25,1.35,1.26,1.83,1.15,,,ASX,86271,0.05,0.09,0,0,,,,0.81,14,12.6,0
MIG,0.05,0.05,,,,0,-0.0385,30/1/17,0.05,0.05,0.05,0.88,0.05,14630000,,ASX,480000,-0.1,-0.04,0.01,-24490000,0.63,8.67,,0,,2.5,0
MIL,1.51,1.55,,,9/13/2016,0.06,0.0397,30/1/17,1.55,1.57,1.57,2.32,1,72110000,,ASX,60000,0.02,0.17,0.27,13030000,0.44,5.55,65.42,0,9.24,8.26,0
MIN,12.48,12.21,3.37,0.31,8/31/2016,-0.08,-0.0064,30/1/17,12.16,12.45,12.4,13.51,3.63,2320000000,,ASX,750140,-0.13,0.91,5.3,281450000,1.96,2.36,,-2.38,13.63,12.78,0
MIR,2.89,2.89,,,,-0.06,-0.0208,30/1/17,2.83,2.89,2.83,3.12,2.5,442240000,,ASX,100532,0.05,,2.13,0,44.02,1.35,56.6,0,,,0
MJP,0.22,0.24,,,,0.005,0.02273,30/1/17,0.225,0.245,0.225,0.68,0.225,89290000,,ASX,66842,0.019,,0.064,-7940000,2439.102,3.437,11.842,0,,,0
MLB,1.93,1.91,0,0,9/8/16,0,0,30/1/17,1.9,1.93,1.93,2.2,1.65,194400000,,ASX,39421,0.07,0.1,1.39,20750000,1.17,1.38,27.97,4.33,19.3,12.06,0
MLD,1.63,1.64,,,9/2/16,0.06,0.0336,30/1/17,1.62,1.71,1.69,1.95,0.69,393550000,,ASX,191866,0.1,0.13,1.1,93950000,0.88,1.49,16.25,-0.67,13,8.89,0
MLM,0.066,0.066,,,,-0.003,-0.04545,30/1/17,0.063,0.066,0.063,0.071,0.025,14320000,,ASX,751703,-0.032,-0.61,0.022,-2270000,46.366,3,,0,,,0
MLS,0.011,0.011,,,,0.002,0.18182,30/1/17,0.011,0.013,0.013,0.016,0.001,10660000,,ASX,25068869,0,,0.007,-141900,,1.571,,0,,,0
MLT,4.46,4.48,,,,0,0,30/1/17,4.45,4.49,4.46,4.57,4.13,2900000000,,ASX,137597,0.19,0.08,3.97,123940000,22.77,1.12,24.11,0,,,0
MLX,0.81,0.82,0,0,8/31/2015,0.01,0.0186,30/1/17,0.81,0.83,0.82,1.93,0.52,393340000,,ASX,1951593,-0.05,0.06,0.82,60390000,1.1,0.98,,0,13.67,6.83,0
MMI,0.155,0.155,,,,0.01,0.06452,30/1/17,0.155,0.165,0.165,0.165,0.045,69390000,,ASX,855282,-0.018,-0.01,0.039,-3280000,465.632,3.974,,0,,,0
MMJ,0.2,0.2,,,,0.015,0.075,30/1/17,0.2,0.24,0.215,0.36,0.175,25930000,,ASX,7648562,-0.107,0.03,0.113,-6360000,94.574,1.77,,0,,,0
MML,0.41,0.41,0,0,9/10/12,0,-0.0123,30/1/17,0.39,0.41,0.4,0.92,0.37,83120000,,ASX,962292,0.21,0.2,1.13,69370000,0.66,0.36,1.93,-0.32,2,1.6,0
MMR,0.024,0.024,,,,0,0,30/1/17,0.024,0.024,0.024,0.057,0.012,4800000,,ASX,150000,-0.006,,0.081,-1330000,200.167,0.296,,0,,,0
MMS,10.98,10.94,,,3/31/2016,-0.19,-0.0173,30/1/17,10.76,11.04,10.79,15.54,9.6,897660000,,ASX,140550,0.99,1.03,4.45,222070000,1.81,2.47,10.9,2.23,10.48,9.9,0
MNC,0.077,0.077,,,,0,0,30/1/17,0.077,0.077,0.077,0.3,0.002,5970000,,ASX,12977,-0.81,-0.19,2.186,-4890000,1343.923,0.035,,0,,,0
MND,10.82,10.8,,,3/8/16,-0.17,-0.0157,30/1/17,10.61,10.8,10.65,11.92,5.62,997940000,,ASX,135896,0.72,0.59,3.94,113020000,0.74,2.75,14.83,-1.48,18.05,19.36,0
MNE,0.02,0.02,,,,0,0.0526,30/1/17,0.02,0.02,0.02,0.4,0.01,2710000,,ASX,560700,-0.01,,0.02,-1020000,,1.06,,0,,,0
MNF,4.57,4.56,,,9/2/16,-0.02,-0.0044,30/1/17,4.55,4.61,4.55,5.03,3.2,307140000,,ASX,14124,0.13,0.19,0.58,16370000,1.91,7.91,33.96,0,23.95,19.78,0
MNS,0.8,0.81,,,,-0.04,-0.05,30/1/17,0.75,0.81,0.76,1.12,0.28,325730000,,ASX,2437705,-0.03,-0.02,0.02,-13450000,39225.72,50,,0,,,0
MNW,0.08,0.082,,,,0.003,0.0375,30/1/17,0.081,0.085,0.083,0.13,0.054,47170000,,ASX,1032440,-0.013,-0.01,-0.002,-5280000,9.093,,,0,,,0
MNY,1.665,1.66,,,3/17/2016,0.02,0.01201,30/1/17,1.66,1.69,1.685,1.95,0.865,256930000,,ASX,111422,0.121,0.16,1.026,37780000,2.627,1.623,13.926,0,10.531,8.868,0
MOC,2.45,2.48,,,8/31/2016,-0.04,-0.0163,30/1/17,2.41,2.48,2.41,2.49,1.63,297810000,,ASX,114398,0.16,0.17,0.83,27930000,1.56,2.96,15.35,6.5,14.18,13.39,0
MOD,0.04,0.04,,,,-0.001,-0.025,30/1/17,0.039,0.04,0.039,0.062,0.003,50040000,,ASX,1296306,-0.002,,0.008,-1100000,,5,,0,,,0
MOT,0.035,0.035,,,,0,0,30/1/17,0.035,0.035,0.035,0.1,0.028,2290000,,ASX,100000,-0.032,,0.004,-1310000,381.255,8.75,,0,,,0
MOX,0.01,0.01,,,,0,0.1111,30/1/17,0.01,0.01,0.01,0.03,0.01,3040000,,ASX,1025000,0,,0,-430694,55.62,4.5,,0,,,0
MOY,0.275,0.28,,,,0.01,0.03636,30/1/17,0.28,0.295,0.285,0.415,0.046,215660000,,ASX,1018627,0.054,0.04,0.083,49740000,1.37,3.313,5.278,0,7.125,5.7,0
