"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","FIRMMCRT","FXRUSD","GRCPAIAD","GRCPRCAD","GRCPNRAD","GRCPBMAD","GRCPBCAD","GRCPAISAD","GRCPBCSAD","H01_GGDPCVGDP","H01_GGDPCVGDPFY","640106_A3597525W","H05_GLFSEPTPOP","allordpreviousclose","allordchange","allorddayslow","allorddayshigh","asxpreviousclose","asxchange","asxdayslow","asxdayshigh"
"ADN",0.011,,,,0,0,"2017-02-06",0.011,0.011,0.011,0.027,0.007,3870000,,"ASX",150000,-0.012,,0.027,"-870486.00",250.291,0.407,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ADO",0.038,,,,0.001,0.02632,"2017-02-06",0.038,0.04,0.039,0.074,0.036,44220000,,"ASX",662203,-0.005,,0.01,-3380000,4.821,3.8,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ADR",0.21,,,,-0.005,-0.023809999999999998,"2017-02-06",0.205,0.22,0.205,0.595,0.11,34650000,,"ASX",115383,-0.053,-0.06,0.182,-6330000,16.894,1.154,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ADV",0.028,,,,0,0,"2017-02-06",0.026,0.029,0.028,0.053,0.016,,,"ASX",10791091,-0.001,,0,"0.00",,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ADX",0.017,,,,-0.001,-0.05882,"2017-02-06",0.016,0.016,0.016,0.019,0.003,12420000,,"ASX",700000,-0.002,0,0.001,-1900000,2376.812,17,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AEE",0.036,,,,0.001,0.02778,"2017-02-06",0.037,0.038,0.037,0.043,0.013,26320000,,"ASX",1211668,-0.004,-1,0.03,-1520000,5218.562,1.2,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AEF",87,,,"9/8/2016",1.8,0.0207,"2017-02-06",87,88.8,88.8,92.5,60,99010000,,"ASX",775,2.72,,11.71,5430000,4.21,7.43,32.67,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AEG",1.03,,,,0.02,0.0194,"2017-02-06",1.03,1.05,1.05,1.35,0.99,,,"ASX",26932,-0.02,,0,"0.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AER",0.075,,,,0,0,"2017-02-06",0.075,0.075,0.075,0.15,0.012,4120000,,"ASX",8000,-0.027,,0.05,"-941379.00",2.846,1.5,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AEV",0.11,,,,0.03,0.2727,"2017-02-06",0.11,0.14,0.14,0.26,0.1,73760000,,"ASX",468999,-0.02,,0.12,-5400000,85.17,0.89,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AFG",1.39,,,"9/2/2016",0,-0.0014000000000000002,"2017-02-06",1.39,1.42,1.39,1.55,0.9,,,"ASX",276424,0.11,0.11,0,"0.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AFI",5.98,,,,-0.02,-0.0033,"2017-02-06",5.95,5.99,5.96,5.99,5.32,6780000000,,"ASX",278397,0.21,,5.01,"0.00",24.96,1.19,28.38,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AFR",0.038,,,,0,0,"2017-02-06",0.038,0.038,0.038,0.058,0.031,23050000,,"ASX",220000,-0.003,-1.15,0.031,-1420000,188.68,1.226,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AFY",2.65,,,,0.09,0.034,"2017-02-06",2.65,2.74,2.74,3.14,1.05,,,"ASX",107533,,-0.01,0,"0.00",,,,0,,54.8,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGD",0.17,,,,0,-0.0286,"2017-02-06",0.17,0.18,0.17,0.23,0.12,88230000,,"ASX",191825,0.04,,0.18,5250000,1.63,0.99,4.36,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGE",0.018,,,,0,0,"2017-02-06",0.018,0.018,0.018,0.024,0.008,6480000,,"ASX",169000,-0.028,,0.037,"-955067.00",,0.486,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGG",3.35,,,"5/27/2013",0.11,0.032799999999999996,"2017-02-06",3.43,3.46,3.46,5.93,2.63,1410000000,,"ASX",225,0.27,0.89,6.45,1210000000,0.35,0.52,12.91,0.02,4.02,3.3,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGI",1.775,8.5,0.11,"2/26/2016",0.01,0.00563,"2017-02-06",1.75,1.805,1.785,2.64,1.6,584970000,,"ASX",313838,0.169,0.14,0.964,88920000,2.038,1.841,10.562,0.64,12.75,10.5,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGJ",0.052,,,"6/26/2014",-0.003,-0.05769,"2017-02-06",0.049,0.049,0.049,0.08,0.03,4780000,,"ASX",10000,0.015,,0.115,"0.00",58.96,0.452,3.267,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGL",23.46,4.49,0.73,"8/24/2016",-0.39,-0.0166,"2017-02-06",22.96,23.61,23.07,23.61,16.51,15570000000,,"ASX",1307042,-0.61,1.16,11.73,1650000000,1.42,2,,1.73,19.89,17.35,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGO",0.041,0,0,"9/10/2014",0,0,"2017-02-06",0.041,0.043,0.041,0.05,0.008,368830000,,"ASX",59152655,-0.045,0,0.03,60360000,0.469,1.367,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGR",0.085,,,,-0.004,-0.047060000000000005,"2017-02-06",0.081,0.082,0.081,0.145,0.075,29710000,,"ASX",130000,-0.016,,0.066,-2300000,529.756,1.288,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGS",0.094,,,,0,0,"2017-02-06",0.094,0.094,0.094,0.196,0.022,9800000,,"ASX",40143,0.464,,0.238,-1030000,14.084,0.395,0.203,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AGY",0.03,,,,0.001,0.03333,"2017-02-06",0.031,0.033,0.031,0.046,0.004,15950000,,"ASX",3113730,0,,0.002,"0.00",3913.175,15,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AHF",0.16,,,,0,0,"2017-02-06",0.16,0.17,0.16,0.34,0.16,29280000,,"ASX",385180,-0.01,0,0.04,-1470000,2.97,4.21,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AHG",3.9,,,"3/17/2016",0,0,"2017-02-06",3.84,3.94,3.9,5,3.52,1200000000,,"ASX",1344584,0.29,0.31,2.27,221520000,0.21,1.72,13.27,4.07,12.58,11.82,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AHK",0.14,,,,0.01,0.0345,"2017-02-06",0.15,0.15,0.15,0.39,0.07,7290000,,"ASX",13000,-0.02,,0,"-405997.00",,48.33,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AHL",0.07,,,,0.01,0.11109999999999999,"2017-02-06",0.08,0.08,0.08,0.52,0.05,12810000,,"ASX",128175,-0.09,-0.01,0.03,-13920000,2.18,2.77,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AHQ",0.034,,,,0,0,"2017-02-06",0.033,0.034,0.034,0.175,0.008,1200000,,"ASX",253333,-0.092,,-0.011,"-238293.00",17.681,,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AHX",1.1,,,,-0.02,-0.0182,"2017-02-06",1.08,1.09,1.08,1.88,1.05,106350000,,"ASX",5000,0,0.06,0.46,4150000.0000000005,2,2.37,1080,0,18,13.5,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AHY",1.43,,,"3/1/2016",0.01,0.0034999999999999996,"2017-02-06",1.43,1.46,1.44,2.33,1.24,806600000,,"ASX",1431934,0.12,0.11,0.56,134650000,1.32,2.58,12.31,-13,13.09,12,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AHZ",0.335,,,,0,0,"2017-02-06",0.33,0.34,0.335,0.66,0.28,65750000,,"ASX",435736,-0.126,-0.05,0.106,-27810000,4.646,3.16,,14.78,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AIA",6.61,,,"9/28/2016",-0.08,-0.0121,"2017-02-06",6.4,6.68,6.53,7.59,5.1,7770000000,,"ASX",49191,0.16,0.2,2.37,311660000,19.09,2.79,40.81,3.02,32.65,29.68,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AIK",0.17,,,"5/4/2007",0,-0.0286,"2017-02-06",0.17,0.18,0.17,0.19,0.1,,,"ASX",214436,0.03,,0,"0.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AIV",0.066,,,,0,0,"2017-02-06",0.066,0.066,0.066,0.125,0.01,10670000,,"ASX",2529,-0.007,,0.058,"-926908.00",1064.472,1.138,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AIZ",2.05,,,"9/8/2016",-0.01,-0.0049,"2017-02-06",2.04,2.07,2.04,2.75,1.61,2290000000,,"ASX",86880,0.3,0.3,1.37,842590000,0.61,1.5,6.87,1.17,6.8,7.56,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AJA",6.44,0,0,"6/29/2016",-0.01,-0.0016,"2017-02-06",6.43,6.6,6.43,7.47,5.22,,,"ASX",13713,2.16,0.59,0,"0.00",,,,12.06,10.9,10.05,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AJC",0.007,,,,0,0,"2017-02-06",0.007,0.007,0.007,0.008,0.002,6330000,,"ASX",4686000,-0.011,,0.002,"-305687.00",36.466,3.5,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AJD",1.53,,,"9/29/2016",0.03,0.0196,"2017-02-06",1.53,1.56,1.56,1.67,1.25,179400000,,"ASX",5913,0.28,0.11,1.42,"0.00",13.21,1.07,5.67,9.06,14.18,14.18,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AJL",0.395,,,"9/1/2009",0,0,"2017-02-06",0.395,0.395,0.395,0.6,0.145,150540000,,"ASX",10000,-0.067,0.1,0.228,15050000,1.2,1.732,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AJM",0.18,,,"11/25/2002",-0.01,-0.0395,"2017-02-06",0.17,0.19,0.17,0.28,0.05,207820000,,"ASX",3442891,-0.04,-0.01,0.02,-7000000,160.28,10.41,,0,,17,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AJQ",0.071,,,,-0.002,-0.02817,"2017-02-06",0.069,0.07,0.069,0.125,0.052,22280000,,"ASX",646159,-0.06,-0.02,0.157,-8910000,283.415,0.452,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AJX",0.63,,,,0.01,0.0159,"2017-02-06",0.63,0.64,0.64,0.9,0.47,191190000,,"ASX",162603,-0.07,0.02,0.04,-15700000,62.71,16.58,,0,32,64,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AJY",0.12,,,,0,0,"2017-02-06",0.12,0.12,0.12,0.24,0.03,10560000,,"ASX",100000,-0.02,,0.02,"-350908.00",,5,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AKK",0.006,,,,0,0,"2017-02-06",0.006,0.006,0.006,0.012,0.004,6710000,,"ASX",6545240,-0.014,0.04,0.01,-3410000,11.063,0.6,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AKM",0.03,,,,0,0,"2017-02-06",0.03,0.03,0.03,0.06,0,27850000,,"ASX",287608,0,-0.03,0.04,-1780000,,0.81,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AKP",12.99,,,,-0.19,-0.0146,"2017-02-06",12.65,12.99,12.8,34.8,7,344230000,,"ASX",2486,-0.22,,0.15,-3800000,,84.35,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ALC",0.078,,,,0.001,0.01282,"2017-02-06",0.078,0.082,0.079,0.145,0.035,47620000,,"ASX",1224074,-0.006,,0.011,-1400000,11.553,7.091,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ALF",1.41,,,,-0.01,-0.0070999999999999995,"2017-02-06",1.4,1.41,1.4,1.58,1.36,,,"ASX",503019,0.11,,0,"0.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ALI",1.65,,,,0.02,0.0121,"2017-02-06",1.67,1.67,1.67,1.97,1.62,,,"ASX",27259,,,0,"0.00",,,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ALK",0.36,,,,0,0,"2017-02-06",0.35,0.37,0.36,0.65,0.18,171420000,,"ASX",876089,0.01,0.01,0.4,36240000,1.56,0.9,32.73,17,36,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ALL",15.13,1.9,0.22,"6/1/2016",0.13,0.0086,"2017-02-06",15.2,15.34,15.26,16.68,9.24,9720000000,,"ASX",1920674,0.55,0.75,1.7,763000000,4.53,8.91,27.8,1.57,20.35,18.39,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ALQ",6,2.21,0.1,"12/5/2016",0.01,0.0017000000000000001,"2017-02-06",5.96,6.02,6.01,6.6,3.18,3020000000,,"ASX",1479752,-0.49,0.21,2.35,223000000,2.27,2.55,,1.67,28.62,22.26,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ALT",0.006,,,,0,0,"2017-02-06",0.005,0.006,0.006,0.01,0.002,13210000,,"ASX",700000,-0.003,,0.001,-3820000,6.305,6,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ALU",8.28,3.6,0.22,"9/22/2016",-0.09,-0.0109,"2017-02-06",8.16,8.32,8.19,9.98,5.19,1070000000.0000001,,"ASX",246410,0.18,0.22,1,28590000,11.51,8.25,45.75,1.56,37.23,30.33,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"ALY",0.02,,,,0.003,0.15,"2017-02-06",0.021,0.023,0.023,0.033,0.012,5310000,,"ASX",662825,-0.002,,0.06,"-552102.00",,0.333,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AMA",1.02,,,"3/3/2016",0.015,0.01471,"2017-02-06",1.01,1.055,1.035,1.15,0.745,489760000,,"ASX",476722,0.015,0.05,0.31,24680000,1.826,3.29,69,-9.62,20.7,17.25,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AMC",14.17,,,"9/6/2016",0.03,0.0021,"2017-02-06",14.11,14.23,14.2,16.66,12.06,16410000000,,"ASX",1976805,0.21,0.59,0.68,1380000000,1.74,20.9,68.6,2.4,24.07,21.85,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AME",0.11,,,,0,0,"2017-02-06",0.11,0.11,0.11,0.16,0.02,12730000,,"ASX",83966,-0.02,,0.06,"-456983.00",,1.77,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AMH",0.9,,,,0.005,0.005560000000000001,"2017-02-06",0.905,0.905,0.905,1.035,0.83,233470000,,"ASX",5000,0.019,,0.866,"0.00",34.659,1.039,47.632,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AMI",0.17,,,,0.005,0.02941,"2017-02-06",0.165,0.175,0.175,0.215,0.055,67900000,,"ASX",766984,0.024,0.03,-0.061,32110000,0.717,,7.292,0.47,5.833,1.591,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AML",0.2,,,,-0.005,-0.025,"2017-02-06",0.195,0.195,0.195,0.2,0.027,66459999.99999999,,"ASX",53257,-0.007,,0.095,-1650000,,2.105,,0,,,"0.000",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
"AMN",0.59,,,,0.01,0.0169,"2017-02-06",0.6,0.6,0.6,0.79,0.1,74330000,,"ASX",65835,-0.01,,0.05,"-994589.00",9449.76,12.04,,0,,,"0.00",1.5,0.7653,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.5,-7.1,5659.2,5708.6,5621.6,-6,5609.4,5659.1
