"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","FIRMMCRT","FXRUSD","GRCPAIAD","GRCPRCAD","GRCPNRAD","GRCPBMAD","GRCPBCAD","GRCPAISAD","GRCPBCSAD","H01_GGDPCVGDP","H01_GGDPCVGDPFY","640106_A3597525W","H05_GLFSEPTPOP","allordpreviousclose","allordchange","allorddayslow","allorddayshigh","asxpreviousclose","asxchange","asxdayslow","asxdayshigh","EPS","PriceToBook","MarketCap","PE","DividendRecentQuarter","DividendNextQuarter","DPSRecentYear","IAD","DividendPerShare","DividendYield","Dividend","BookValuePerShareYear","CashPerShareYear","CurrentRatioYear","LTDebtToAssetsYear","LTDebtToAssetsQuarter","TotalDebtToAssetsYear","TotalDebtToAssetsQuarter","LTDebtToEquityYear","LTDebtToEquityQuarter","TotalDebtToEquityYear","TotalDebtToEquityQuarter","AINTCOV","ReturnOnInvestmentTTM","ReturnOnInvestment5Years","ReturnOnInvestmentYear","ReturnOnAssetsTTM","ReturnOnAssets5Years","ReturnOnAssetsYear","ReturnOnEquityTTM","ReturnOnEquity5Years","ReturnOnEquityYear","Beta","Float","GrossMargin","EBITDMargin","OperatingMargin","NetProfitMarginPercent","NetIncomeGrowthRate5Years","RevenueGrowthRate5Years","RevenueGrowthRate10Years","EPSGrowthRate5Years","EPSGrowthRate10Years"
"AAR",0.016,,,,0.002,0.125,"2017-02-08",0.018,0.018,0.018,0.027,0.005,4050000,,"ASX",281880,-0.002,,0.007,"-391285.00",,2.286,,0,,,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0,2.67,3600000,,0,,0,,0,,,0.01,0,0.55,0,0,5.14,5.14,0,0,7.28,7.28,,-29.47,-63.68,-29.47,-21.03,-56.79,-21.03,-31.1,-63.99,-31.1,2.49,150.26,,,,,,,,,
"AAU",0.01,,,"9/14/2012",0,0,"2017-02-08",0.01,0.01,0.01,0.03,0,1820000,,"ASX",5000,0,0.02,0.01,"-142000.00",0.12,0.83,,0,,,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,-0.01,0.86,1820000,,0,,0,,0,,,0.01,0.03,1.08,0,0,0,0,0,0,0,0,-25.85,-42.27,-48.21,-42.27,-4.24,-7.22,-4.24,-91.93,-59.83,-91.93,1.29,19.11,,1,-3.71,-3.78,,-11.92,-7.23,,
"AB1",0.035,,,,-0.002,-0.05714,"2017-02-08",0.033,0.033,0.033,0.27,0.033,6770000,,"ASX",126410,-0.037,-0.02,0.027,-5180000,0.851,1.296,,0,,3.3,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,-0.04,4.83,7600000,,0,,0,,0,,,0.01,0.02,1.3,0,0,0,0,0,0,0,0,,-266.92,,-216.59,-110.88,,-55.85,-494.57,,,-0.53,386.85,63.31,-62.37,-70.01,-70.15,,,,,
"ABA",5.45,,,"3/3/2016",-0.18,-0.033,"2017-02-08",5.27,5.43,5.27,5.46,4.8,212120000,,"ASX",9720,0.31,0.4,5.38,"0.00",3.45,1.01,16.89,4.42,13.18,11.98,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0.3,0.98,221740000,17.98,0.16,0.16,0.3,0.3,0.3,,9.85,5.38,0.89,,,,20.89,20.89,296.24,296.24,296.24,296.24,,,,,0.39,0.43,0.39,5.45,5.92,5.45,0.56,34.95,,,27.17,18.02,-12.92,-8.02,1.34,-14.52,-4.28
"ABC",5.15,0,0,"9/14/2016",0.02,0.0039000000000000003,"2017-02-08",5.13,5.2,5.17,5.99,4.49,3350000000,,"ASX",828089,0.31,0.3,1.83,308900000,2.35,2.82,16.68,8.09,17.23,16.68,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0.31,2.78,3350000000,16.7,0.08,0.08,0.19,0.2,0.2,,139.5,1.86,0.05,2.25,17.92,20.91,17.98,20.98,27.35,32.83,27.43,32.95,,12.01,11.52,12.56,10.95,10.26,11.36,17.26,15.97,17.78,0.93,418.45,22.58,22.34,19.7,14.24,6.53,5.66,7.02,6.16,6.69
"ABP",2.85,,,"1/17/2017",0.05,0.0175,"2017-02-08",2.84,2.91,2.9,3.38,2.67,1630000000,,"ASX",887472,0.34,0.24,2.72,185790000,5.19,1.05,8.66,5.88,12.08,10,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0.33,1.04,1630000000,8.51,0.08,0.09,0.17,0.17,0.17,,92.23,2.72,0.08,2.29,25.77,25.77,32.73,32.73,41.64,41.64,52.9,52.9,4.92,8.92,5.1,8.92,8.29,4.71,8.29,12.72,8.21,12.72,0.61,322.55,76.59,60.12,58.73,47.18,45.42,6.1,11.82,34.38,-11.85
"ABT",0.55,,,,0,0,"2017-02-08",0.55,0.55,0.55,1.01,0.45,25580000,,"ASX",1472,-0.09,,0.09,"-783913.00",45.28,6.47,,0,,,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,,6.45,9620000,,,,0,,,,,0.09,0.05,8.08,0,,0,,0,,0,,,,,-36.88,,,-33.32,,,-43.46,,15.19,,,,,,,,,
"ABU",0.12,,,,-0.01,-0.0833,"2017-02-08",0.11,0.12,0.11,0.17,0.03,41270000,,"ASX",32000,-0.06,0.11,0.06,1670000,1.25,2.07,,0,,,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,-0.06,2.08,45020000,,0,,0,,0,,,0.06,0.03,4.06,0,0,0,0,0,0,0,0,,-62.95,-38.6,-62.95,-54.68,-35.35,-54.68,-68.42,-40.5,-68.42,0.45,315.52,,-0.6,-65.14,-59.8,,134.1,62.02,,
"ABV",0.007,,,,0,0,"2017-02-08",0.007,0.007,0.007,0.011,0.006,15400000,,"ASX",175000,-0.001,,0.001,-1180000,3.41,7,,0,,,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0,6.65,15400000,,0,,0,,0,,,0,0,1.2,0.25,0.25,37.44,37.44,0.68,0.68,102.25,102.25,-4.17,-63.01,-38.37,-63.01,-32.23,-30.16,-32.23,-108.25,-46.24,-108.25,-0.38,1231.18,55.31,-20.46,-26.49,-32.85,,-5.86,12.93,,
"ABX",0.14,,,,0,0.037000000000000005,"2017-02-08",0.14,0.14,0.14,0.25,0.1,19900000,,"ASX",19553,0,,0.12,"612333.00",4.07,1.08,46.67,0,,,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0,1.13,19190000,42.06,0,,0,,0,,,0.12,0.01,0.71,0,0,0,0,0,0,0,0,-8.15,2.62,-9.39,-5.92,2.43,-9.07,-5.44,2.69,-9.44,-6.02,1.19,106.58,,12.9,12.61,9.86,,33.95,,,
"AC8",0.2,,,,0.005,0.025,"2017-02-08",0.2,0.21,0.205,0.21,0.2,44350000000,,"ASX",560583,-0.01,,0,"0.00",,,,0,,,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0,367.12,21050000,,0,,0,,0,,,0,0,6.28,0,0,0,0,0,0,0,0,,-191.99,,-191.99,-169.6,226.29,-169.6,-191.99,,-191.99,-1.57,,,-11905.66,-11905.66,-11905.66,,,-56.55,,
"ACB",0.083,,,,0.005,0.06024,"2017-02-08",0.079,0.088,0.088,0.105,0.013,64780000,,"ASX",782350,-0.002,0,0.073,-1250000,2006.079,1.137,,0,,,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0,1.04,72340000,,0,,0,,0,,,0.07,0.01,5.77,0,0,0,0,0,0,0,0,-37.23,-2.54,-6.19,-2.54,-2.5,-6.03,-2.5,-2.54,-6.19,-2.54,1.98,545.83,,-4181.29,-4181.29,-4293.6,,-45.16,0.49,,
"ACG",0.067,,,,-0.001,-0.01493,"2017-02-08",0.066,0.068,0.066,0.195,0.061,13310000,,"ASX",164452,-0.024,-0.01,0.016,-5270000,2.693,4.188,,0,,,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,-0.02,4.3,15650000,,0,,0,,0,,,0.02,0.01,3.17,0,0,0,0,0,0,0,0,,-126.64,-46.1,-126.63,-91.05,-31.31,-91.05,-128.59,-46.72,-128.59,1.52,203.36,78.61,-97.83,-95.67,-95.67,,-8.13,1.6,,
"ACK",0.65,,,"9/5/2016",0,0,"2017-02-08",0.65,0.65,0.65,0.7,0.38,67069999.99999999,,"ASX",100000,0.02,0.01,0.08,-1670000,8.77,7.83,30.95,1.31,65,65,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0.02,7.97,67069999.99999999,31.48,0.01,0.01,0.02,0.02,0.02,,2.06,0.08,0.03,,0,0,0,0,0,0,0,0,,1.46,2.88,1.46,1.46,2.87,1.46,25.12,-14.9,25.12,1.17,34.85,,-21.15,-22.9,121,4.9,-12.91,-19.61,6.77,-17.92
"ACL",0.015,,,,0,0,"2017-02-08",0.015,0.015,0.015,0.016,0.006,4870000,,"ASX",500000,0.066,-0.05,0.008,22100000,0.194,1.875,0.227,0,,,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0.07,1.54,4870000,0.23,0,0.09,0,,0,,,0.01,0.01,14.58,0,0,0,0,0,0,0,0,,300.79,-16.79,300.79,243.89,-14.44,243.89,300.81,-18.56,300.81,-0.26,131.37,,-509.67,4368.33,4270,,-17.63,-13.81,,
"ACQ",1.02,,,,0.01,0.0098,"2017-02-08",1.03,1.04,1.03,1.09,0.77,,,"ASX",24133,,,0,"0.00",,,,0,,,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0.12,0.99,50100000,8.21,0.02,0.02,0.02,0.02,0.02,,,1.05,1.1,25.06,0,0,0,0,0,0,0,0,,12.53,,12.53,12.18,,12.18,12.66,,12.66,,42.36,37.44,-3.69,1042.98,765.64,,,,,
"ACR",0.31,0,0,"8/18/2015",-0.005,-0.01613,"2017-02-08",0.305,0.31,0.305,0.835,0.3,50790000,,"ASX",115284,0.078,0.03,0.264,19020000,1.808,1.174,3.91,1.42,10.167,,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0.08,1.18,51620000,3.93,0,0.06,0,0.06,0,,9.99,0.26,0.18,5.95,0,0,0,0,0,0,0,0,24.44,27.94,26.76,27.94,25.49,24.66,25.49,30.72,29.21,30.72,0.88,150.68,,71.28,66.06,45.46,-25.65,-21.11,26.12,-25.74,
"ACU",0.027,,,,-0.002,-0.07407,"2017-02-08",0.025,0.025,0.025,0.084,0.019,4550000,,"ASX",228131,-0.041,,0.008,-6640000,164.101,3.375,,0,,,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,-0.04,3.3,11070000,,,,,,0,,,0.01,0.01,5.1,0,0,0,0,0,0,0,0,-36.98,-255.62,-312.39,-255.62,-228.22,-215.1,-228.22,-255.24,-311.74,-255.24,0.34,362.23,,-22203.68,-22310.2,-22572.22,,4.03,-19.72,,
"ACX",3.12,,,,-0.02,-0.0064,"2017-02-08",3.04,3.13,3.1,8.75,2.87,509490000,,"ASX",1544364,0.03,0.04,0.58,9410000,4.16,5.39,103.33,8.33,77.5,38.75,"0.00",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,0.03,5.79,617750000,94.12,0,,0,,0,,,0.54,0.26,0.9,0.37,0.37,0.39,0.39,0.88,0.88,0.91,0.91,,7.96,,7.96,3.62,-21.87,3.62,16.95,,16.95,,161.84,74.64,11.67,1.59,4.65,,27.45,,,
"AD1",0.265,,,,0,0,"2017-02-08",0.265,0.265,0.265,0.53,0.265,44090000,,"ASX",6950,-0.036,,0.034,-3330000,69.452,7.794,,0,,,"0.000",1.5,0.7665,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5672.6,30.8,5671.1,5707.5,5621.9,29.5,5620.4,5655.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
