"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","FIRMMCRT","FXRUSD","GRCPAIAD","GRCPRCAD","GRCPNRAD","GRCPBMAD","GRCPBCAD","GRCPAISAD","GRCPBCSAD","H01_GGDPCVGDP","H01_GGDPCVGDPFY","640106_A3597525W","H05_GLFSEPTPOP","allordpreviousclose","allordchange","allorddayslow","allorddayshigh","asxpreviousclose","asxchange","asxdayslow","asxdayshigh","EPS","PriceToBook","MarketCap","PE","DividendRecentQuarter","DividendNextQuarter","DPSRecentYear","IAD","DividendPerShare","DividendYield","Dividend","BookValuePerShareYear","CashPerShareYear","CurrentRatioYear","LTDebtToAssetsYear","LTDebtToAssetsQuarter","TotalDebtToAssetsYear","TotalDebtToAssetsQuarter","LTDebtToEquityYear","LTDebtToEquityQuarter","TotalDebtToEquityYear","TotalDebtToEquityQuarter","AINTCOV","ReturnOnInvestmentTTM","ReturnOnInvestment5Years","ReturnOnInvestmentYear","ReturnOnAssetsTTM","ReturnOnAssets5Years","ReturnOnAssetsYear","ReturnOnEquityTTM","ReturnOnEquity5Years","ReturnOnEquityYear","Beta","Float","GrossMargin","EBITDMargin","OperatingMargin","NetProfitMarginPercent","NetIncomeGrowthRate5Years","RevenueGrowthRate5Years","RevenueGrowthRate10Years","EPSGrowthRate5Years","EPSGrowthRate10Years"
"COO",0.063,,,"2/11/2015",0.001,0.01587,"2017-02-09",0.064,0.064,0.064,0.135,0.056,16379999.999999998,,"ASX",123746,0,,0.078,1660000,1.034,0.808,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0,0.81,16140000,700,,,,0,0,,0,0.08,0.04,2.17,0,0,0,0,0,0,0,0,,0.13,26.49,0.13,0.1,17.32,0.1,0.14,27.29,0.14,-1.36,49.46,88.8,6.81,5.79,0.16,-56.59,-5.01,0.28,-56.72,-38.84
"CPH",0.23,,,,0,0,"2017-02-09",0.22,0.23,0.23,0.39,0.19,7300000,,"ASX",298540,0,,0,"-21000.00",59.61,230,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,,421.15,8560000,,,,0,,,,,0,0,1.15,0,,30.56,,0,,158.34,,-166.2,,,,,,,,,,,5.18,,,,,,,,,
"CPU",12.95,3.05,0.28,"8/16/2016",-0.06,-0.0046,"2017-02-09",12.69,12.99,12.89,13.04,8.64,7050000000,,"ASX",1511742,0.28,0.54,2,428780000,3.6,6.47,45.23,2.43,23.87,21.48,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.37,4.85,6970000000,34.25,0.16,0.17,0.32,0.33,0.32,,160.17,2.61,1.35,1.65,40.3,40.3,46.84,46.84,146.38,146.38,170.13,170.13,6.4,5.19,6.07,5.19,4.16,4.96,4.16,13.93,15.27,13.93,0.92,467.88,28.34,25.26,13.93,8.25,-9.84,4.1,4.98,-9.63,2.23
"CQR",4.23,,,"6/29/2016",0.03,0.0070999999999999995,"2017-02-09",4.23,4.27,4.26,4.98,4.05,1720000000,,"ASX",1644098,0.46,0.3,3.79,"0.00",6.94,1.12,9.32,5.23,14.2,13.31,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.46,1.11,1720000000,9.23,0.14,0.14,0.28,0.28,0.28,,86.2,3.79,0.03,0.59,32.9,32.9,32.9,32.9,52.58,52.58,52.58,52.58,,8.67,6.2,8.67,7.94,5.61,7.94,12.54,9.61,12.54,0.73,288.09,68.05,61.63,38.98,85.28,16.12,3.12,-0.99,10.21,-7.47
"CR8",0.064,,,,-0.007,-0.10938,"2017-02-09",0.055,0.063,0.057,0.105,0.019,,,"ASX",16295458,0.013,,0,"-338858.00",,,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.05,6.44,27980000,1.29,0,,0,,0,,,0.01,0.01,17.56,0,0,0,0,0,0,0,0,-1617.23,,-28.73,,76,-21.19,76,,-33.36,,,329.53,,-13886.76,6999.34,6990.6,,-42.12,-35.41,,
"CRB",0.1,,,,0.01,0.047599999999999996,"2017-02-09",0.11,0.11,0.11,0.27,0.07,17270000,,"ASX",65428,-0.02,,0.01,-3820000,243.96,15,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.03,6.05,20270000,,0,,0,,0,,,0.02,0.02,16.94,0,0,0,0,0,0,0,0,,-175.62,-41.51,-54.98,-138.33,-39.43,-53.13,-175.62,-41.51,-54.98,0.81,115.79,,-7001.92,-7004.79,-5706.11,,-7.54,,,
"CRL",0.026,,,"6/25/2001",0.003,0.11538,"2017-02-09",0.027,0.029,0.029,0.055,0.011,3860000,,"ASX",740000,-0.009,,0.008,"0.00",,3.25,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.01,2.04,3460000,,0,,0,,0,,,0.01,0.01,35.57,0,0,0,0,0,0,0,0,,-79.56,-23.32,-36.48,-78.18,-22.87,-35.32,-79.56,-23.32,-36.48,-0.5,53.63,,-3888.59,-3888.59,-3888.59,,-36.66,-25.29,,
"CSL",112.94,1.89,1.57,"9/13/2016",0.26,0.0023,"2017-02-09",113.04,113.58,113.2,121.25,91.62,51690000000,,"ASX",528390,2.68,2.95,5.62,1640000000,8.73,20.09,42.19,1.75,38.37,31.8,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,3.5,15.28,51270000000,32.13,0.86,0.89,1.65,1.7,1.63,,753.61,7.32,1.59,2.78,40.74,40.74,41.56,41.56,120.01,120.01,122.44,122.44,20.27,21.32,23.51,21.32,17.79,19.85,17.79,46.76,39.41,46.76,0.78,452.23,50.49,27.27,25.39,20.27,5.82,7.54,10.94,9.19,33.12
"CSR",4.36,6.09,0.19,"11/11/2016",-0.18,-0.041299999999999996,"2017-02-09",4.17,4.36,4.18,4.72,2.6,2109999999.9999998,,"ASX",4947628,0.35,0.37,2.44,316100000,0.92,1.79,11.84,1.57,11.3,12.29,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.35,1.82,2190000000,12.3,0.13,0.13,0.24,0.25,0.25,,144.9,2.34,0.21,1.61,0.25,0.15,1.04,0.45,0.46,0.27,1.95,0.81,,13.07,4.56,10.63,9.37,3.49,7.81,14.84,4.93,12.22,0.82,501.31,33.71,15.04,11.86,8.76,,3.74,-2.18,,-11.38
"CSS",0.035,,,,-0.002,-0.05714,"2017-02-09",0.033,0.035,0.033,0.054,0.029,36470000,,"ASX",3261994,-0.008,0,0.039,-8020000,1.286,0.897,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.01,0.88,46680000,,0,,0,,0,,,0.04,0,5.01,0.14,0.14,6.28,6.28,0.16,0.16,7.3,7.3,-134.39,-18.87,-24.22,-18.87,-17.2,-22.87,-17.2,-18.95,-25.3,-18.95,1.48,1153.67,23.42,-33.25,-32.7,-29.85,,-4.99,42.57,,
"CSV",0.725,,,"8/19/2016",-0.02,-0.02759,"2017-02-09",0.7,0.74,0.705,1.715,0.675,224950000,,"ASX",655955,0.054,0.08,0.861,48360000,0.939,0.842,13.056,0.65,8.812,7.833,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.05,0.89,243000000,14.09,0.05,0.05,0.09,0.09,0.09,,27,0.86,0.02,3.08,36.94,36.94,38.29,38.39,79.8,79.8,82.72,82.94,20.65,3.83,1.54,3.83,3.31,1.21,3.31,6.77,2.06,6.77,0.27,298.41,46.5,14.24,10.89,7.36,-0.26,2.13,22.39,-5.02,10.18
"CTD",16.66,2.03,0.26,"3/4/2016",-0.1,-0.006,"2017-02-09",16.48,16.64,16.56,19.15,10.87,1620000000,,"ASX",200178,0.43,0.59,2.62,69200000,6.17,6.36,38.69,80.56,28.07,22.68,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.43,6.51,1730000000,39.02,0.15,0.15,0.24,0.24,0.24,,18.54,2.61,0.82,1.07,4,4,6.52,6.52,8.89,8.89,14.48,14.48,32.41,15.75,15.99,15.75,9.05,9.52,9.05,17.54,17.4,17.54,1.41,68.67,,26.92,22.87,17.53,38.5,41.02,,26.77,
"CTL",0.015,,,,0,0,"2017-02-09",0.015,0.017,0.015,0.042,0.015,10580000,,"ASX",13194982,-0.003,,0.056,-1220000,54.665,0.268,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0,0.31,10580000,,0,,0,,0,,,0.05,0,0.46,5.78,5.78,6.58,6.58,7.24,7.24,8.23,8.23,-74.61,-4.29,-13.63,-4.29,-3.96,-12.88,-3.96,-4.72,-14.05,-4.72,0.99,493.47,,-404.56,-697.62,-752.82,,,,,
"CTM",0.007,,,,0,0,"2017-02-09",0.007,0.007,0.007,0.022,0.003,4620000,,"ASX",4862796,-0.001,-0.03,0.006,"-786617.00",,1.167,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0,1.13,7860000,,0,,0,,0,,,0.01,0,3.76,0,0,0,0,0,0,0,0,,-20.27,,-65.33,-17.91,,-60.04,-24.56,,-71.3,1.71,873.32,,,,,,,,,
"CTN",1.085,,,,0.01,0.00922,"2017-02-09",1.085,1.1,1.095,1.2,0.885,,,"ASX",300890,0.107,,0,"0.00",,,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.1,0.99,181910000,11.08,0.04,0.04,0.06,0.06,0.06,,8.25,1.1,0.06,,11.52,11.52,11.52,11.52,14.6,14.6,14.6,14.6,,7.42,1.43,7.42,7.25,1.4,7.25,9.07,1.62,9.07,0.89,150.4,88.26,78.13,77.73,52.25,-17.85,-14.59,0.75,-19.29,-11.7
"CTP",0.18,,,,-0.005,-0.02778,"2017-02-09",0.175,0.175,0.175,0.21,0.08,75810000,,"ASX",519421,-0.052,-0.01,0.038,-1860000,3.268,4.737,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.05,4.85,77980000,,0,,0,,0,,,0.04,0.03,1.31,61.89,61.89,64.39,64.39,567.17,567.17,590.08,590.08,-1.51,-20.7,-35.22,-20.7,-17.67,-29.83,-17.67,-106.09,-69.91,-106.09,3.74,393.42,41.08,-4.96,-88.17,-88.17,,133.3,58.73,,
"CTX",28.41,5.85,1.31,"9/7/2016",0.04,0.0014000000000000002,"2017-02-09",28.29,28.68,28.45,37.68,28.16,7420000000,,"ASX",554705,1.74,1.98,10.04,941140000,0.39,2.83,16.4,2.86,14.37,12.99,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,1.74,2.78,7460000000,16.43,0.5,0.5,1.17,1.2,1.2,,261.9,10.28,0.98,1.65,13.62,13.69,13.62,13.99,25.05,26.62,25.05,27.2,10.59,12.41,2.33,13.96,8.84,1.57,10.21,17.34,3.35,19.69,0.74,258.84,10.44,5.17,3.98,2.48,10.47,1.41,2.46,10.47,-1.3
"CUA",2.22,,,"12/29/2016",0.01,0.0045000000000000005,"2017-02-09",2.22,2.28,2.23,2.35,1.96,163410000000,,"ASX",70331,,,0,"0.00",,,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.28,0.98,162680000,7.96,0.08,0.04,0.17,0.17,0.17,,12.46,2.25,0.04,0.07,0,0,18.7,18.7,0,0,23.93,23.93,,10.43,15.65,10.43,9.26,10.22,9.26,12.71,28.33,12.71,,68.34,86.85,60.35,103.15,103.15,,-3.78,,,
"CUE",0.089,,,,-0.002,-0.02247,"2017-02-09",0.087,0.087,0.087,0.105,0.056,60740000,,"ASX",10000,-0.124,0.01,0.062,2740000,1.368,1.435,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.12,1.37,60040000,,0,,0,,0,,,0.06,0.03,2.26,0,0,0,0,0,0,0,0,-150.07,-80.67,-6.22,-80.67,-70.54,-5.54,-70.54,-95.8,-7.35,-95.8,0.26,317.14,32.65,14.23,-175.28,-185.85,,-2.86,16.63,,
"CUL",0.003,,,,0,0,"2017-02-09",0.003,0.003,0.003,0.006,0.002,5700000,,"ASX",2000000,-0.001,,0.003,"-818295.00",46.415,1,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0,0.93,6000000,,0,,0,,0,,,0,0,2.2,0,0,0,0,0,0,0,0,,-15.88,-31.2,-15.88,-15.04,-29.04,-15.04,-15.88,-31.26,-15.88,1.42,1245.43,,-11432.06,-21638.71,-19260.69,,-65.71,-22.32,,
"CUP",0.81,,,"1/18/2017",0,0.0060999999999999995,"2017-02-09",0.82,0.82,0.82,0.95,0.55,90550000,,"ASX",13000,0.12,0.13,0.54,10370000,0.75,1.51,6.78,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.12,1.57,93660000,6.76,0.04,0.02,0.08,0.08,0.08,,9.11,0.52,0.06,1.51,21.42,21.42,21.44,21.44,43.04,43.04,43.07,43.07,,15.29,14.65,15.29,12.43,11.41,12.43,23.9,21.52,23.9,0.64,57.95,73.05,8.97,4.53,11.66,8.47,5.18,,-1.04,
"CUV",7,,,,0.04,0.005699999999999999,"2017-02-09",6.8,7.1,7.04,9.19,2.9,331440000,,"ASX",5961,-0.07,-0.26,0.38,-3520000,48.32,18.52,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.07,18.52,332640000,,0,,0,,0,,,0.38,0.29,8.73,0,0,0,0,0,0,0,0,,-21.72,-50.01,-21.72,-18.67,-43.09,-18.67,-21.51,-50.02,-21.51,-0.39,38.84,,-47.54,-47.54,-44.87,,25.3,19.32,,
"CV1",0.089,,,,-0.005,-0.05618,"2017-02-09",0.084,0.088,0.084,0.387,0.068,16730000,,"ASX",162819,-0.059,-0.03,0.024,-10800000,2.492,3.708,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.06,3.82,14020000,,0,,0,,0,,,0.02,0.02,2.24,0.92,0.92,1.11,1.11,1.52,1.52,1.83,1.83,-2258.95,,,-292.6,,,-198.9,,,-331.58,,19.76,46.97,-143.46,-149.31,-142.59,,,,,
"CVN",0.097,,,,0.001,0.01031,"2017-02-09",0.097,0.098,0.098,0.15,0.07,99950000,,"ASX",970692,-0.005,0,0.133,-6080000,,0.729,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.01,0.75,102110000,,0,,0,,0,,,0.13,0.09,37.59,0,0,0,0,0,0,0,0,,-3.91,-2.75,-3.91,-3.87,-2.67,-3.87,-3.92,-3.37,-3.92,1.35,853.3,,,,,,,,,
"CVO",1.92,,,"8/25/2016",0,0,"2017-02-09",1.91,1.92,1.92,2.05,1.11,609700000,,"ASX",2100202,0.06,0.08,0.63,38100000,2.77,3.07,32.54,1.79,24,19.2,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.06,3.15,727910000,33.54,0.03,0.03,0.05,0.05,0.05,,19.69,0.61,0.07,1.44,20.32,20.32,20.33,20.33,32.14,32.14,32.14,32.14,10.76,6.97,,6.97,5.99,,5.99,9.34,,9.34,,367.76,39.52,20.21,13.82,8.48,10.77,8.59,,10.77,
"CVT",0.073,,,,0,0,"2017-02-09",0.073,0.075,0.073,0.46,0.071,38400000,,"ASX",321236,-0.031,-0.03,0.017,-14100000,107.204,4.294,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.03,4.29,38130000,,0,,0,,0,,,0.02,0.02,6.75,0,0,0,0,0,0,0,0,,-141.3,-349.27,-141.3,-111.84,-166,-111.84,-170.88,-511.81,-170.88,1.13,375.74,,-3944.36,-3975.44,-3949.92,,20.23,,,
"CVV",0.07,,,,-0.002,-0.02857,"2017-02-09",0.068,0.07,0.068,0.13,0.065,3130000,,"ASX",30000,-0.019,,0.082,"-802175.00",13.575,0.854,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.02,0.92,4740000,,0,,0,,0,,,0.08,0.01,2.55,0,0,0,0,0,0,0,0,-179.91,-28.34,-89.29,-28.34,-22.75,-75.51,-22.75,-28.34,-89.29,-28.34,0.55,37.58,,-339.41,-317.93,-254.33,,4.04,,,
"CWN",11.22,0,0,"9/22/2016",0.07,0.0062,"2017-02-09",11.19,11.32,11.29,14.06,10.31,8220000000.000001,,"ASX",870750,1.3,0.54,6.95,874600000,2.26,1.61,8.66,2.8,20.91,19.14,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,1.3,1.61,8170000000,8.61,0.4,0.4,0.72,0.72,0.72,,378.76,6.95,0.62,0.96,24.59,24.84,25.56,25.8,42.98,43.41,44.67,45.11,5.09,12.35,9.54,12.35,10.9,8.53,10.9,19.79,14.72,19.79,1.38,376.07,19.6,24.23,33.37,26.09,23.09,8.46,,24.08,
"CWP",5.3,,,"3/30/2016",0.1,0.0189,"2017-02-09",5.17,5.4,5.4,5.6,3.91,426010000,,"ASX",27863,0.55,0.56,3.89,67090000,2.4,1.36,9.76,1.09,9.64,8.71,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.55,1.34,407080000,9.34,0.16,0.16,0.28,0.28,0.28,,22.08,3.89,0.02,1.33,19.02,19.02,25.09,25.09,28.04,28.04,36.97,36.97,29.78,12.01,13.9,12.01,10.43,11.76,10.43,14.71,17.02,14.71,0.72,57.07,55.59,37.37,36.54,24.89,9.22,5.85,8.08,3.81,6.2
"CWY",1.16,,,"9/20/2016",-0.01,-0.0086,"2017-02-09",1.14,1.16,1.15,1.26,0.69,1820000000,,"ASX",2373035,0.03,0.04,1.12,254870000,1.26,1.04,41.07,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.03,1.03,1830000000,40.56,0.01,0.01,0.02,0.02,0.02,,21,1.12,0.03,1.03,12.32,12.32,12.35,12.35,20.2,20.2,20.25,20.25,6.21,1.68,-2.54,1.68,1.49,-2.19,1.49,2.54,-4.76,2.54,0.63,1542.96,92.78,19.15,6.6,2.96,,-7.78,8.4,,-15.63
"CXO",0.087,,,,0.001,0.01149,"2017-02-09",0.087,0.092,0.088,0.15,0.02,23940000,,"ASX",4320668,-0.009,,0.03,"-929637.00",1066.581,2.9,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.01,3.45,33330000,,0,,0,,0,,,0.03,0.01,4.25,0,0,0,0,0,0,0,0,,-24.67,-24.98,-24.67,-23.48,-24.08,-23.48,-24.67,-24.98,-24.67,0.7,216.1,,-2192.09,-4053.09,-4368.94,,,,,
"CXU",0.069,,,,-0.001,-0.014490000000000001,"2017-02-09",0.068,0.068,0.068,0.11,0.044,19580000,,"ASX",97667,-0.015,,0.045,-3120000,2694.527,1.533,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.01,1.77,24700000,,0,,0,,0,,,0.05,0.01,7.61,0,0,0,0,0,0,0,0,,-32.39,-47.71,-32.39,-28.74,-33.23,-28.74,-32.39,-52.74,-32.39,0.94,122.26,,-46288.21,-70625.34,-53906.91,,-55.44,-23.53,,
"CXX",0.26,,,,-0.015,-0.05769,"2017-02-09",0.245,0.25,0.245,0.345,0.16,40360000,,"ASX",78822,-0.067,0,0.143,-1130000,4475.342,1.818,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,-0.07,1.89,44480000,,0,,0,,0,,,0.14,0.03,22.86,0,0,0,0,0,0,0,0,-0.81,-49.61,-34.28,-49.61,-41.91,-27.63,-41.91,-40.77,-30.75,-40.77,0.37,33.85,,-34046.92,-75040.65,-116997.1,,,,,
"CYA",0.92,,,,0.01,0.0109,"2017-02-09",0.93,0.93,0.93,0.93,0.78,,,"ASX",65089,0.07,,0,"0.00",,,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.07,0.97,74910000,13.4,0.02,0.02,0.04,0.04,0.04,,2.99,0.94,0.04,15.5,0,0,0,0,0,0,0,0,52.94,7.11,3.21,7.11,6.74,3.11,6.74,7.22,3.29,7.22,0.67,48.27,82.71,76.81,75.36,169.04,20.65,-8.71,-11.47,33.76,-1.07
"CYB",4.61,,,,-0.01,-0.0022,"2017-02-09",4.59,4.63,4.6,5.86,3.5,572450000,,"ASX",1310841,-0.3,18.23,0.35,"-686496.00",490.12,13.25,,0.32,0.25,0.2,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CYC",0.87,,,"9/2/2016",0.045,0.051719999999999995,"2017-02-09",0.915,0.915,0.915,1.46,0.525,54520000,,"ASX",5000,0.084,,0.207,2710000,3.713,4.203,10.893,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5703.4,14.3,5690,5723.2,5651.4,13.2,5635,5671.4,0.09,3.96,51960000,10.21,0,0,0.01,0.01,0.01,,0.28,0.22,0.11,4.07,0.92,0,1.19,0,1.16,0,1.51,0,79.11,47.77,-5.82,44.88,35.31,-3.96,34.86,48.91,-5.92,45.96,1.74,21.31,80.79,33.81,32.95,34.96,60.49,5.78,3.3,46.56,1.93
