"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","FIRMMCRT","FXRUSD","GRCPAIAD","GRCPRCAD","GRCPNRAD","GRCPBMAD","GRCPBCAD","GRCPAISAD","GRCPBCSAD","H01_GGDPCVGDP","H01_GGDPCVGDPFY","640106_A3597525W","H05_GLFSEPTPOP","allordpreviousclose","allordchange","allorddayslow","allorddayshigh","asxpreviousclose","asxchange","asxdayslow","asxdayshigh","EPS","PriceToBook","MarketCap","PE","DividendRecentQuarter","DividendNextQuarter","DPSRecentYear","IAD","DividendPerShare","DividendYield","Dividend","BookValuePerShareYear","CashPerShareYear","CurrentRatioYear","LTDebtToAssetsYear","LTDebtToAssetsQuarter","TotalDebtToAssetsYear","TotalDebtToAssetsQuarter","LTDebtToEquityYear","LTDebtToEquityQuarter","TotalDebtToEquityYear","TotalDebtToEquityQuarter","AINTCOV","ReturnOnInvestmentTTM","ReturnOnInvestment5Years","ReturnOnInvestmentYear","ReturnOnAssetsTTM","ReturnOnAssets5Years","ReturnOnAssetsYear","ReturnOnEquityTTM","ReturnOnEquity5Years","ReturnOnEquityYear","Beta","Float","GrossMargin","EBITDMargin","OperatingMargin","NetProfitMarginPercent","NetIncomeGrowthRate5Years","RevenueGrowthRate5Years","RevenueGrowthRate10Years","EPSGrowthRate5Years","EPSGrowthRate10Years"
"AMC",14.33,,,"9/6/2016",0.22,0.0154,"2017-02-10",14.3,14.64,14.55,16.66,12.06,16820000000,,"ASX",3168098,0.21,0.59,0.68,1380000000,1.76,21.14,70.29,2.45,24.66,22.38,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.27,16.09,16680000000,53.77,0.29,0.29,0.29,0.55,0.54,,625.14,0.88,0.59,0.88,39.49,39.49,50.05,50.05,437.35,437.35,554.29,554.29,0.55,5.63,8.89,5.63,3.18,5.45,3.18,21.7,21.01,21.7,0.5,1152.16,21.17,10.07,6.11,2.9,-7.05,-5.1,2.12,-6.04,1.66
"AME",0.11,,,,-0.005,-0.04545,"2017-02-10",0.105,0.105,0.105,0.155,0.016,12150000,,"ASX",45682,-0.024,,0.062,"-456983.00",,1.774,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.02,1.79,16710000,,0,,0,,0,,,0.06,0.01,3.64,0,0,0,0,0,0,0,0,,-35.57,,-35.57,-34.15,,-34.15,-35.57,,-35.57,-0.08,104.09,,-2862.83,-14211.79,-10790.57,,,,,
"AMH",0.92,,,,-0.015,-0.0163,"2017-02-10",0.905,0.915,0.905,1.035,0.83,233470000,,"ASX",58465,0.019,,0.866,"0.00",35.429,1.062,47.632,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.02,1.04,232180000,46.18,0,,0.04,0.04,0.04,,9.68,0.87,0.03,1.85,0,0,0,0,0,0,0,0,,2.11,3.8,3.37,2.09,3.74,3.31,2.28,4.04,3.6,0.82,180.14,99.13,76.41,76.41,73.95,-1.69,3.59,15.8,-4.83,5.02
"AMI",0.205,,,,-0.01,-0.048780000000000004,"2017-02-10",0.195,0.2,0.195,0.215,0.055,75660000,,"ASX",1069065,0.024,0.03,-0.061,32110000,0.865,,8.125,0.47,6.5,1.773,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.02,,69840000,11.52,0,,0,,0,,,-0.06,0.01,3.54,101.01,101.01,101.3,101.3,,,,,1.76,13.09,-24.11,13.09,10.09,-21.45,10.09,,-69.96,,2.54,272.63,11.97,32.54,19,11.9,,154.43,,,
"AML",0.19,,,,-0.01,-0.07690000000000001,"2017-02-10",0.18,0.19,0.18,0.2,0.03,61350000,,"ASX",35146,-0.01,,0.09,-1650000,,2.05,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.01,2.04,69570000,,0,,0,,0,,,0.1,0.02,6.4,41.21,41.21,41.21,41.21,72.43,72.43,72.43,72.43,,-4.89,-11.25,-4.89,-4.81,-10.92,-4.81,-8.06,-13.51,-8.06,1.69,230,,,,,,,,,
"AMN",0.61,,,,-0.03,-0.0492,"2017-02-10",0.58,0.61,0.58,0.79,0.1,71860000,,"ASX",30809,-0.01,,0.05,"-994589.00",9770.09,12.45,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.01,12.13,74330000,,0,,0,,0,,,0.05,0.03,21.02,0,0,0,0,0,0,0,0,,-20.55,-71.89,-20.55,-20.12,-66.49,-20.12,-20.55,-71.89,-20.55,0.7,88.48,,,,,,,,,
"AMP",5.23,8.5,0.29,"8/31/2016",-0.01,-0.0019,"2017-02-10",5.1,5.24,5.22,5.96,4.39,15290000000,,"ASX",16323454,0.34,0.35,2.94,2780000000,1.33,1.78,15.54,39.92,14.91,14.11,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.34,1.73,14880000000,14.94,0.14,0.14,0.28,0.28,0.28,,800,2.91,1.35,,12.49,12.81,12.49,12.81,204.86,209.56,204.86,209.56,1.4,,,,1.33,0.77,1.25,11.67,10.72,11.64,1.54,2949.42,,42.36,39.76,16.36,4.63,13.06,1.61,-2.56,-3.57
"ANG",0.18,,,"3/3/2014",0.005,0.02778,"2017-02-10",0.18,0.185,0.185,0.225,0.08,97350000,,"ASX",1172492,-0.27,0,0.26,-10840000,0.503,0.692,,0,,18.5,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.15,0.67,104190000,,0,,0,,0,,,0.26,0.02,1.25,13.1,13.1,21,21,23.79,23.79,38.13,38.13,-3.68,-16.62,-1.97,-16.62,-11.54,-1.49,-11.54,-23.41,-3,-23.41,1.19,488.3,69.52,-5.76,-16.85,-15.95,,-1.78,13.55,,
"ANL",0.033,,,,-0.002,-0.06061,"2017-02-10",0.03,0.033,0.031,0.085,0.021,29830000,,"ASX",8017285,-0.016,,0.016,-2600000,2324.925,2.062,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.02,2.14,41500000,,0,,0,,0,,,0.02,0,0.98,0,0,2.41,2.41,0,0,2.57,2.57,-21.16,-74.34,-31.93,-74.34,-69.19,-30.81,-69.19,-74.16,-31.85,-74.16,1.12,1206.58,,-19008.35,-89874.74,-90858.71,,-56.57,,,
"ANN",21.96,,,"9/19/2016",0.16,0.0073,"2017-02-10",21.96,22.33,22.12,25.67,14.76,3270000000,,"ASX",550098,1.04,1.06,7.59,267300000,2.06,2.89,21.17,4.82,20.87,19.58,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,1.37,2.19,3210000000,15.92,0.31,0.31,0.57,0.59,0.57,,78.35,9.88,2.38,2.69,29.97,29.97,30.19,30.19,61.25,61.25,61.69,61.69,11.61,8.11,8.64,8.11,6.94,7.03,6.94,14,14.16,14,0.7,146.42,41.09,15.05,15.05,10.29,5.62,5.36,6.21,2.8,6.77
"ANP",0.038,,,,0.003,0.07894999999999999,"2017-02-10",0.04,0.041,0.041,0.06,0.028,6620000,,"ASX",122000,-0.014,,0.028,-2540000,4.017,1.357,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.01,1.27,6530000,,0,,0,,0,,,0.03,0.03,7.1,0,0,0,0,0,0,0,0,,-43.1,-40.54,-43.1,-38.64,-36.14,-38.64,-43.1,-40.54,-43.1,1.49,131.58,,-224.26,-224.78,-222.1,,65.53,10.74,,
"ANQ",0.002,,,,0.001,0.5,"2017-02-10",0.003,0.003,0.003,0.009,0.001,8020000,,"ASX",200000,-0.003,,-0.005,-5870000,433.509,,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,,9310000,,0,,0,,0,,,0,0,0.31,,,165.45,165.45,,,,,-8.38,,,,-77.33,-83.92,-77.33,,,,0.3,1737.62,-62164.8,-86480.54,-93813.63,-59370.48,,-42.21,,,
"ANR",1.2,,,,-0.03,-0.025,"2017-02-10",1.17,1.2,1.17,1.64,0.97,57810000,,"ASX",39320,-0.01,-0.06,0.27,"-990867.00",24.22,4.4,,0,,58.5,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.02,4.4,59300000,,0,,0,,0,,,0.27,0.28,31.27,0,0,0,0,0,0,0,0,,-7.64,-28.8,-7.64,-7.41,-26.49,-7.41,-7.64,-28.8,-7.64,,30.25,,-25.31,-25.85,-25.85,,969.65,,,
"ANW",0.01,,,,0.001,0.1,"2017-02-10",0.01,0.011,0.011,0.021,0.003,16579999.999999998,,"ASX",1834600,-0.001,,0.007,-1030000,6211.71,1.429,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,1.54,16579999.999999998,,0,,0,,0,,,0.01,0,0.47,0,0,1.17,1.17,0,0,1.36,1.36,,-13.14,-13.73,-13.14,-11.9,-12.68,-11.9,-13.24,-13.94,-13.24,3.04,975.8,,-52015.29,-53042.15,-53210.33,,-49.98,,,
"ANZ",29.15,7.85,1.68,"11/14/2016",0.34,0.011699999999999999,"2017-02-10",29.36,29.59,29.49,31.84,21.86,85490000000,,"ASX",4355898,1.89,2.3,19.94,"0.00",4.54,1.46,15.58,1.7,12.82,12.29,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,1.89,1.46,84560000000,15.2,0.8,0.8,1.6,1.6,1.6,,4564,19.94,20.62,,,,15.39,15.39,198.14,198.14,243.48,243.48,,,,,0.63,0.86,0.63,9.92,13.62,9.92,1.39,2923.55,,43.57,34.08,23.84,1.33,-0.33,2.99,-0.97,-0.25
"AOA",0.008,,,,0,0,"2017-02-10",0.008,0.008,0.008,0.015,0.005,1920000,,"ASX",62500,-0.004,,0.01,"-301544.00",,0.8,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,0.71,2380000,,0,,0,,0,,,0.01,0,2.92,0,0,0,0,0,0,0,0,,-37.26,-22.36,-37.26,-35.96,-21.49,-35.96,-37.26,-22.36,-37.26,,151.23,,-13382.86,-13382.86,-13382.86,,-31.81,,,
"AOD",0.695,,,,0,0,"2017-02-10",0.695,0.695,0.695,0.755,0.67,13920000000,,"ASX",57136,-0.131,,0.708,"0.00",,0.982,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.07,0.99,10880000,,0.03,0,0.05,0.04,0.06,,1.03,0.71,0.18,,17.66,28.63,17.66,28.63,21.68,47.75,21.68,47.75,-10.95,-5.48,-0.3,-9.69,-5.16,-0.27,-8.88,-8.15,-0.45,-13.41,0.74,13.12,,,,,,,,,
"AOF",2.07,,,"9/29/2016",0,0,"2017-02-10",2.07,2.08,2.07,2.29,1.97,,,"ASX",11928,,0.17,0,"0.00",,,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,,1.05,290570000,,,0.04,0,0.01,,,16.42,1.95,0.08,,29.14,,29.14,,43.08,,43.08,,,,,4.82,,,4.75,,,8.12,,102.75,,,,,,,,,
"AOG",3.18,,,"6/29/2016",0.09,0.028300000000000002,"2017-02-10",3.18,3.27,3.27,3.69,2.77,1770000000,,"ASX",1201707,0.22,0.19,3.01,61000000,3.87,1.06,14.8,0.75,17.21,14.22,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.22,1.04,1840000000,14.23,0.08,0.08,0.08,0.08,0.08,,25.8,3.01,0.06,0.17,11.3,11.3,48.46,48.46,28.37,28.37,121.71,121.71,,5.76,-3.68,5.76,3.14,-1.79,3.14,7.48,-4.98,7.48,1.43,279.68,38.51,19.16,35.19,26.41,7.11,4.87,6.54,-6.99,-21.36
"AOH",0.14,,,,0,-0.0345,"2017-02-10",0.14,0.14,0.14,0.15,0.09,75180000,,"ASX",325363,-0.01,-0.01,0.11,-6320000,,1.36,,-1.28,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.01,1.36,74870000,,,,,,0,,0,0.11,0.08,73.31,0,0,0,0,0,0,0,0,,-8.58,-6.65,-8.58,-8.5,-6.18,-8.5,-8.64,-7.55,-8.64,1.28,453.8,,-468.8,-468.8,-443.47,,6.73,16.65,,
"AOK",0.045,,,,-0.001,-0.02222,"2017-02-10",0.044,0.045,0.044,0.067,0.04,24750000,,"ASX",257347,-0.036,0,0.067,"-127324.00",3.3,0.672,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.05,0.78,25230000,,0,,0,,0,,,0.1,0.06,10.78,28.41,25.76,32.19,33.85,42.8,39.86,48.48,52.39,-3.41,-31.17,,-29.34,-29.55,,-28.01,-42.75,,-58.31,-0.17,399.76,42.48,-1.1,-213.08,-208.37,,,,,
"AON",0.12,,,,0,0.0435,"2017-02-10",0.12,0.12,0.12,0.15,0.03,14890000,,"ASX",169370,-0.47,,0.05,-1060000,1712.64,2.5,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.3,4.02,15610000,,0,,0,,0,,,0.03,0.01,1.09,0,0,0,0,0,0,0,0,,-174.27,-48.13,-174.27,-165.84,-45.84,-165.84,-174.27,-48.13,-174.27,2.83,48.6,,-103318.7,-103318.7,-103318.7,,-48.53,,,
"AOU",0.22,,,,0.015,0.06817999999999999,"2017-02-10",0.235,0.235,0.235,0.235,0.061,18050000,,"ASX",100000,0.038,,0.113,-1250000,384.995,1.947,6.184,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.05,2.04,19600000,,0,,0,,0,,,0.11,0.07,65.23,0,0,0,0,0,0,0,0,-1.59,-54.01,,-54.01,-40.48,,-40.48,-54.01,,-54.01,-0.74,43.9,,-2848.83,-4116.84,-7862.79,,,,,
"AOW",0.054,,,,-0.003,-0.05556,"2017-02-10",0.051,0.052,0.051,0.21,0.051,9640000,,"ASX",95342,-0.014,,0.058,-2310000,,0.931,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.01,1.35,10430000,,0,,0,,0,,,0.04,0.02,20.26,0,0,0,0,0,0,0,0,,-24.93,,-24.93,-24.39,,-24.39,-24.94,,-24.94,,27.87,,-5865.92,-5983.69,-5980.34,,,,,
"APA",8.51,4.72,0.3,"6/29/2016",0.04,0.004699999999999999,"2017-02-10",8.42,8.57,8.55,9.85,7.15,9530000000,,"ASX",4189795,0.16,0.22,3.62,1330000000,4.53,2.35,53.11,1.27,38.86,34.2,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.16,2.29,9320000000,51.86,0.22,0.2,0.42,0.37,0.42,,370.37,3.62,0.08,0.48,62.75,62.75,65.52,65.52,231.18,231.18,241.35,241.35,1.64,1.29,3.51,1.29,1.22,3.28,1.22,4.27,10.89,4.27,0.9,1108.23,72.66,63.41,38.34,8.64,10.61,14.02,18.44,-3.18,-2.51
"APC",0.12,,,,0,0.0435,"2017-02-10",0.12,0.12,0.12,0.12,0.06,17710000,,"ASX",569247,-0.04,,0,-4730000,1004.74,23,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.04,24.56,25470000,,0,,0,,0,,,0,0,5.42,0,0,0,0,0,0,0,0,,-1102.58,-212.12,-1102.58,-828.41,-189.47,-828.41,-1102.58,-212.12,-1102.58,-2.84,186.96,,-28510,-28510,-27997.04,,,,,
"APD",0.41,,,"3/15/2016",-0.01,-0.024399999999999998,"2017-02-10",0.4,0.41,0.4,0.64,0.35,117080000,,"ASX",141608,0.17,0.01,0.47,5400000,6.04,0.88,2.35,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.02,0.85,128740000.00000001,17.25,0,0,0.02,0.02,0.02,,4.66,0.47,0.25,1.66,0,0,15.71,15.71,0,0,26.57,26.57,,6.05,11.48,6.05,4.31,8.97,4.31,6.14,10.47,6.14,0.66,147.1,87.41,27.35,49.37,36.65,,-1.06,-1.74,,-12.35
"APE",9.22,,,"3/24/2016",-0.04,-0.0043,"2017-02-10",9.13,9.34,9.18,12.5,8.41,1700000000,,"ASX",40603,0.48,0.52,3.77,165800000,0.5,2.45,19.13,2.1,17.65,16.11,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.48,2.46,1760000000,19.23,0.13,0.13,0.32,0.33,0.33,,54.33,3.77,0.2,1.29,14.09,18.17,41.24,46.43,30.19,45,88.4,114.97,8.13,9.69,8.94,9.95,5.89,5.5,6.11,13.74,12.88,13.49,0.62,81.29,18.49,4.83,4.21,2.67,22.26,12.38,11.72,17.3,14.49
"APG",0.007,,,,0,0,"2017-02-10",0.007,0.007,0.007,0.018,0.003,10390000,,"ASX",738841,0.001,,0.024,-2049999.9999999998,,0.292,7,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,0.25,9820000,9.59,0,,0,,0,,,0.02,0,1.02,0.29,0.29,0.52,0.52,0.3,0.3,0.54,0.54,,2.81,2.14,2.81,2.7,2,2.7,2.82,2.16,2.82,2.99,899.51,,,,,,,,,
"API",1.94,,,"11/3/2016",0.015,0.00773,"2017-02-10",1.932,1.967,1.955,2.155,1.565,956180000,,"ASX",959537,0.105,0.12,1.097,102780000,0.247,1.768,18.619,1.53,16.292,15.038,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.1,1.71,937970000,18.31,0.04,0.04,0.06,0.06,0.06,,24.43,1.1,0.05,1.34,0.56,3.34,0.77,3.55,1.52,9.02,2.08,9.58,9.51,8.84,1.85,8.84,3.7,0.86,3.7,9.92,2.18,9.92,1.06,479.56,12.45,2.81,2.27,1.35,,2.31,,,
"APL",1.1,,,,-0.01,-0.0091,"2017-02-10",1.09,1.1,1.09,1.1,1.02,,,"ASX",144458,,,0,"0.00",,,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"APN",2.53,,,"8/30/2012",0.05,0.019799999999999998,"2017-02-10",2.52,2.6,2.58,4.73,2.4,505710000,,"ASX",613981,-1.8,0.19,1.39,139460000,0.58,1.82,,-0.64,13.58,12.29,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.15,0.97,774890000,,0,,0,,0,,,2.57,0.13,1.12,41.46,29.38,41.57,29.38,110.29,67.42,110.57,67.42,6.17,-2.52,-9.32,-0.46,-2.09,-7,-0.39,-7.05,-22.12,-2.37,1.8,295.64,,10.64,5.13,-3.36,,-4.23,-4.43,,
"APO",5.65,,,"3/9/2016",0.06,0.0106,"2017-02-10",5.62,5.73,5.71,8.28,4.35,951370000,,"ASX",689413,0.29,0.31,1.5,81430000,2.99,3.77,19.97,1.27,18.42,16.31,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.29,3.79,929710000,19.55,0.06,0.06,0.16,0.18,0.18,,9.16,1.49,0.05,1.9,17.83,15.42,17.87,15.42,27.97,23.44,28.03,23.44,17.85,14.33,,12.12,12.9,,10.9,20.06,,17.68,,154.73,91.57,25.85,22.59,15.14,,,,,
"APW",1.57,,,"9/29/2016",-0.005,-0.00318,"2017-02-10",1.565,1.565,1.565,1.59,1.1,,,"ASX",7310,0.095,,0,"0.00",,,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.22,0.65,726480000,7.19,0.03,,0.05,,0.05,,1.99,1.94,0.02,2.91,0,0,0,0,0,0,0,0,,11.16,7.12,17.19,11.06,6.08,17.11,11.16,7.12,17.19,0.72,27.97,96.17,91.74,91.74,91.74,,,,,
"APX",2.8,,,"9/1/2016",-0.01,-0.0036,"2017-02-10",2.77,2.84,2.79,3.62,1.25,270900000,,"ASX",218720,0.11,0.11,0.32,18030000,2.71,8.7,24.91,0,25.36,21.46,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.11,9.27,267250000,24.55,0.02,0.02,0.04,0.05,0.05,,1.16,0.3,0.13,2.64,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,42.99,37.43,,32.34,28.88,,23.03,40.29,,34.4,,73.27,47.97,21.31,19.64,11,,,,,
"APY",0.01,,,,0,0,"2017-02-10",0.01,0.01,0.01,0.02,0.01,11590000,,"ASX",200000,0.01,0,0.01,-3210000,19.95,1.67,1.67,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.01,1.7,11630000,1.65,0,,0,,0,,,0.01,0.01,36.73,0,0,0,0,0,0,0,0,,103.27,,-115.12,85.81,,-108.05,103.27,,-115.12,-0.04,771.12,,-557.44,-285.64,1184.74,,,,,
"APZ",1.04,,,"6/29/2016",-0.01,-0.0096,"2017-02-10",1.03,1.03,1.03,1.29,0.97,116460000,,"ASX",5004,0.08,0.06,1.3,5050000,3.16,0.8,12.41,0.2,17.17,11.44,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.08,0.83,106990000,12.89,0.05,0.02,0.09,0.07,0.09,,10.34,1.25,0.43,5.51,0,0,0,0,0,0,0,0,1.79,4.5,-15.58,4.5,3.9,-11.42,3.9,5.8,-19.9,5.8,0.07,70.36,50.49,23.05,34.2,26.24,-11.63,-14.71,0.34,-21.05,-26.82
