"symbol","previousClose","open","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio"
"KNO",0.15,0.155,,,,0.015,0.1,"2017-02-02",0.155,0.18,0.165,0.355,0.125,12890000,,"ASX",144539,-0.019,0,0.032,-1410000,10.851,4.688,,0,,,"0.000"
"KOR",0.02,0.02,,,,0,0.11109999999999999,"2017-02-02",0.02,0.02,0.02,0.06,0.02,4160000,,"ASX",28000,-0.01,0,0,"168619.00",,3.6,,0,,,"0.00"
"KOV",2.6,2.62,,,"8/25/2016",0.04,0.0154,"2017-02-02",2.62,2.64,2.64,2.85,1.99,28960000,,"ASX",619,0,-0.07,2.78,1790000,0.58,0.94,,-2.86,,,"0.00"
"KPO",0.099,0.1,,,,-0.004,-0.0404,"2017-02-02",0.093,0.1,0.095,0.16,0.023,12670000,,"ASX",560527,-0.13,,0.013,-1750000,25.185,7.615,,0,,,"0.000"
"KPT",25,24.5,,,,-0.5,-0.02,"2017-02-02",24.5,25,24.5,28.81,10.96,42090000,,"ASX",809,-1.66,,7.3,-2760000,505.29,3.42,,0,,,"0.00"
"KSC",1.56,1.56,,,"3/18/2016",0.025,0.01603,"2017-02-02",1.56,1.6,1.585,1.77,1.15,192100000,,"ASX",22974,-0.87,0.06,1.645,40250000,0.275,0.948,,0.63,26.417,17.611,"0.000"
"KSL",1.05,1.05,,,"9/2/2016",0,0,"2017-02-02",1.04,1.05,1.05,1.16,0.85,171980000,,"ASX",88847,,0.25,0,"0.00",,,,1.52,4.2,3.62,"0.00"
"KSN",0.031,0.031,,,,0.001,0.03226,"2017-02-02",0.031,0.034,0.032,0.044,0.004,21130000,,"ASX",4345393,-0.027,,0.004,"-295763.00",,7.75,,0,,,"0.000"
"KYK",0.18,0.2,,,,0.03,0.16670000000000001,"2017-02-02",0.2,0.21,0.21,0.31,0.12,7270000,,"ASX",143948,,,0.04,"-181999.00",11.11,4.62,,0,,,"0.00"
"KZR",0.19,0.19,,,,0,0,"2017-02-02",0.19,0.19,0.19,0.22,0.19,15810000000,,"ASX",153000,-0.03,,0.01,"288430.00",3133.93,13.57,,0,,,"0.00"
"LAU",0.37,0.37,,,"3/17/2016",0,0,"2017-02-02",0.37,0.37,0.37,0.54,0.36,107280000,,"ASX",388583,0.03,0.04,0.29,36010000,0.33,1.27,13.21,0,,,"0.00"
"LBT",0.34,0.34,,,,0,0,"2017-02-02",0.34,0.34,0.34,1.09,0.1,39100000,,"ASX",180484,0.03,,0.17,4450000,5.06,2.04,10.97,0,,,"0.00"
"LCA",0.63,0.635,,,,0.005,0.007940000000000001,"2017-02-02",0.635,0.635,0.635,0.635,0.635,20390000,,"ASX",42400,-0.069,,0.173,-3200000,35.797,3.642,,0,,,"0.000"
"LCD",0.03,0.03,,,,0,0.07139999999999999,"2017-02-02",0.03,0.03,0.03,0.06,0.03,2290000,,"ASX",180000,-0.02,,-0.01,"-322975.00",,,,0,,,"0.00"
"LCK",0.15,0.15,,,,0,0,"2017-02-02",0.15,0.15,0.15,0.4,0.09,39880000,,"ASX",30250,-0.02,,0.04,-5330000,1017.11,3.66,,0,,,"0.00"
"LCM",0.385,0.385,,,"9/9/2015",-0.01,-0.02597,"2017-02-02",0.375,0.385,0.375,0.59,0.36,25810000,,"ASX",43300,-0.555,0.05,0.634,-11810000,0.245,0.607,,22.57,7.5,6.25,"0.000"
"LCR",0.002,0.002,,,,0,0,"2017-02-02",0.002,0.002,0.002,0.007,0.001,2020000,,"ASX",5175341,-0.001,,0,"-311049.00",22.929,,,0,,,"0.000"
"LCT",0.12,0.12,,,,0,0,"2017-02-02",0.12,0.12,0.12,0.12,0.05,59580000,,"ASX",426560,-0.01,,0.01,-3340000,83.63,10.91,,0,,,"0.00"
"LCY",0.006,0.006,,,,0,0,"2017-02-02",0.006,0.006,0.006,0.016,0.002,8810000,,"ASX",1,-0.001,,0.01,"-985302.00",48.032,0.6,,0,,,"0.000"
"LEG",0.012,0.012,,,,0,0,"2017-02-02",0.012,0.012,0.012,0.018,0.007,24410000,,"ASX",450000,-0.001,,0.008,-1830000,206.348,1.5,,0,,,"0.000"
"LEP",4.31,4.38,,,"6/29/2016",0.07,0.016200000000000003,"2017-02-02",4.35,4.4,4.38,4.8,3.74,857470000,,"ASX",17262,0.47,0.15,2.53,49440000,15.02,1.7,9.42,11.6,29.2,29.2,"0.00"
"LER",0.15,0.15,,,,-0.005,-0.03333,"2017-02-02",0.145,0.15,0.145,0.19,0.1,20700000,,"ASX",168793,-0.021,-0.01,0.012,-3160000,144.794,12.5,,0,,,"0.000"
"LGO",0.002,0.002,,,,0,0,"2017-02-02",0.002,0.002,0.002,0.012,0.002,2430000,,"ASX",150000,-0.001,,0.001,"-561872.00",250.378,2,,0,,,"0.000"
"LHC",2.34,2.34,,,"9/1/2016",0.01,0.0043,"2017-02-02",2.31,2.38,2.35,3.02,1.25,99960000,,"ASX",15187,0.17,0.21,1.02,19180000,0.87,2.29,13.82,0,11.19,10.22,"0.00"
"LHM",0.038,0.038,,,,0,0,"2017-02-02",0.038,0.038,0.038,0.15,0.021,39880000000,,"ASX",126,-0.001,,0.002,"0.00",249229952,19,,0,,,"0.000"
"LIC",3.67,3.75,,,"9/8/2016",0,0,"2017-02-02",3.67,3.75,3.67,4,2.36,382450000,,"ASX",7807,0.19,0.21,1.26,10600000,5.47,2.91,19.84,2.31,17.48,15.29,"0.00"
"LIT",0.17,0.18,,,,0.005,0.02941,"2017-02-02",0.17,0.18,0.175,0.38,0.12,40530000,,"ASX",187620,-0.008,,0.043,-3300000,1375.185,3.953,,0,,,"0.000"
"LKO",0.001,0.002,,,"11/27/2014",0.001,1,"2017-02-02",0.001,0.002,0.002,0.003,0.001,23730000,,"ASX",3775000,-0.004,,0.001,-2049999.9999999998,170.937,1,,0,,,"0.000"
"LLC",14.26,14.37,4.5,0.45,"8/24/2016",0.21,0.0147,"2017-02-02",14.25,14.72,14.47,14.86,11.48,8000000000,,"ASX",3342943,1.2,1.29,10.15,680500000,0.52,1.41,12.05,1,11.22,10.49,"0.00"
"LMG",0.028,0.028,,,,-0.001,-0.03571,"2017-02-02",0.027,0.028,0.027,0.038,0.007,33369999.999999996,,"ASX",545700,-0.001,,0.005,-1040000,,5.6,,0,,,"0.000"
"LML",0.04,0.04,,,,0,-0.0909,"2017-02-02",0.04,0.04,0.04,0.08,0.03,14740000,,"ASX",75506,0,,0.02,-1020000,,2.59,,0,,,"0.00"
"LNG",0.84,0.85,,,,-0.02,-0.023799999999999998,"2017-02-02",0.81,0.88,0.82,1.29,0.46,418990000,,"ASX",2241363,-0.23,0,0.16,-122190000,754.32,5.22,,0,,,"0.00"
"LNK",7.68,7.6,,,,-0.12,-0.015600000000000001,"2017-02-02",7.52,7.63,7.56,9,6.95,2720000000,,"ASX",1352683,0.13,0.33,1.62,132650000,3.56,4.75,60,1.39,22.91,18.9,"0.00"
"LNU",0.048,0.048,,,,0,0,"2017-02-02",0.048,0.049,0.048,0.094,0.036,26990000,,"ASX",450000,-0.045,,0.014,-4090000,1869.971,3.429,,0,,,"0.000"
"LNY",0.004,0.003,,,,-0.001,-0.25,"2017-02-02",0.003,0.003,0.003,0.006,0.002,9070000,,"ASX",1000000,0,,0.003,"-673892.00",12092312,1.333,,0,,,"0.000"
"LOM",0.39,0.39,,,,-0.015,-0.03846,"2017-02-02",0.365,0.39,0.375,0.55,0.28,121160000,,"ASX",1022449,0.008,0,0.164,-3590000,,2.378,46.875,0,,,"0.000"
"LOV",3.88,3.83,,,"3/11/2016",-0.1,-0.0258,"2017-02-02",3.78,3.87,3.78,4.1,1.85,396900000,,"ASX",28150,0.16,0.23,0.11,30420000,2.65,36.6,24.08,0.67,16.43,15.12,"0.00"
"LPD",0.012,0.012,,,,0,0,"2017-02-02",0.012,0.013,0.012,0.013,0.012,,,"ASX",2188683,-0.005,,0,"0.00",,,,0,,,"0.000"
"LPE",0.02,0.02,,,,0,-0.0909,"2017-02-02",0.02,0.02,0.02,0.05,0.02,27140000,,"ASX",3793812,-0.01,,0,-8650000,16.95,7.33,,0,,,"0.00"
"LPI",0.29,0.29,,,,0.01,0.0169,"2017-02-02",0.29,0.31,0.3,0.5,0.2,33509999.999999996,,"ASX",391151,-0.04,,0.07,"0.00",,4.4,,0,,,"0.00"
"LRS",0.016,0.016,,,,0.001,0.0625,"2017-02-02",0.016,0.017,0.017,0.024,0.003,20650000,,"ASX",21765145,-0.015,,0.002,-9830000,50.145,8,,0,,,"0.000"
"LSH",0.33,0.33,,,,0,0,"2017-02-02",0.32,0.34,0.33,0.44,0.32,24500000,,"ASX",262811,,,0,"0.00",,82.5,,0,,,"0.00"
"LSR",0.01,0.01,,,,0,0.11109999999999999,"2017-02-02",0.01,0.01,0.01,0.06,0.01,3860000,,"ASX",40000,-0.01,,0,-1840000,,3,,0,,,"0.00"
"LSX",0.43,0.43,,,,0,0,"2017-02-02",0.43,0.43,0.43,0.45,0.2,,,"ASX",3669,0.1,,0,"0.00",,,,0,,,"0.00"
"LTN",0.1,0.105,,,"12/23/2008",0.005,0.05,"2017-02-02",0.105,0.105,0.105,0.145,0.084,92740000,,"ASX",70000,-0.001,0,0.096,5810000,2.288,1.042,,0,,,"0.000"
"LTR",0.026,0.026,,,,0,0,"2017-02-02",0.026,0.026,0.026,0.046,0.012,18190000,,"ASX",2140856,-0.009,,0.004,"-790746.00",,6.5,,0,,,"0.000"
"LVH",0.4,0.41,,,,0.025,0.0625,"2017-02-02",0.41,0.43,0.425,0.45,0.1,85000000,,"ASX",633654,-0.033,-0.03,0.055,-3270000,258.014,7.273,,0,,,"0.000"
"LWP",0.001,0.002,,,,0,0,"2017-02-02",0.001,0.002,0.001,0.008,0.001,4560000,,"ASX",1592525,-0.002,,0.001,-6800000,,1,,0,,,"0.000"
"LYC",0.086,0.088,,,,0.005,0.05814,"2017-02-02",0.088,0.092,0.091,0.097,0.048,317450000,,"ASX",27281182,-0.027,-0.03,0.02,-43700000,1.571,4.3,,0,,,"0.000"
"LYL",2.62,2.6,,,"3/31/2016",-0.02,-0.0076,"2017-02-02",2.6,2.61,2.6,3.01,1.13,103300000,,"ASX",2600,0.08,0.26,1.54,5480000,0.84,1.7,32.5,0,,,"0.00"
"M7T",0.35,0.35,,,,-0.01,-0.0286,"2017-02-02",0.34,0.35,0.34,0.8,0.31,31960000,,"ASX",21658,-0.28,,0.25,-4900000,17.69,1.4,,0,,,"0.00"
"MA1",0.88,0.88,,,,0,-0.005699999999999999,"2017-02-02",0.87,0.88,0.87,1.02,0.87,45640000,,"ASX",6454,0,,0.97,"0.00",52.39,0.9,,0,,,"0.00"
"MAH",0.145,0.145,0,0,"9/6/2012",0.002,0.01379,"2017-02-02",0.145,0.147,0.147,0.16,0.085,175780000,,"ASX",603357,0.001,0.01,0.173,25470000,0.499,0.838,147,-1.01,14.7,,"0.000"
"MAQ",11.22,11.25,,,"3/11/2016",0,0,"2017-02-02",11.21,11.25,11.22,13.75,8.15,235250000,,"ASX",7550,0.25,0.16,3.93,24720000,1.16,2.85,45.24,0,,,"0.00"
"MAR",0.003,0.002,,,,-0.001,-0.33332999999999996,"2017-02-02",0.002,0.002,0.002,0.006,0.002,2270000,,"ASX",400000,-0.001,,0.008,-1060000,1467.505,0.375,,0,,,"0.000"
"MAT",0.175,0.18,,,,0.01,0.05714,"2017-02-02",0.155,0.185,0.185,0.32,0.12,26670000,,"ASX",571552,-0.011,,0.094,"-968052.00",,1.862,,0,,,"0.000"
"MAY",0.023,0.024,,,,0,0,"2017-02-02",0.023,0.024,0.023,0.024,0.023,,,"ASX",1321058,-0.013,,0,"0.00",,,,0,,,"0.000"
"MBE",0.13,0.13,,,,0.01,0.07690000000000001,"2017-02-02",0.13,0.14,0.14,0.4,0.11,61080000,,"ASX",486061,0.01,0.02,0.09,7710000,0.94,1.41,12.73,0,,,"0.00"
"MBK",0.03,0.03,,,,0,0.0345,"2017-02-02",0.03,0.03,0.03,0.04,0,15290000,,"ASX",527282,0,,0.01,"-484156.00",4945.3,4.83,,0,,,"0.00"
"MCA",0.06,0.06,,,,0,0.0345,"2017-02-02",0.06,0.06,0.06,0.06,0.06,20810000000,,"ASX",368115,,,0,"0.00",,,,0,,,"0.00"
"MCE",0.51,0.51,,,"9/14/2015",-0.01,-0.0196,"2017-02-02",0.46,0.51,0.5,0.59,0.32,46880000,,"ASX",98825,-0.02,0,1.42,6900000,0.5,0.36,,0,,16.67,"0.00"
"MCP",1.05,1.07,,,"10/20/2016",0,-0.004699999999999999,"2017-02-02",1.05,1.09,1.05,1.25,0.66,108480000,,"ASX",82532,0.11,0.14,1.01,20780000,0.35,1.04,9.46,-25.62,7.5,6.56,"0.00"
"MCR",0.27,0.27,0,0,"2/19/2015",0.01,0.037000000000000005,"2017-02-02",0.27,0.28,0.28,0.48,0.12,52870000,,"ASX",480070,-0.22,-0.04,0.13,-11990000,2.75,2.11,,0,,,"0.00"
"MCT",0.059,0.06,,,,-0.001,-0.01695,"2017-02-02",0.058,0.062,0.058,0.102,0.044,26100000,,"ASX",1090165,-0.008,,0.007,-2580000,3384.652,8.429,,0,,,"0.000"
"MCY",2.95,2.95,,,"9/13/2016",0,0,"2017-02-02",2.95,2.95,2.95,3.24,2.3,4059999999.9999995,,"ASX",200,0.08,,1.75,347690000,3.58,1.69,35.12,0,,,"0.00"
"MDC",0.79,0.79,,,,0.01,0.0127,"2017-02-02",0.79,0.8,0.8,0.9,0.18,128669999.99999999,,"ASX",8666,-0.02,0,0.02,-3580000,48.49,49.38,,0,,80,"0.00"
"MDL",0.57,0.56,,,,0.01,0.0175,"2017-02-02",0.56,0.58,0.58,0.62,0.19,60130000,,"ASX",155300,-0.41,0.05,2.47,-50010000,,0.23,,-0.41,11.6,4.46,"0.00"
"MDR",0.033,0.034,,,,0.002,0.06061,"2017-02-02",0.034,0.035,0.035,0.052,0.026,24040000,,"ASX",50000,-0.005,,0.004,-2880000,15.9,8.25,,0,,,"0.000"
"MDX",0.003,0.003,,,,0,0,"2017-02-02",0.003,0.003,0.003,0.011,0.001,1630000,,"ASX",25000,-0.002,,0.002,"-829616.00",8254.44,1.5,,0,,,"0.000"
"MEA",0.75,0.75,,,"9/13/2016",-0.01,-0.013300000000000001,"2017-02-02",0.74,0.75,0.74,1.76,0.71,99270000,,"ASX",185183,0.08,0.09,0.72,18150000,0.83,1.04,9.02,0,8.22,6.73,"0.00"
"MED",0.018,0.018,,,,-0.001,-0.05556,"2017-02-02",0.017,0.02,0.017,0.035,0.012,7670000,,"ASX",5128755,-0.01,,0.015,-1880000,10.26,1.2,,0,,,"0.000"
"MEL",0.045,0.045,,,,-0.003,-0.06667,"2017-02-02",0.042,0.045,0.042,0.07,0.04,16850000,,"ASX",132227,0.053,0,0.072,-1960000,25.458,0.625,0.792,0,,,"0.000"
"MEM",0.003,0.003,,,,0,0,"2017-02-02",0.003,0.003,0.003,0.014,0.003,1710000,,"ASX",350000,-0.007,,0.003,-1340000,26.7,1,,0,,,"0.000"
"MEP",0.075,0.075,,,,0.001,0.01333,"2017-02-02",0.075,0.076,0.076,0.135,0.05,16140000,,"ASX",303621,-0.056,0,0.067,"-849987.00",46.514,1.119,,0,,,"0.000"
"MEU",0.023,0.022,,,,-0.001,-0.04348,"2017-02-02",0.022,0.022,0.022,0.031,0.01,9080000,,"ASX",327000,-0.001,,0.01,"-406969.00",,2.3,,0,,,"0.000"
"MEZ",2.52,2.55,,,"9/29/2016",0,0,"2017-02-02",2.52,2.55,2.52,3,2.05,6450000000,,"ASX",12628,0.05,,1.43,446200000,3.75,1.76,48.46,0,,,"0.00"
"MFD",1.12,1.14,,,,0.03,0.0268,"2017-02-02",1.11,1.15,1.15,1.15,1.11,34500000,,"ASX",203950,0.03,,0.71,1310000,1.48,1.59,42.59,0,,,"0.00"
"MFF",1.83,1.83,,,,-0.015,-0.008199999999999999,"2017-02-02",1.815,1.85,1.815,1.955,1.59,,,"ASX",398811,-0.021,,0,"0.00",,,,0,,,"0.000"
"MFG",23.41,23.31,,,"8/17/2016",0.02,0.0009,"2017-02-02",23.18,23.49,23.43,26.05,19.72,3790000000,,"ASX",486048,1.15,1.12,2.2,261640000,11.34,10.62,20.29,1.58,20.92,17.62,"0.00"
"MGC",0.98,0.98,,,"9/5/2016",-0.005,-0.0051,"2017-02-02",0.957,0.985,0.975,2.52,0.825,199700000,,"ASX",277849,0.198,0.06,5.74,117100000,0.072,0.171,4.924,1.3,16.25,10.833,"0.000"
"MGE",2.6,2.6,,,,-0.02,-0.0077,"2017-02-02",2.58,2.62,2.58,2.72,2.39,,,"ASX",364828,,,0,,,,,0,,,
"MGL",0.041,0.041,,,,0,0,"2017-02-02",0.041,0.041,0.041,0.05,0.016,46420000,,"ASX",1642658,0,,0.03,3380000,0.336,1.367,,0,,,"0.000"
"MGR",2.04,2.02,,,"6/29/2016",0,0,"2017-02-02",2.01,2.05,2.04,2.34,1.78,7550000000,,"ASX",16435827,0.28,0.14,1.94,708000000,3.1,1.05,7.31,3.29,14.57,13.6,"0.00"
"MGV",0.071,0.072,,,,0.004,0.05634,"2017-02-02",0.072,0.075,0.075,0.13,0.016,13500000,,"ASX",20000,-0.05,,0.063,"-504226.00",167.12,1.127,,0,,,"0.000"
"MGX",0.38,0.38,,,"9/26/2014",0,0,"2017-02-02",0.38,0.38,0.38,0.4,0.17,414690000,,"ASX",1129465,0.08,0.02,0.36,8930000,1.76,1.06,4.81,-0.1,19,38,"0.00"
"MHC",0.04,0.044,,,,0.004,0.1,"2017-02-02",0.044,0.044,0.044,0.05,0.022,5990000,,"ASX",105388,-0.004,,0.042,"-246522.00",1391.317,0.952,,0,,,"0.000"
"MHG",2.57,2.58,,,,0.01,0.0039000000000000003,"2017-02-02",2.58,2.58,2.58,2.58,2.2,,,"ASX",10320,,,0,,,,,0,,,
"MHI",0.175,0.175,,,"1/20/2016",0,0,"2017-02-02",0.175,0.175,0.175,0.21,0.16,16500000,,"ASX",10,0.039,,0.53,4860000,0.204,0.33,4.487,0,,,"0.000"
"MHJ",1.3,1.3,,,"9/7/2016",-0.02,-0.0154,"2017-02-02",1.26,1.3,1.28,1.83,1.15,,,"ASX",51334,0.05,0.09,0,"0.00",,,,0.81,14.22,12.8,"0.00"
"MIG",0.042,0.044,,,,0.002,0.047619999999999996,"2017-02-02",0.044,0.044,0.044,0.88,0.044,12870000,,"ASX",120000,-0.1,-0.04,0.006,-24490000,0.51,7,,0,,2.2,"0.000"
"MIL",1.53,1.53,,,"9/13/2016",0.04,0.026099999999999998,"2017-02-02",1.53,1.57,1.57,2.32,1,72110000,,"ASX",57623,0.02,0.17,0.27,13030000,0.44,5.62,65.42,0,9.24,8.26,"0.00"
"MIN",12.44,12.56,3.37,0.31,"8/31/2016",0.09,0.0072,"2017-02-02",12.43,12.81,12.53,13.51,3.63,2340000000,,"ASX",901774,-0.13,0.91,5.3,281450000,1.96,2.35,,-2.38,13.77,12.92,"0.00"
"MIR",2.85,2.85,,,,0.04,0.013999999999999999,"2017-02-02",2.84,2.89,2.89,3.12,2.5,451610000,,"ASX",73286,0.05,,2.13,"0.00",43.41,1.33,57.8,0,,,"0.00"
"MJP",0.26,0.26,,,,0,0,"2017-02-02",0.26,0.26,0.26,0.68,0.23,103180000,,"ASX",20000,0.02,,0.06,-7930000,2886.53,4.06,13.68,0,,,"0.00"
"MLA",0.051,0.051,,,,0,0,"2017-02-02",0.051,0.051,0.051,0.06,0.04,6980000,,"ASX",11000,-0.032,,0.051,"510095.00",0.562,1,,0,,,"0.000"
"MLB",1.95,1.95,0,0,"9/8/2016",-0.03,-0.0154,"2017-02-02",1.92,1.95,1.92,2.2,1.65,193390000,,"ASX",19245,0.07,0.11,1.39,20750000,1.18,1.4,27.83,4.11,17.45,12,"0.00"
"MLD",1.635,1.64,,,"9/2/2016",0,0,"2017-02-02",1.62,1.67,1.635,1.95,0.69,380750000,,"ASX",417779,0.104,0.13,1.101,93950000,0.883,1.485,15.721,-0.67,12.577,8.605,"0.000"
"MLM",0.058,0.059,,,,0.001,0.01724,"2017-02-02",0.058,0.06,0.059,0.071,0.025,13410000,,"ASX",387974,-0.032,-0.61,0.022,-2270000,40.746,2.636,,0,,,"0.000"
"MLS",0.012,0.012,,,,0,0,"2017-02-02",0.012,0.013,0.012,0.016,0.001,9840000,,"ASX",23204175,0,,0.007,"-141900.00",,1.714,,0,,,"0.000"
"MLT",4.45,4.44,,,,0,0,"2017-02-02",4.43,4.48,4.45,4.57,4.13,2900000000,,"ASX",112109,0.19,0.08,3.97,123940000,22.72,1.12,24.05,0,,,"0.00"
"MLX",0.78,0.77,0,0,"8/31/2015",0,0,"2017-02-02",0.77,0.8,0.78,1.93,0.52,374150000,,"ASX",6839660,-0.05,0.06,0.82,60390000,1.06,0.95,,0,13,6.5,"0.00"
"MMI",0.16,0.16,,,,0,0.0323,"2017-02-02",0.16,0.16,0.16,0.16,0.05,67290000,,"ASX",60000,-0.02,-0.01,0.04,-3280000,465.63,3.97,,0,,,"0.00"
"MMJ",0.31,0.33,,,,-0.025,-0.08065,"2017-02-02",0.275,0.33,0.285,0.36,0.175,34370000,,"ASX",4826533,-0.107,0.03,0.113,-6360000,146.59,2.743,,0,,,"0.000"
"MML",0.4,0.41,0,0,"9/10/2012",0.02,0.05,"2017-02-02",0.4,0.43,0.42,0.92,0.37,87270000,,"ASX",838081,0.21,0.2,1.13,69370000,0.65,0.35,2.03,-0.32,2.1,1.68,"0.00"
"MMR",0.024,0.025,,,,0.005,0.20833,"2017-02-02",0.025,0.029,0.029,0.057,0.012,5800000,,"ASX",437375,-0.006,,0.081,-1330000,200.167,0.296,,0,,,"0.000"
"MMS",10.45,10.5,,,"3/31/2016",0,0,"2017-02-02",10.42,10.64,10.45,15.54,9.6,869380000,,"ASX",334743,0.99,1.03,4.45,222070000,1.72,2.35,10.56,2.23,10.15,9.59,"0.00"
"MNB",0.007,0.007,,,,0,0,"2017-02-02",0.007,0.007,0.007,0.01,0.001,14510000,,"ASX",200000,-0.001,,0.008,-1500000,1457.751,0.875,,0,,,"0.000"
"MNC",0.087,0.085,,,,-0.008,-0.09195,"2017-02-02",0.079,0.085,0.079,0.3,0.002,6130000,,"ASX",109345,-0.81,-0.19,2.186,-4890000,1518.458,0.04,,0,,,"0.000"
"MND",10.58,10.55,,,"3/8/2016",-0.24,-0.0227,"2017-02-02",10.31,10.73,10.34,11.92,5.62,968890000,,"ASX",470032,0.72,0.59,3.94,113020000,0.72,2.69,14.4,-1.48,17.53,18.8,"0.00"
"MNE",0.02,0.02,,,,0,0,"2017-02-02",0.02,0.02,0.02,0.4,0.01,2710000,,"ASX",50000,-0.01,,0.02,-1020000,,1.11,,0,,,"0.00"
"MNF",4.85,4.88,,,"9/2/2016",-0.05,-0.0103,"2017-02-02",4.7,4.94,4.8,5.03,3.2,324020000,,"ASX",415268,0.13,0.19,0.58,16370000.000000002,2.03,8.39,35.82,0,25.26,20.87,"0.00"
"MNM",0.009,0.009,,,,-0.001,-0.11111,"2017-02-02",0.008,0.009,0.008,0.025,0.007,9090000,,"ASX",2882561,-0.005,,0.008,-1950000,,1.125,,0,,,"0.000"
"MNS",0.7,0.7,,,,-0.01,-0.0213,"2017-02-02",0.69,0.7,0.69,1.12,0.28,295730000,,"ASX",735859,-0.03,-0.02,0.02,-13450000,34567.66,44.06,,0,,,"0.00"
"MNY",1.71,1.7,,,"3/17/2016",0,0.0029,"2017-02-02",1.69,1.72,1.71,1.95,0.87,260750000,,"ASX",98643,0.12,0.16,1.03,37780000,2.69,1.66,14.13,0,10.69,9,"0.00"
"MOC",2.43,2.46,,,"8/31/2016",0.05,0.0206,"2017-02-02",2.45,2.5,2.48,2.5,1.63,306460000,,"ASX",134998,0.16,0.17,0.83,27930000,1.54,2.93,15.8,6.5,14.59,13.78,"0.00"
"MOD",0.038,0.039,,,,0,0,"2017-02-02",0.038,0.039,0.038,0.062,0.003,48750000,,"ASX",1162114,-0.002,,0.008,-1100000,,4.75,,0,,,"0.000"
"MOQ",0.35,0.35,,,,0,0,"2017-02-02",0.35,0.35,0.35,0.39,0.2,54150000,,"ASX",17000,0,0.02,0.11,"-479579.00",1.59,3.15,,0,17.5,11.67,"0.00"
"MOX",0.01,0.01,,,,0,0,"2017-02-02",0.01,0.01,0.01,0.03,0.01,3040000,,"ASX",364813,0,,0,"-430694.00",61.79,5,,0,,,"0.00"
"MOY",0.29,0.29,,,,0.02,0.069,"2017-02-02",0.29,0.31,0.31,0.41,0.05,234580000,,"ASX",2166833,0.05,0.04,0.08,49740000,1.44,3.49,5.74,0,7.75,6.2,"0.00"
"MP1",2.39,2.4,,,,0.01,0.0042,"2017-02-02",2.39,2.42,2.4,3.8,1.55,168000000,,"ASX",97078,-0.39,-0.16,0.25,-20870000,57.24,9.76,,0,,,"0.00"
"MPL",2.7,2.7,,,"9/6/2016",0.02,0.0074,"2017-02-02",2.69,2.72,2.72,3.32,2.36,7490000000,,"ASX",6420866,0.15,,0.57,572800000,1.09,4.71,17.89,0,,,"0.00"
"MPO",0.14,0.14,,,,0,0.037000000000000005,"2017-02-02",0.14,0.14,0.14,0.17,0.12,34870000,,"ASX",140000,0,0.02,0.24,"0.00",,0.57,35,0,,,"0.00"
"MPP",1.79,1.77,,,"1/6/2017",0.01,0.0084,"2017-02-02",1.77,1.82,1.81,2.12,1.12,337100000,,"ASX",102001,0.08,,0.59,29440000,2.2,3.03,22.07,0,,,"0.00"
"MQA",5.06,5.04,3.8,0.14,"9/21/2016",0.03,0.0059,"2017-02-02",5.04,5.11,5.09,6,4.05,2630000000,,"ASX",904120,0.19,0.15,1.66,"0.00",657.74,3.05,26.65,1.13,33.93,21.21,"0.00"
"MQG",84.64,84.91,5.43,3.4,"11/8/2016",-0.72,-0.0085,"2017-02-02",83.61,84.91,83.92,89.49,58.28,26900000000,,"ASX",638962,5.95,6.16,46.55,"0.00",2.67,1.82,14.1,2.43,13.62,13.11,"0.00"
"MRC",0.13,0.096,,,"3/4/2016",-0.025,-0.19231,"2017-02-02",0.09,0.105,0.105,0.17,0.085,42520000,,"ASX",225015,0.023,0.03,0.079,15790000,1.725,1.646,4.565,0,,,"0.000"
"MRD",0.009,0.008,,,,-0.001,-0.11111,"2017-02-02",0.008,0.008,0.008,0.026,0.006,8470000,,"ASX",6600507,-0.002,,0.002,-2860000,514.851,4.5,,0,,,"0.000"
"MRG",1.3,1.35,,,,0.04,0.0308,"2017-02-02",1.33,1.36,1.34,1.37,1.33,116700000,,"ASX",602973,0.03,0.08,0.34,7200000,8.14,3.8,44.67,0,,,"0.00"
"MRM",0.28,0.28,0,0,"9/4/2015",0,-0.0182,"2017-02-02",0.27,0.28,0.27,0.51,0.26,100730000,,"ASX",53576,-0.39,-0.12,1.7,74550000,0.21,0.16,,0.23,,,"0.00"
"MRP",0.083,0.088,,,,0.005,0.06024,"2017-02-02",0.088,0.088,0.088,0.125,0.071,27910000,,"ASX",7050,-0.021,,0.082,-2820000,178.657,1.012,,0,,,"0.000"
"MRQ",0.015,0.015,,,,0,0,"2017-02-02",0.015,0.016,0.015,0.055,0.004,2029999.9999999998,,"ASX",2099225,-0.012,,0.026,"-618282.00",547.706,0.577,,0,,,"0.000"
"MRV",0.004,0.005,,,,0.001,0.25,"2017-02-02",0.004,0.005,0.005,0.006,0.003,9150000,,"ASX",1797078,-0.001,,0.006,-1530000,86.009,0.667,,0,,,"0.000"
