"symbol","previousClose","open","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio"
"CUX",0.006,0.007,,,,0.001,0.16667,"2017-02-02",0.007,0.007,0.007,0.009,0.004,2470000,,"ASX",461369,-0.006,,0.009,"-596081.00",53.028,0.667,,0,,,"0.000"
"CV1",0.092,0.093,,,,0.004,0.04348,"2017-02-02",0.093,0.096,0.096,0.447,0.068,19120000,,"ASX",95224,-0.059,-0.03,0.024,-10800000,2.576,3.833,,0,,,"0.000"
"CVC",1.85,1.86,,,"9/2/2016",0.01,0.0054,"2017-02-02",1.86,1.86,1.86,1.93,1.35,222330000,,"ASX",710,0.12,,1.68,35810000,1.49,1.1,16.17,0,,,"0.00"
"CVN",0.099,0.1,,,,-0.001,-0.0101,"2017-02-02",0.098,0.1,0.098,0.15,0.07,99950000,,"ASX",620758,-0.005,0,0.133,-6080000,,0.744,,0,,,"0.000"
"CVO",1.93,1.93,,,"8/25/2016",-0.005,-0.0025900000000000003,"2017-02-02",1.925,1.93,1.925,2.052,1.11,611280000,,"ASX",671796,0.059,0.08,0.626,38100000,2.782,3.083,32.627,1.8,24.062,19.25,"0.000"
"CVT",0.092,0.092,,,,-0.004,-0.04348,"2017-02-02",0.088,0.092,0.088,0.46,0.071,46290000,,"ASX",666522,-0.031,-0.03,0.017,-14100000,135.107,5.412,,0,,,"0.000"
"CVV",0.07,0.07,,,,0,0,"2017-02-02",0.07,0.07,0.07,0.13,0.06,3220000,,"ASX",4546,-0.02,,0.08,"-802175.00",13.58,0.85,,0,,,"0.00"
"CVW",1.3,1.3,,,"9/15/2016",0.02,0.0154,"2017-02-02",1.3,1.32,1.32,1.44,0.84,788610000,,"ASX",19880,0.04,0.06,0.69,59720000,2.67,1.89,30.7,4.63,22,18.86,"0.00"
"CWN",11.39,11.4,0,0,"9/22/2016",-0.12,-0.0105,"2017-02-02",11.26,11.46,11.27,14.06,10.31,8210000000.000001,,"ASX",1549897,1.3,0.55,6.95,874600000,2.29,1.64,8.65,2.85,20.87,19.1,"0.00"
"CWP",5.44,5.39,,,"3/30/2016",-0.1,-0.0184,"2017-02-02",5.3,5.44,5.34,5.6,3.91,421280000,,"ASX",32837,0.55,0.56,3.89,67090000,2.47,1.4,9.66,1.1,9.54,8.61,"0.00"
"CWY",1.12,1.11,,,"9/20/2016",0.015,0.013389999999999999,"2017-02-02",1.11,1.14,1.135,1.26,0.68,1800000000,,"ASX",2831883,0.028,0.04,1.119,254870000,1.221,1.001,40.536,0,,,"0.000"
"CXM",0.07,0.07,,,,0,0,"2017-02-02",0.07,0.07,0.07,0.1,0.06,22090000,,"ASX",500000,-0.02,,0.11,-1770000,,0.64,,0,,,"0.00"
"CXO",0.082,0.085,,,,0.006,0.07317,"2017-02-02",0.083,0.089,0.088,0.15,0.012,23940000,,"ASX",8979039,-0.009,,0.03,"-929637.00",1005.284,2.733,,0,,,"0.000"
"CXX",0.28,0.28,,,,0,-0.0182,"2017-02-02",0.27,0.28,0.27,0.34,0.16,44480000,,"ASX",21103,-0.07,0,0.14,-1130000,4733.53,1.92,,0,,,"0.00"
"CXZ",0.1,0.1,,,,-0.006,-0.06,"2017-02-02",0.094,0.1,0.094,0.21,0.08,9580000,,"ASX",87738,-0.077,,-0.034,-6610000,7.871,,,0,,,"0.000"
"CYA",0.915,0.92,,,,0,0,"2017-02-02",0.915,0.925,0.915,0.93,0.78,,,"ASX",27013,0.068,,0,"0.00",,,,0,,,"0.000"
"CYB",4.57,4.59,,,,0.05,0.0109,"2017-02-02",4.58,4.64,4.62,5.86,3.5,574940000,,"ASX",2186409,-0.01,17.53,0.35,"-686496.00",485.86,13.13,,0.34,0.26,0.23,"0.00"
"CYC",0.91,0.95,,,"9/2/2016",0.04,0.044000000000000004,"2017-02-02",0.95,0.95,0.95,1.46,0.52,56610000,,"ASX",10071,0.08,,0.21,2710000,3.88,4.4,11.31,0,,,"0.00"
"CYG",0.95,0.9,,,"10/9/2015",-0.09,-0.0947,"2017-02-02",0.86,0.9,0.86,1.35,0.82,32540000,,"ASX",6183,-0.08,0.15,2.54,-4640000,0.2,0.37,,0,,,"0.00"
"CYL",0.5,0.5,,,,0,0,"2017-02-02",0.5,0.5,0.5,0.7,0.26,27360000,,"ASX",10300,-0.02,,0.02,-1100000,1542.01,29.41,,0,,,"0.00"
"CYP",0.58,0.6,,,,0,0,"2017-02-02",0.57,0.62,0.58,0.81,0.26,42190000,,"ASX",403919,-0.07,-0.11,0.12,-4800000,38.36,4.92,,0,,,"0.00"
"CYQ",0.041,0.042,,,,0,0,"2017-02-02",0.041,0.042,0.041,0.051,0.032,,,"ASX",450000,,,0,-1440000,,,,0,,,"0.000"
"CYY",0.02,0.02,,,,0,-0.1304,"2017-02-02",0.02,0.02,0.02,0.06,0.01,8070000,,"ASX",1234400,0,,0.01,"-902549.00",,1.77,,0,,,"0.00"
"CZI",0.063,0.063,,,,-0.001,-0.01587,"2017-02-02",0.061,0.063,0.062,0.07,0.016,13700000,,"ASX",978699,-0.012,-1.9,0.048,-2330000,1435.001,1.312,,0,,,"0.000"
"CZL",0.03,0.028,,,,-0.002,-0.06667,"2017-02-02",0.028,0.028,0.028,0.062,0.026,12040000,,"ASX",20249,-0.007,,0.028,-1170000,,1.071,,0,,,"0.000"
"CZN",0.015,0.015,,,,0,0,"2017-02-02",0.015,0.016,0.015,0.03,0.003,9730000,,"ASX",3712442,-0.002,,0.003,"-732814.00",,5,,0,,,"0.000"
"CZZ",15.8,15.8,0,0,"6/29/2016",0.21,0.013300000000000001,"2017-02-02",15.65,16.24,16.01,23.19,15.5,151410000,,"ASX",12260,1.1,1.2,5.9,16200000,1.12,2.68,14.53,0.8,13.34,11.35,"0.00"
"D13",0.12,0.12,,,,0,0.0435,"2017-02-02",0.12,0.12,0.12,0.17,0.06,56180000,,"ASX",1433464,-0.03,,0,-3990000,136.47,23,,0,,,"0.00"
"D2O",1.07,1.06,,,,-0.01,-0.009300000000000001,"2017-02-02",1.06,1.06,1.06,1.1,0.96,,,"ASX",3885,,,0,"0.00",,,,0,,,"0.00"
"DAV",0.2,0.19,,,,-0.02,-0.1,"2017-02-02",0.18,0.19,0.18,0.19,0.16,13320000000,,"ASX",225000,0.23,,0,"0.00",,,,0,,,"0.00"
"DCC",0.039,0.039,,,"8/24/2005",0.007,0.17949,"2017-02-02",0.038,0.047,0.046,0.22,0.034,8680000,,"ASX",10556290,-0.019,0.01,0.009,-2830000,0.191,4.333,,0,,,"0.000"
"DCG",1.01,1.02,,,"9/1/2016",-0.01,-0.009899999999999999,"2017-02-02",1,1.03,1,1.31,0.65,169890000,,"ASX",189117,-0.34,0.09,1.44,9400000,0.57,0.7,,-0.66,11.11,11.11,"0.00"
"DCL",0.22,0.22,,,,-0.01,-0.0233,"2017-02-02",0.21,0.22,0.21,0.7,0.2,23400000000,,"ASX",223201,-0.06,,0.05,-5980000,25056.21,4.13,,0,,,"0.00"
"DCN",2.4,2.42,,,,-0.01,-0.0042,"2017-02-02",2.29,2.5,2.39,4,0.85,318600000,,"ASX",379763,-0.19,-0.05,0.1,-21780000,962.46,24.24,,0,,29.88,"0.00"
"DDD",0.004,0.004,,,,0,0,"2017-02-02",0.004,0.004,0.004,0.007,0.002,1110000,,"ASX",1345000,-0.004,,0.002,"-287160.00",550.162,2,,0,,,"0.000"
"DDR",2.43,2.47,,,"12/6/2016",0.01,0.0040999999999999995,"2017-02-02",2.44,2.48,2.44,2.48,1.35,389560000,,"ASX",94130,0.15,0.16,0.46,43320000,0.34,5.34,16.6,0,,,"0.00"
"DDT",0.015,0.015,,,,0,0,"2017-02-02",0.015,0.015,0.015,0.024,0.01,11410000,,"ASX",200000,-0.004,,0.008,-2140000,1.721,1.875,,0,,,"0.000"
"DFM",0.805,0.79,,,"3/31/2016",0.01,0.01242,"2017-02-02",0.79,0.825,0.815,2.49,0.74,321100000,,"ASX",20460,0.146,,0.558,59590000,2.336,1.443,5.582,0,,,"0.000"
"DGH",0.86,0.88,,,"9/21/2016",0.05,0.0581,"2017-02-02",0.88,0.91,0.91,0.91,0.67,33580000,,"ASX",6625,0.14,,0.83,5610000,1.02,1.04,6.64,0,,,"0.00"
"DGR",0.105,0.105,,,,0,0,"2017-02-02",0.105,0.11,0.105,0.12,0.024,57840000,,"ASX",129451,0.001,,0.079,"-803699.00",16.845,1.329,105,0,,,"0.000"
"DHR",0.01,0.01,,,,0,0,"2017-02-02",0.01,0.01,0.01,0.02,0,7800000,,"ASX",2716500,0,,0,"-837670.00",288.73,10,,0,,,"0.00"
"DJW",3.73,3.76,,,,0.02,0.0054,"2017-02-02",3.71,3.76,3.75,4.24,3.5,819710000,,"ASX",81023,0.15,,3.29,"0.00",19.14,1.13,25.68,0,,,"0.00"
"DKM",0.16,0.165,,,,0.005,0.03125,"2017-02-02",0.16,0.175,0.165,0.3,0.07,13620000,,"ASX",440196,-0.02,,0.059,-1750000,,2.712,,0,,,"0.000"
"DKO",0.055,0.057,,,,0.001,0.01818,"2017-02-02",0.055,0.057,0.056,0.275,0.048,17940000,,"ASX",506133,-0.013,,0.061,-1980000,,0.902,,0,,,"0.000"
"DLC",0.004,0.005,,,,0.001,0.25,"2017-02-02",0.005,0.005,0.005,0.011,0.002,3170000,,"ASX",99999,0,,0.015,"-370000.00",0.147,0.267,,0,,,"0.000"
"DLX",6.05,6.06,,,"11/16/2016",0.05,0.0083,"2017-02-02",6.06,6.13,6.1,6.78,5.76,2330000000,,"ASX",1706407,0.34,0.35,0.95,229790000,1.35,6.34,18.21,6.54,17.43,16.94,"0.00"
"DM1",0.023,0.025,,,"10/8/2013",0.004,0.17390999999999998,"2017-02-02",0.025,0.027,0.027,0.11,0.013,11010000,,"ASX",264698,-0.033,,0.029,"0.00",8.076,0.793,,0,,,"0.000"
"DMC",0.09,0.09,,,,0,0,"2017-02-02",0.09,0.09,0.09,0.28,0.08,61530000,,"ASX",130000,0,,0.02,"-42419.00",6.03,5,,0,,,"0.00"
"DME",0.26,0.26,,,,0.02,0.07690000000000001,"2017-02-02",0.26,0.28,0.28,0.47,0.12,66489999.99999999,,"ASX",95000,-0.01,-0.7,0.12,-1450000,,2.18,,0,,,"0.00"
"DMG",0.011,0.011,,,"7/9/2012",0,0,"2017-02-02",0.011,0.011,0.011,0.027,0.01,2900000,,"ASX",231577,-0.003,,0.014,"-450679.00",24.101,0.786,,0,,,"0.000"
"DMI",0.05,0.055,,,,0.005,0.1,"2017-02-02",0.055,0.055,0.055,0.09,0.03,2009999.9999999998,,"ASX",9000,-0.01,,0.032,"-377539.00",,1.562,,0,,,"0.000"
"DMP",57.04,56.9,1.53,0.73,"8/22/2016",2.8,0.049100000000000005,"2017-02-02",56.75,59.89,59.84,80.69,48.54,5240000000,,"ASX",694563,0.92,1.4,4.5,160390000,5.41,12.67,64.9,1.32,42.74,33.24,"0.00"
"DN8",0.21,0.22,,,,0.01,0.047599999999999996,"2017-02-02",0.22,0.22,0.22,0.22,0.22,75680000,,"ASX",12001,0.01,0.03,-0.02,4600000,1.68,,22,0,,,"0.00"
"DNA",0.38,0.38,,,"10/4/2016",-0.01,-0.0263,"2017-02-02",0.37,0.38,0.37,0.77,0.35,307550000,,"ASX",1170083,0.09,0.08,0.57,87890000,2.2,0.66,3.89,0.1,4.62,4.11,"0.00"
"DNK",0.69,0.75,,,,0.08,0.1223,"2017-02-02",0.74,0.79,0.78,0.79,0.2,156540000,,"ASX",673056,-0.03,0,0.13,-1830000,,5.23,,0,,,"0.00"
"DOW",6.25,7.21,,,"8/17/2016",0.82,0.13119999999999998,"2017-02-02",7.01,7.46,7.07,7.46,2.77,2970000000,,"ASX",5031450,0.38,0.38,4.54,542400000,0.38,1.38,18.7,-5.23,18.61,18.13,"0.00"
"DRA",0.275,0.28,,,,0,0,"2017-02-02",0.275,0.28,0.275,0.38,0.135,24430000,,"ASX",11410,0.038,0.34,0.362,8070000,0.36,0.76,7.237,0,,,"0.000"
"DRG",0.03,0.03,,,,0,0.07139999999999999,"2017-02-02",0.03,0.03,0.03,0.05,0.02,3200000,,"ASX",339703,-0.01,,0.02,"-652661.00",,1.56,,0,,,"0.00"
"DRM",0.44,0.425,,,,-0.005,-0.011359999999999999,"2017-02-02",0.425,0.445,0.435,1.245,0.405,135190000,,"ASX",1494123,0.055,0.02,0.582,62710000,1.043,0.756,7.909,0,21.75,7.25,"0.000"
"DRO",0.475,0.485,,,,0.01,0.02105,"2017-02-02",0.48,0.52,0.485,0.52,0.17,65480000.00000001,,"ASX",847392,,,0.041,"0.00",13970.588,11.585,,0,,,"0.000"
"DSX",0.057,0.057,,,,0,0,"2017-02-02",0.057,0.057,0.057,0.071,0.04,13080000,,"ASX",90000,-0.02,,0.014,-3950000,11.379,4.071,,0,,,"0.000"
"DTI",0.41,0.41,,,,0.01,0.024399999999999998,"2017-02-02",0.41,0.42,0.42,0.52,0.21,38480000,,"ASX",31477,0,0.03,0.16,3240000,2.32,2.56,,0,14,10.5,"0.00"
"DTL",1.73,1.74,,,"3/16/2016",0.02,0.0116,"2017-02-02",1.73,1.75,1.75,1.82,0.95,269450000,,"ASX",41240,0.09,0.1,0.26,19820000,0.27,6.68,19.44,1.59,17.5,15.91,"0.00"
"DTM",0.008,0.007,,,,-0.001,-0.125,"2017-02-02",0.007,0.007,0.007,0.021,0.007,2100000,,"ASX",2227252,-0.003,,0.028,"-628399.00",8.374,0.286,,0,,,"0.000"
"DTR",0.038,0.039,,,,0,0,"2017-02-02",0.038,0.041,0.038,0.041,0.01,3850000,,"ASX",210739,-0.007,,0.038,"-374516.00",,1,,0,,,"0.000"
"DTS",0.3,0.3,,,,0.025,0.08333,"2017-02-02",0.3,0.325,0.325,0.325,0.195,"172575.00",,"ASX",185000,-1.571,,1.546,"-720973.00",1.463,0.194,,0,,,"0.000"
"DTX",0.27,0.25,,,,-0.02,-0.0741,"2017-02-02",0.25,0.25,0.25,0.7,0.2,7270000,,"ASX",22500,-0.1,,0.28,-2440000,35.15,0.95,,0,,,"0.00"
"DTZ",0.31,0.34,,,,0,0.0159,"2017-02-02",0.31,0.34,0.32,0.49,0.31,,,"ASX",132903,,,0,"0.00",,,,0,,,"0.00"
"DUB",0.35,0.37,,,"11/27/2008",0.02,0.0571,"2017-02-02",0.36,0.4,0.37,0.87,0.35,29570000,,"ASX",436414,-0.13,,0.14,-8029999.999999999,61.12,2.57,,0,,,"0.00"
"DUE",2.8,2.8,6.37,0.13,"6/29/2016",-0.03,-0.010700000000000001,"2017-02-02",2.77,2.8,2.77,2.94,2.12,6740000000,,"ASX",9436794,0.09,0.1,1.37,942420000,4.25,2.05,32.21,4.1,27.7,25.18,"0.00"
"DUI",3.58,3.53,,,,-0.02,-0.005600000000000001,"2017-02-02",3.52,3.57,3.56,3.57,3.11,738760000,,"ASX",13906,0.15,,3.14,"0.00",20.41,1.14,24.22,0,,,"0.00"
"DVL",0.48,0.49,,,,0,0,"2017-02-02",0.48,0.5,0.48,0.6,0.25,71960000,,"ASX",18936,-0.04,-0.02,0.06,-5720000,23.83,8.42,,0,,48,"0.00"
"DVN",0.45,0.45,,,"9/13/2012",0.005,0.01111,"2017-02-02",0.45,0.455,0.455,0.68,0.42,72220000,,"ASX",35273,-0.413,0.07,1.16,-51950000,0.34,0.388,,0,,,"0.000"
"DWS",1.43,1.47,,,"9/1/2016",0.03,0.021,"2017-02-02",1.45,1.5,1.46,1.5,0.98,192470000,,"ASX",143709,0.13,0.13,0.5,25390000,1.29,2.89,11.5,-6.76,11.23,10.43,"0.00"
"DXB",0.009,0.008,,,"9/24/1999",-0.001,-0.11111,"2017-02-02",0.008,0.008,0.008,0.017,0.004,11790000,,"ASX",2854164,-0.004,,0.002,-1280000,21.733,4.5,,0,,,"0.000"
"DXS",9.03,9,4.72,0.31,"6/29/2016",-0.02,-0.0022,"2017-02-02",8.93,9.03,9.01,9.89,7.09,8720000000,,"ASX",2565854,1.3,0.58,7.85,1140000000,5.83,1.15,6.93,12.38,15.53,15.53,"0.00"
"DYE",0.22,0.22,,,,0.005,0.02273,"2017-02-02",0.22,0.225,0.225,0.28,0.18,83430000,,"ASX",56947,-0.032,-0.02,0.023,-12170000,79.625,9.565,,0,,,"0.000"
"DYL",0.023,0.023,,,,0,0,"2017-02-02",0.023,0.024,0.023,0.032,0.003,49320000,,"ASX",7854925,-0.001,,0.026,-1680000,,0.885,,0,,,"0.000"
"EAI",0.86,0.86,,,,0,0,"2017-02-02",0.85,0.86,0.86,0.9,0.71,103200000000,,"ASX",69500,,,0,"0.00",,,,0,,,"0.00"
"EAR",0.18,0.17,,,,0,0,"2017-02-02",0.17,0.18,0.18,0.28,0.07,31110000,,"ASX",129604,0,,0.02,-1510000,2220.52,9.47,,0,,,"0.00"
"EAX",0.96,1,,,"8/24/2016",0.04,0.0417,"2017-02-02",1,1,1,1.8,0.74,25950000,,"ASX",5000,-0.02,0.24,0.46,5840000,0.73,2.07,,0,,,"0.00"
"EBO",16.32,16.32,,,"9/29/2016",0,0,"2017-02-02",16.32,16.32,16.32,19.1,10.75,2470000000,,"ASX",600,0.61,,5.2,160620000,0.48,3.14,26.84,0,,,"0.00"
"ECX",3.69,3.69,,,"5/16/2016",0.05,0.013600000000000001,"2017-02-02",3.68,3.74,3.74,4.35,2.42,965140000,,"ASX",622584,0.19,0.26,2.55,277220000,1.89,1.45,20.22,1.38,14.38,12.9,"0.00"
"EDE",0.28,0.29,,,,0.03,0.0877,"2017-02-02",0.29,0.31,0.31,0.34,0.06,360820000,,"ASX",3785637,0,,0.01,-3390000,273.32,21.92,,0,,,"0.00"
"EEG",0.008,0.009,,,,0.001,0.125,"2017-02-02",0.009,0.009,0.009,0.02,0.008,3100000,,"ASX",1000000,-0.023,,0.097,20250000,0.169,0.082,,0,,,"0.000"
"EGG",0.91,0.91,,,"3/15/2010",0,0,"2017-02-02",0.91,0.91,0.91,1.32,0.78,77900000,,"ASX",7278,0.08,0.06,1.28,15270000,0.36,0.71,11.67,2.53,15.17,11.38,"0.00"
"EGH",0.68,0.68,,,,0,0,"2017-02-02",0.68,0.68,0.68,0.8,0.46,153530000,,"ASX",324,0.05,0.05,0.29,7420000,8.04,2.36,13.08,0.63,13.6,9.71,"0.00"
"EGI",0.98,0.98,,,"9/5/2016",-0.015,-0.015309999999999999,"2017-02-02",0.965,0.99,0.965,1.05,0.9,,,"ASX",58674,-0.04,,0,"0.00",,,,0,,,"0.000"
"EGO",0.295,0.28,,,,0,0,"2017-02-02",0.27,0.295,0.295,0.5,0.265,30160000,,"ASX",48703,-0.032,0.05,0.588,9920000,1.511,0.502,,0.34,5.9,4.214,"0.000"
"EGS",0.38,0.38,,,,0,0.013300000000000001,"2017-02-02",0.38,0.38,0.38,0.56,0.14,186050000,,"ASX",59348,-0.08,0.01,0.01,-19530000,11921.23,46.87,,0,38,3.17,"0.00"
"EHE",2.7,2.74,,,"3/22/2016",-0.03,-0.0111,"2017-02-02",2.64,2.74,2.67,6.79,2.08,502450000,,"ASX",1164799,0.15,0.2,3.14,86400000,1.15,0.86,17.68,-1.81,13.35,13.35,"0.00"
"EHL",0.084,0.084,0,0,"2/27/2013",0.002,0.023809999999999998,"2017-02-02",0.083,0.086,0.086,0.09,0.025,48940000,,"ASX",435055,-0.404,-0.08,0.011,37780000,0.231,7.636,,0,,,"0.000"
"ELD",4.25,4.25,,,"9/26/2008",0,0,"2017-02-02",4.22,4.27,4.25,4.64,3.2,483900000,,"ASX",45425,0.49,0.39,1.62,43840000,0.29,2.63,8.73,0.59,10.9,10.37,"0.00"
"ELK",0.08,0.08,,,,0.004,0.05,"2017-02-02",0.077,0.085,0.084,0.101,0.056,56470000,,"ASX",1026187,-0.027,-0.01,0.034,-4870000,915.812,2.353,,0,,8.4,"0.000"
"ELX",1.25,1.11,,,"12/3/2002",-0.12,-0.0916,"2017-02-02",0.97,1.16,1.14,1.62,0.65,130130000,,"ASX",3699762,0.03,0.04,0.42,6420000,1.96,2.97,40.71,0,28.5,19,"0.00"
"EMC",0.8,0.79,,,"9/25/2008",-0.04,-0.05,"2017-02-02",0.73,0.79,0.76,1.18,0.19,150430000,,"ASX",644454,-0.09,,0.04,-3640000,374.71,22.22,,0,,,"0.00"
"EMF",1.79,1.79,,,,0,0,"2017-02-02",1.79,1.79,1.79,1.87,1.69,168140000000,,"ASX",54190,,,0,"0.00",,,,0,,,"0.00"
"EMG",0.01,0.01,,,,0,0.11109999999999999,"2017-02-02",0.01,0.01,0.01,0.02,0.01,2270000,,"ASX",1200000,-0.01,,0.01,"-318210.00",34.67,1.12,,0,,,"0.00"
"EMH",0.65,0.67,,,,0.01,0.0154,"2017-02-02",0.65,0.67,0.66,0.77,0.1,80140000,,"ASX",8639,-0.02,,0.07,-1280000,562.77,9.85,,0,,,"0.00"
"EML",1.71,1.68,,,,-0.04,-0.020499999999999997,"2017-02-02",1.65,1.68,1.67,2.2,0.93,404840000,,"ASX",263327,0,0.05,0.49,1760000,17.73,3.47,,0,33.4,20.88,"0.00"
"EMR",0.047,0.047,,,,0,0,"2017-02-02",0.047,0.048,0.047,0.06,0.023,61410000,,"ASX",2207394,0,,0.014,"-804998.00",,3.357,,0,,,"0.000"
"EMU",0.1,0.12,,,,0.04,0.3333,"2017-02-02",0.12,0.15,0.14,0.25,0.04,10580000,,"ASX",189949,-0.01,,0.03,"-887295.00",29.39,3.62,,0,,,"0.00"
"EMX",0.059,0.06,,,,-0.002,-0.0339,"2017-02-02",0.057,0.06,0.057,0.061,0.028,34710000,,"ASX",1298584,0.001,,0.01,-9100000,494.559,5.9,57,0,,,"0.000"
"ENB",0.006,0.006,,,,0,0,"2017-02-02",0.006,0.006,0.006,0.025,0.001,1560000,,"ASX",500000,-0.006,,0.01,"-560359.00",,0.6,,0,,,"0.000"
"ENC",0.25,0.25,,,,0,0,"2017-02-02",0.25,0.25,0.25,0.37,0.19,64830000000,,"ASX",18200,,,0,"0.00",,,,0,,,"0.00"
"ENN",2.13,2.14,,,"6/29/2016",0,0,"2017-02-02",2.13,2.14,2.13,2.34,1.57,150470000,,"ASX",8374,-0.01,0.17,0.68,11390000,2.14,3.13,,0,12.53,11.83,"0.00"
"ENR",0.089,0.086,,,,-0.003,-0.03371,"2017-02-02",0.086,0.086,0.086,0.17,0.05,13390000,,"ASX",15500,-0.039,,0.128,"-368541.00",53.65,0.695,,0,,,"0.000"
"ENT",0.014,0.014,,,,0,0,"2017-02-02",0.014,0.014,0.014,0.026,0.012,4410000,,"ASX",8830,-0.01,,0.026,"-365671.00",,0.538,,0,,,"0.000"
"ENX",0.01,0.01,,,,0,0,"2017-02-02",0.01,0.01,0.01,0.01,0.01,"804990.00",,"ASX",6166,0,,0.01,"-38529.00",,1.25,,0,,,"0.00"
"ENZ",0.15,0.135,,,,-0.025,-0.16667,"2017-02-02",0.125,0.135,0.125,0.33,0.09,11930000,,"ASX",41938,-0.019,,0.133,"-776014.00",2.187,1.128,,0,,,"0.000"
"EOR",0.007,0.006,,,,-0.001,-0.14286,"2017-02-02",0.006,0.006,0.006,0.017,0.003,4930000,,"ASX",250000,-0.002,,-0.001,"0.00",,,,0,,,"0.000"
"EOS",1.8,1.8,,,,0,0,"2017-02-02",1.8,1.82,1.8,2.44,1.02,102320000,,"ASX",57004,0.08,,0.09,1900000,3,18.95,22.22,0,,,"0.00"
"EPD",0.49,0.485,,,"10/2/2014",0.005,0.0102,"2017-02-02",0.48,0.495,0.495,0.55,0.225,59420000,,"ASX",85574,-0.015,0.05,0.437,4010000,0.368,1.121,,0,9.9,7.071,"0.000"
"EPT",0.026,0.024,,,,-0.001,-0.03846,"2017-02-02",0.023,0.025,0.025,0.058,0.012,4240000,,"ASX",966409,-0.038,,-0.005,-1400000,,,,0,,,"0.000"
"EPW",1.24,1.22,,,"9/9/2016",-0.02,-0.0161,"2017-02-02",1.21,1.24,1.22,1.64,0.75,295810000,,"ASX",489534,0.15,0.02,1.94,64680000.00000001,0.11,0.64,8.36,-13.29,61,20.33,"0.00"
"EQT",18,18,,,"9/14/2016",0.36,0.02,"2017-02-02",18,18.38,18.36,20.61,12.91,366540000,,"ASX",752,0.67,0.98,12.06,27260000,4.29,1.49,27.61,1.8,18.73,16.84,"0.00"
"EQU",0.09,0.094,,,,0.003,0.03333,"2017-02-02",0.09,0.094,0.093,0.094,0.018,23250000,,"ASX",1962384,-0.038,,0.007,"0.00",7888.506,12.857,,0,,,"0.000"
"EQX",0.475,0.475,,,,0,0,"2017-02-02",0.475,0.475,0.475,0.495,0.265,59110000,,"ASX",249394,-0.007,-0.13,0.348,"-686496.00",50.5,1.365,,0,,,"0.000"
"ERA",0.7,0.695,,,"8/9/2010",0.005,0.00714,"2017-02-02",0.68,0.715,0.705,0.745,0.325,364430000,,"ASX",297448,-0.524,-0.14,0.384,111920000,1.227,1.823,,0,,,"0.000"
"ERL",0.03,0.029,,,,-0.002,-0.06667,"2017-02-02",0.028,0.029,0.028,0.049,0.007,9080000,,"ASX",210000,-0.006,,-0.001,-1800000,,,,0,,,"0.000"
"ERM",0.115,0.125,,,,0,0,"2017-02-02",0.115,0.125,0.115,0.195,0.03,43510000,,"ASX",260357,-0.011,,0.059,"-957301.00",153.003,1.949,,0,,,"0.000"
"ESH",0.026,0.027,,,,0,0,"2017-02-02",0.026,0.027,0.026,0.034,0.001,"796458.00",,"ASX",1336123,0.001,,0.166,"35726.00",1.024,0.157,26,0,,,"0.000"
"ESI",0.017,0.017,,,"10/10/2002",0,0,"2017-02-02",0.017,0.017,0.017,0.027,0.01,46460000,,"ASX",663199,-0.002,,0.002,"-724599.00",552.972,8.5,,0,,,"0.000"
"ESR",0.093,0.094,,,,-0.011,-0.11828,"2017-02-02",0.08,0.095,0.082,0.135,0.012,15440000,,"ASX",12793787,-0.006,,0.005,2860000,,18.6,,0,,,"0.000"
"ESV",0.12,0.145,,,"8/25/2008",0.025,0.20833,"2017-02-02",0.145,0.145,0.145,0.16,0.037,67230000,,"ASX",140000,-0.06,-0.01,0.073,-12930000,2.579,1.644,,0,,,"0.000"
"ETE",0.007,0.007,,,,0.001,0.14286,"2017-02-02",0.007,0.008,0.008,0.011,0.004,4090000,,"ASX",809297,-0.039,,0.005,-1060000,96.311,1.4,,0,,,"0.000"
"EUM",0.07,0.07,,,,0,-0.0141,"2017-02-02",0.07,0.07,0.07,0.08,0.01,6940000,,"ASX",85000,-0.01,,0.03,"-417124.00",6750.45,2.84,,0,,,"0.00"
"EUR",0.057,0.056,,,,0.005,0.08772,"2017-02-02",0.056,0.062,0.062,0.14,0.043,,,"ASX",987506,,,0,"0.00",,,,0,,,"0.000"
"EVN",2.17,2.18,1.4,0.02,"8/25/2016",0.04,0.0184,"2017-02-02",2.17,2.24,2.21,3.06,1.39,3240000000,,"ASX",8864703,-0.02,0.19,1.06,527370000,2.4,2.05,,0.5,11.63,9.61,"0.00"
"EVO",1.07,1.07,,,"12/5/2016",0,0,"2017-02-02",1.07,1.07,1.07,1.07,0.65,189110000,,"ASX",25314,0.06,,0.68,19200000,1.81,1.58,16.46,0,,,"0.00"
"EVT",14.46,14.47,,,"9/7/2016",-0.02,-0.0014000000000000002,"2017-02-02",14.41,14.57,14.44,15.99,13.13,2290000000,,"ASX",23088,0.81,0.82,6.38,250560000,1.82,2.27,17.83,3.34,17.61,16.22,"0.00"
