symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio,tickerTrend
FFI,3.68,3.75,,,9/19/2016,0.07,0.019,1/2/17,3.75,3.75,3.75,3.85,3.15,37670000,,ASX,2951,0.21,0.21,3.18,3720000,1.16,1.16,17.52,0,17.86,17.05,0,
FFT,0.175,0.18,,,,0,0,1/2/17,0.17,0.18,0.175,1.1,0.16,21440000,,ASX,124405,-0.048,,0.198,-5580000,1.493,0.884,,0,,,0,
FGF,0.004,0.005,,,,0.001,0.25,1/2/17,0.005,0.005,0.005,0.015,0.004,4180000,,ASX,396000,-0.001,,0.002,0,4.938,2,,0,,,0,
FGG,1.06,1.07,,,,0,0,1/2/17,1.06,1.07,1.06,1.18,1.02,2.9379E+11,,ASX,105693,,,0,0,,,,0,,,0,
FGR,0.13,0.13,,,10/13/2008,0,0,1/2/17,0.12,0.14,0.13,0.17,0.05,39970000,,ASX,1174928,-0.02,,0.01,-4610000,,8.67,,0,,,0,
FGX,1.15,1.14,,,10/12/15,0,0,1/2/17,1.14,1.15,1.15,1.17,1.1,,,ASX,101553,0.07,,0,0,,,,0,,,0,
FHS,0.11,0.11,,,,0,0,1/2/17,0.11,0.11,0.11,0.15,0.11,36110000000,,ASX,5001,-0.17,,0,0,,,,0,,,0,
FID,3.7,3.7,,,8/26/2016,0.09,0.0243,1/2/17,3.69,3.79,3.79,3.79,1.95,117910000,,ASX,14135,0.19,0.24,0.78,9660000,3.25,4.77,20.16,0,15.79,13.07,0,
FIG,0.6,0.6,,,,-0.02,-0.0333,1/2/17,0.58,0.6,0.58,0.61,0.58,139040000,,ASX,301298,0.02,5.1,0.07,7550000,3.6,8.57,36.25,0,0.11,0.08,0,
FLK,0.96,0.96,,,9/9/16,0,0,1/2/17,0.96,0.96,0.96,1.02,0.79,141700000,,ASX,81120,0.04,0.05,0.99,4410000,8.98,0.97,25.95,16.27,19.2,19.2,0,
FLN,1.06,1.05,,,,-0.02,-0.0189,1/2/17,1.04,1.06,1.04,1.85,0.99,476820000,,ASX,26454,0,0,0.08,-1770000,10.12,13.77,,0,,104,0,
FLT,29.94,29.9,8.92,1.99,9/15/2016,-0.01,-0.0003,1/2/17,29.81,30.04,29.93,45.37,28.52,3020000000,,ASX,243207,2.42,2.29,13.34,418200000,1.15,2.25,12.35,19.76,13.07,12.52,0,
FMG,6.66,6.78,5.31,0.26,9/2/16,0.15,0.0225,1/2/17,6.74,6.97,6.81,6.97,1.49,21200000000,,ASX,19220440,0.32,0.66,2.69,3150000000,2.93,2.47,21.55,-2.99,10.32,17.46,0,
FML,0.45,0.49,,,,0.03,0.0667,1/2/17,0.48,0.49,0.48,0.74,0.32,87720000,,ASX,34669,-0.02,-0.01,0.56,982999,18.84,0.81,,0,,,0,
FMS,0.077,0.08,,,,0.001,0.01299,1/2/17,0.078,0.08,0.078,0.082,0.006,229880000,,ASX,2801287,-0.001,,0.016,-3970000,6935.11,4.812,,0,,,0,
FND,0.175,0.175,,,,0,0,1/2/17,0.17,0.18,0.175,0.19,0.105,117890000,,ASX,679981,-0.031,-0.02,0.087,-40680000,9.036,2.011,,0,,2.5,0,
FNP,3.85,3.83,,,3/31/2016,0.15,0.039,1/2/17,3.83,4.03,4,5.2,3.23,726110000,,ASX,168594,0.28,0.09,1.63,17710000,4.1,2.37,14.04,0.68,44.44,30.77,0,
FNT,0.033,0.03,,,,-0.006,-0.18182,1/2/17,0.027,0.03,0.027,0.087,0.011,1240000,,ASX,140300,-0.02,,-0.001,-353204,5.288,,,0,,,0,
FOD,0.05,0.05,,,,0,0,1/2/17,0.05,0.05,0.05,0.31,0.05,18700000,,ASX,55321,-0.05,,0.03,-4000000,0.95,1.72,,0,,,0,
FOR,1.92,1.91,,,,0.08,0.0417,1/2/17,1.91,2.04,2,2.04,1.91,,,ASX,216620,,,0,0,,,,0,,,0,
FPH,8.31,8.25,2.94,0.16,12/6/16,0.05,0.006,1/2/17,8.25,8.37,8.36,10.27,7.7,4720000000,,ASX,291035,0.2,0.29,0.76,190300000,7.54,10.99,41.59,2.24,28.83,24.59,0,
FRI,0.95,0.95,,,8/11/16,0,0,1/2/17,0.95,0.98,0.95,1.01,0.78,220010000,,ASX,56635,0.04,0.22,0.98,23420000,2.14,0.97,25,0,,,0,
FRM,1.77,1.77,,,9/17/1999,0,0,1/2/17,1.72,1.77,1.77,2.69,1.23,97670000,,ASX,10591,0.15,,0.69,15990000,1.04,2.56,12.04,0,,10.41,0,
FRN,0.02,0.02,,,,0,-0.0476,1/2/17,0.02,0.02,0.02,0.03,0.02,5000000,,ASX,579713,0,,0.01,0,,1.62,,0,,,0,
FSA,1.32,1.32,,,8/29/2016,-0.01,-0.0076,1/2/17,1.3,1.32,1.31,1.32,0.92,163870000,,ASX,74309,0.11,0.12,0.6,0,2.77,2.21,12.13,0,,,0,
FSF,5.95,5.95,,,8/31/2016,-0.03,-0.005,1/2/17,5.91,6,5.92,6.07,4.94,,,ASX,33026,,,0,0,,,,0,,,0,
FTT,0.063,0.063,,,,0.001,0.01587,1/2/17,0.063,0.064,0.064,0.082,0.032,,,ASX,296000,-0.053,-0.01,0,0,,,,325,,,0,
FTZ,0.12,0.1,,,,-0.02,-0.1667,1/2/17,0.1,0.1,0.1,0.23,0.05,6270000,,ASX,115000,-0.04,0.03,0.05,-1720000,25.67,2.4,,0,,,0,
FUN,0.02,0.02,,,11/14/2013,-0.002,-0.1,1/2/17,0.018,0.02,0.018,0.027,0.012,13130000,,ASX,102300,-0.035,0,-0.023,-8980000,0.161,,,0,,,0,
FWD,1.93,1.95,,,9/1/14,-0.03,-0.0155,1/2/17,1.9,1.96,1.9,2.29,1,115970000,,ASX,43306,-0.46,0.05,3.05,9030000,0.41,0.63,,3.9,38,14.62,0,
FXJ,0.85,0.86,,,8/19/2016,0.05,0.0588,1/2/17,0.86,0.92,0.9,1.06,0.72,2070000000,,ASX,15071784,-0.38,0.06,0.4,186150000,1.07,2.15,,-5.22,15,15,0,
FXL,2.28,2.27,,,9/8/16,-0.06,-0.0263,1/2/17,2.2,2.27,2.22,2.92,1.71,826620000,,ASX,1393085,0.14,0.25,1.64,0,3.56,1.39,15.31,3.58,8.88,7.93,0,
FZO,0.2,0.19,,,,-0.01,-0.05,1/2/17,0.19,0.22,0.19,0.38,0.14,11780000,,ASX,187189,-0.12,,-0.04,-2210000,166.09,,,0,,,0,
GAP,0.41,0.41,,,9/23/2016,0,0.0123,1/2/17,0.41,0.41,0.41,0.44,0.27,121960000,,ASX,46674,0.03,0.04,0.34,16090000,0.7,1.21,12.06,0,,,0,
GBE,0.02,0.02,,,,0,0,1/2/17,0.02,0.02,0.02,0.03,0.02,9390000,,ASX,50000,-0.01,,0.08,-2350000,,0.24,,0,,,0,
GBG,0.032,0.033,,,,0,0,1/2/17,0.032,0.033,0.032,0.041,0.012,47860000,,ASX,515000,-0.004,-0.01,0.026,-2620000,165.035,1.231,,0,,,0,
GBI,0.24,0.24,,,,-0.005,-0.02083,1/2/17,0.23,0.24,0.235,0.31,0.165,23650000,,ASX,27500,-0.031,,-0.002,-1770000,17.889,,,0,,,0,
GBM,0.009,0.009,,,,0,0,1/2/17,0.009,0.009,0.009,0.018,0.006,8870000,,ASX,464800,-0.001,,0.002,-1020000,98.604,4.5,,0,,,0,
GBR,0.14,0.14,,,,0.03,0.1724,1/2/17,0.14,0.17,0.17,0.2,0.1,5800000,,ASX,20200,,,0.03,0,,5,,0,,,0,
GBT,3.85,2.99,,,4/6/16,-0.65,-0.1688,1/2/17,2.93,3.22,3.2,5.5,2.93,215750000,,ASX,1077516,0.14,0.21,0.98,12450000,2.4,3.94,23.36,1.72,15.24,11.85,0,
GBZ,0.018,0.018,,,,-0.003,-0.16667,1/2/17,0.015,0.018,0.015,0.024,0.01,9800000,,ASX,45800,0.005,,0.024,-774948,44.165,0.75,3,0,,,0,
GC1,0.94,0.95,,,3/8/16,0,0.0053,1/2/17,0.95,0.95,0.95,1.05,0.93,,,ASX,11621,,,0,0,,,,0,,,0,
GCS,0.57,0.56,,,9/14/2016,0.01,0.0261,1/2/17,0.56,0.6,0.59,0.6,0.35,118170000,,ASX,304679,-0.38,0.07,0.72,27120000,0.62,0.8,,0,8.43,8.43,0,
GCY,0.56,0.58,,,,0,-0.0088,1/2/17,0.55,0.58,0.56,0.81,0.13,141620000,,ASX,136191,0,-0.03,0.14,-503323,1029.82,3.92,,0,,14,0,
GDF,1.07,1.06,,,9/29/2016,0.005,0.00467,1/2/17,1.05,1.08,1.075,1.1,0.9,,,ASX,41179,0.188,0.1,0,0,,,,2.07,10.75,9.773,0,
GDI,0.995,0.985,,,,0,0,1/2/17,0.98,0.995,0.995,1,0.825,536120000,,ASX,212494,0.001,0.09,0.038,45270000,6.636,26.184,995,6.02,11.056,9.95,0,
GDX,31.02,31.5,,,,0.43,0.0139,1/2/17,31.42,31.6,31.45,41.61,19.32,,,ASX,28893,,,0,,,,,0,,,,
GEAR,19.89,19.88,,,,0.22,0.0111,1/2/17,19.86,20.14,20.11,21.64,13.61,,,ASX,21705,,,0,,,,,0,,,,
GEG,1.24,1.22,,,,-0.03,-0.0242,1/2/17,1.21,1.22,1.21,1.51,0.95,154250000,,ASX,32881,-0.17,0.08,0.16,7610000,0.87,7.85,,0,15.13,12.1,0,
GEM,3.57,3.55,,,12/15/2016,0.02,0.0056,1/2/17,3.55,3.6,3.59,4.19,2.62,1350000000,,ASX,973277,0.23,0.25,1.6,163130000,1.81,2.23,15.68,1.92,14.36,12.82,0,
GFL,1.63,1.64,,,,0.04,0.0245,1/2/17,1.64,1.68,1.67,1.68,1.2,,,ASX,8350,0,,0,0,,,,0,,,0,
GFY,1.07,1.07,,,9/22/2016,0,0.0047,1/2/17,1.07,1.08,1.07,1.4,0.65,43450000,,ASX,33100,0.19,0.18,2.57,10760000,0.24,0.41,5.6,-1.29,5.94,5.35,0,
GGG,0.15,0.16,,,,-0.01,-0.0667,1/2/17,0.14,0.16,0.14,0.16,0.02,122370000,,ASX,3886583,0,-0.19,0.09,-2230000,607,1.7,,0,,,0,
GGL,0.021,0.021,,,,0,0,1/2/17,0.021,0.021,0.021,0.056,0.019,12890000,,ASX,50000,0,,0.021,-1110000,9.449,1,,0,,,0,
GHC,1.98,1.93,,,6/29/2016,-0.05,-0.0253,1/2/17,1.92,1.98,1.93,2.32,1.6,422190000,,ASX,83758,0.24,0.1,1.41,0,10.08,1.41,8.04,2.95,19.3,17.55,0,
GID,0.024,0.026,,,,0.003,0.125,1/2/17,0.026,0.027,0.027,0.039,0.015,12840000,,ASX,191954,-0.035,-0.07,0.018,-16170000,16.492,1.333,,0,,,0,
GLF,0.011,0.012,,,,0.002,0.18182,1/2/17,0.012,0.013,0.013,0.013,0.006,35460000,,ASX,2975983,0,,0.002,0,699.835,5.5,,0,,,0,
GLH,0.43,0.425,,,,-0.015,-0.03488,1/2/17,0.415,0.425,0.415,0.5,0.25,13700000,,ASX,12100,0.042,,0.158,1570000,2.399,2.722,9.881,0,,,0,
GLL,0.1,0.105,,,,0.015,0.15,1/2/17,0.1,0.12,0.115,0.125,0.05,17500000,,ASX,2900862,-0.04,,0.065,-6350000,,1.538,,0,,,0,
GMA,3.33,3.34,,,8/16/2016,0.06,0.018,1/2/17,3.33,3.4,3.39,3.41,2.43,1730000000,,ASX,936000,0.46,0.39,3.82,346230000,2.77,0.87,7.45,-0.76,8.69,9.42,0,
GMD,0.023,0.022,,,,0,0,1/2/17,0.022,0.023,0.023,0.041,0.015,14660000,,ASX,201613,-0.005,,0.001,-2220000,2259.504,23,,0,,,0,
GME,0.05,0.06,,,,0,0.0909,1/2/17,0.06,0.06,0.06,0.06,0.02,27700000,,ASX,914495,0,,0.06,1770000,5.63,0.89,12,0,,,0,
GMG,6.92,6.89,3.67,0.18,6/29/2016,0,0,1/2/17,6.86,6.95,6.92,7.81,5.88,12310000000,,ASX,3277829,0.7,0.43,4.54,747900000,5.87,1.53,9.91,2.64,16.09,15.38,0,
GMPPA,102.45,,,,,-0.59,-0.0058,1/2/17,101.85,101.86,101.86,104.99,96.9,,,ASX,1408,6.15,,0,,,,,0,,,,
GMR,0.009,0.009,,,,0,0,1/2/17,0.009,0.009,0.009,0.014,0.001,12950000,,ASX,333000,0,-0.1,0.006,-1800000,,1.5,,0,,,0,
GMY,1.01,1.01,,,,0,0,1/2/17,1.01,1.01,1.01,1.05,0.65,18200000,,ASX,2303,-0.01,0.02,0.94,0,5.1,1.08,,0,,,0,
GNC,9.51,9.65,1.63,0.12,6/30/2016,-0.06,-0.0063,1/2/17,9.31,9.65,9.45,9.82,7.2,2160000000,,ASX,1324863,0.14,0.58,7.62,160100000,0.52,1.25,70,0.43,16.29,15.75,0,
GNE,2.07,2.09,,,9/29/2016,0,0,1/2/17,2.06,2.1,2.07,2.27,1.65,2070000000,,ASX,23598,0.13,0.09,1.44,235700000,1.42,1.43,15.56,4.27,23,20.7,0,
GNG,1.57,1.56,,,3/22/2016,0.03,0.0224,1/2/17,1.54,1.6,1.6,2.05,0.75,244590000,,ASX,107133,0.13,0.11,0.34,23840000,0.94,4.6,12.7,0,14.55,11.43,0,
GOLD,150.73,151.6,,,,1.27,0.0084,1/2/17,151.6,152.45,152,177,145.48,,,ASX,3325,,,0,0,,,,0,,,0,
GOO,0.17,0.17,,,,0,0,1/2/17,0.17,0.17,0.17,0.27,0.17,482120,,ASX,20000,-0.13,,-0.05,-568099,285.11,,,0,,,0,
GOR,0.58,0.6,,,,0.01,0.0172,1/2/17,0.58,0.6,0.59,0.75,0.37,512640000,,ASX,2233017,-0.01,-0.01,0.18,-4150000,290.71,3.2,,0,,,0,
GOW,3.48,3.5,,,10/5/16,0.02,0.0057,1/2/17,3.5,3.5,3.5,3.65,2.83,187920000,,ASX,28707,0.41,,3.7,29350000,4.75,0.94,8.56,0,,,0,
GOZ,3.1,3.1,,,6/29/2016,0.02,0.0065,1/2/17,3.07,3.12,3.12,3.49,2.97,,,ASX,358933,0.39,0.23,0,0,,,,5.84,13.57,13.57,0,
GPP,0.026,0.026,,,,0,0,1/2/17,0.026,0.027,0.026,0.044,0.002,18200000,,ASX,5232770,-0.009,,0.001,-1530000,1465.403,26,,0,,,0,
GPR,0.035,0.033,,,,-0.002,-0.05714,1/2/17,0.033,0.033,0.033,0.055,0.022,26390000,,ASX,50000,-0.002,,0.058,-1660000,836.369,0.603,,0,,,0,
GPT,4.68,4.63,,,6/29/2016,-0.02,-0.0043,1/2/17,4.61,4.67,4.66,5.72,4.38,8380000000,,ASX,5945584,0.57,0.29,4.4,451100000,12.15,1.06,8.12,3.75,16.07,15.53,0,
GPX,0.37,0.37,,,,0,0,1/2/17,0.37,0.37,0.37,0.65,0.31,20540000,,ASX,5394,-0.96,,0.17,-2360000,,2.11,,0,,,0,
GRA,0.56,0.54,,,,-0.02,-0.0357,1/2/17,0.54,0.54,0.54,0.78,0.2,37550000,,ASX,15000,-0.02,,0.04,-1090000,1121,14.36,,0,,,0,
GRB,0.05,0.05,,,,-0.001,-0.02,1/2/17,0.048,0.05,0.049,0.062,0.027,20890000,,ASX,836204,0.001,0,0.039,2790000,0.828,1.282,49,0,,,0,
GRR,0.22,0.22,,,9/8/16,0.02,0.0909,1/2/17,0.22,0.24,0.24,0.24,0.08,277760000,,ASX,4869003,-0.14,0.01,0.24,244030000,1.16,0.91,,0,,,0,
GRV,0.052,0.056,,,,0.004,0.07692,1/2/17,0.056,0.056,0.056,0.058,0.01,5230000,,ASX,25000,-0.004,,0.034,333743,,1.529,,0,,,0,
GSC,0.1,0.1,,,,0,0.0309,1/2/17,0.09,0.1,0.1,0.1,0,101480000,,ASX,1210677,-0.01,,0,-912156,37370.01,,,0,,,0,
GSS,0.41,0.42,,,,0.02,0.0361,1/2/17,0.42,0.43,0.43,0.8,0.38,31340000,,ASX,64000,-0.04,,0.06,-2600000,9.26,6.48,,0,,,0,
GSW,0.3,0.31,,,,0.01,0.0333,1/2/17,0.31,0.31,0.31,0.36,0.25,27250000,,ASX,7975,0,,0,0,245.17,300,,0,,,0,
GTE,0.016,0.017,,,,0.003,0.1875,1/2/17,0.017,0.019,0.019,0.024,0.005,5020000,,ASX,1092350,-0.012,,0.012,-406439,,1.333,,0,,,0,
GTG,0.009,0.009,,,,0,0,1/2/17,0.009,0.009,0.009,0.024,0.009,15440000,,ASX,497684,-0.005,-0.01,0.007,-8530000,18.722,1.286,,0,,,0,
GTK,3.18,3.17,,,12/8/16,-0.02,-0.0063,1/2/17,3.16,3.18,3.16,3.55,1.99,229730000,,ASX,87915,0.1,,0.71,11250000,6.04,4.49,32.92,0,,,0,
GTN,2.6,2.6,,,,0.16,0.0615,1/2/17,2.6,2.86,2.76,3.95,1.9,555350000,,ASX,255,-0.11,0.03,1.07,31510000,3.15,2.43,,0,92,,0,
GTY,2.03,2,,,6/29/2016,-0.01,-0.0049,1/2/17,1.99,2.03,2.02,3.05,1.98,567940000,,ASX,912398,0.15,0.16,1.99,35910000,5.02,1.02,13.84,0,12.62,11.22,0,
GUD,9.71,9.96,,,8/18/2016,0.37,0.0381,1/2/17,9.96,10.41,10.08,11.06,6.07,860100000,,ASX,591983,-0.5,0.61,2.85,77800000,1.39,3.41,,1.57,16.52,15.04,0,
GVF,1.16,1.16,,,10/6/16,0,0,1/2/17,1.16,1.16,1.16,1.16,0.99,,,ASX,90474,,,0,0,,,,0,,,0,
GWA,2.62,2.61,,,9/1/16,0.02,0.0076,1/2/17,2.59,2.65,2.64,3.1,1.77,696820000,,ASX,755670,0.2,0.2,1.17,83950000,1.57,2.25,13.47,-7.31,13.2,13.89,0,
GWR,0.043,0.041,,,,-0.002,-0.04651,1/2/17,0.041,0.041,0.041,0.057,0.015,9930000,,ASX,8442,-0.049,,0.083,-2640000,12.115,0.518,,0,,,0,
GXL,6.59,6.59,,,8/30/2016,-0.12,-0.0182,1/2/17,6.47,6.86,6.47,7.99,6,738840000,,ASX,348262,0.3,0.4,3.81,88880000,1.03,1.73,21.42,1.57,16.17,14.38,0,
GXY,0.61,0.61,,,,-0.02,-0.0328,1/2/17,0.57,0.61,0.59,0.69,0.14,757630000,,ASX,18269489,0.06,-0.01,0.14,5900000,,4.52,10.17,0,,14.75,0,
HAO,0.14,0.16,,,,0.02,0.1429,1/2/17,0.14,0.16,0.16,0.23,0.06,30420000,,ASX,71224,-0.03,,-0.34,-3580000,91.8,,,0,,,0,
HAS,0.081,0.085,,,,-0.003,-0.03704,1/2/17,0.078,0.085,0.078,0.1,0.06,37900000,,ASX,135000,-0.001,,0.079,-1210000,241.723,1.025,,0,,,0,
HAV,0.7,0.71,,,,-0.02,-0.0286,1/2/17,0.68,0.72,0.68,0.87,0.25,114650000,,ASX,107673,0.01,,0.24,96000,42.99,2.97,113.33,0,,,0,
HCH,0.027,0.026,,,,0,0,1/2/17,0.026,0.027,0.027,0.099,0.025,14660000,,ASX,63670,-0.022,-0.02,0.17,-2060000,,0.159,,0,,,0,
HEG,0.003,0.003,,,,-0.001,-0.33333,1/2/17,0.002,0.003,0.002,0.004,0.001,2780000,,ASX,9004666,-0.001,,0.013,-909844,20.452,0.231,,0,,,0,
HFA,2.14,2.15,,,8/24/2016,0.04,0.0187,1/2/17,2.15,2.24,2.18,2.73,1.98,353480000,,ASX,60445,0.09,0.22,1.57,29440000,4.92,1.36,25.06,0,9.91,9.48,0,
HFR,1.22,1.22,,,,0.015,0.0123,1/2/17,1.185,1.265,1.235,2.04,0.965,384060000,,ASX,81535,-0.034,-0.02,0.497,-12880000,,2.455,,0,,,0,
HGG,3.58,3.61,,,8/25/2016,-0.07,-0.0196,1/2/17,3.51,3.62,3.51,5.68,3.29,3820000000,,ASX,12124586,0.14,14.69,1.21,268640000,4.14,2.96,25.25,2.59,0.24,0.21,0,
HGO,0.059,0.063,,,9/16/2009,0.005,0.08475,1/2/17,0.063,0.064,0.064,0.15,0.025,12040000,,ASX,23933,-1.006,-0.03,0.152,46360000,0.088,0.388,,0,,,0,
HHL,2.38,2.38,,,3/3/16,0.09,0.0378,1/2/17,2.38,2.5,2.47,4.69,2.05,67170000,,ASX,163648,0.38,0.18,1.06,23440000,1.6,2.25,6.45,0,,,0,
HHV,1.2,1.2,,,,0.02,0.0192,1/2/17,1.2,1.22,1.22,1.48,1.08,,,ASX,2084572,0.13,,0,0,,,,0,,,0,
HHY,0.1,0.1,,,9/24/2012,0.01,0.0476,1/2/17,0.1,0.11,0.11,0.13,0.09,,,ASX,213519,0.02,,0,0,,,,0,,,0,
HIG,0.061,0.059,,,,-0.002,-0.03279,1/2/17,0.059,0.059,0.059,0.082,0.052,54740000,,ASX,111557,-0.088,-0.01,-0.015,-4810000,,,,0,,,0,
HIL,0.34,0.35,,,4/14/2015,0.015,0.04412,1/2/17,0.345,0.36,0.355,0.735,0.13,82350000,,ASX,78740,-0.294,0.09,0.298,7170000,0.238,1.141,,0,,,0,
HIT,0.56,0.58,,,9/5/13,0.035,0.0625,1/2/17,0.58,0.595,0.595,0.69,0.24,18450000,,ASX,25850,0.07,,0.192,2530000,0.95,2.917,8.5,0,,,0,
HLX,0.06,0.059,,,,-0.003,-0.05,1/2/17,0.057,0.059,0.057,0.11,0.026,17580000,,ASX,321073,-0.005,,0.04,-726786,667.675,1.5,,0,,,0,
HML,1.765,1.79,,,,-0.01,-0.00567,1/2/17,1.72,1.79,1.755,1.79,0.88,27380000,,ASX,143825,0.152,,1.067,0,,1.654,11.546,0,,,0,
HNG,0.51,0.53,,,7/4/16,0.02,0.0392,1/2/17,0.53,0.53,0.53,0.56,0.4,29500000,,ASX,10000,0.08,,0.47,2420000,0.54,1.08,6.71,0,,,0,
HNR,0.014,0.015,,,,0.001,0.07143,1/2/17,0.015,0.016,0.015,0.031,0.002,24400000,,ASX,838280,-0.001,,0.001,-820962,50.117,14,,0,,,0,
HOG,0.007,0.007,,,,0,0,1/2/17,0.007,0.007,0.007,0.01,0.002,2320000,,ASX,7066682,-0.002,0.07,-0.004,-899809,,,,0,,,0,
HOR,0.02,0.022,,,,0.001,0.05,1/2/17,0.019,0.022,0.021,0.028,0.01,4090000,,ASX,2800000,-0.009,,0.008,-637628,47.694,2.5,,0,,,0,
HPI,2.8,2.8,,,6/29/2016,-0.01,-0.0036,1/2/17,2.76,2.81,2.79,3.31,2.42,407630000,,ASX,340146,0.41,0.2,2.28,0,8.56,1.23,6.77,2.45,13.95,13.95,0,
HRN,0.355,0.355,,,,0,0,1/2/17,0.355,0.355,0.355,0.36,0.34,27170000,,ASX,1393264,,,-0.061,-958000,,,,0,,,0,
HRR,0.13,0.13,,,,0,0,1/2/17,0.13,0.13,0.13,0.18,0.08,53950000,,ASX,24020,-0.01,-0.5,0.13,-5000000,,0.99,,0,,,0,
HSK,0.071,0.076,,,1/22/2009,0.005,0.07042,1/2/17,0.076,0.076,0.076,0.08,0.022,42880000,,ASX,10000,-0.01,-0.02,0.049,-5190000,,1.449,,0,,,0,
HSN,3.86,3.85,,,9/5/16,-0.08,-0.0207,1/2/17,3.75,3.86,3.78,4.75,3.08,676290000,,ASX,505227,0.14,0.16,0.75,38970000,4.64,5.12,26.25,3.03,23.62,21,0,
HSO,2.19,2.2,,,3/9/16,0.01,0.0046,1/2/17,2.18,2.21,2.2,3.17,2.12,3820000000,,ASX,9670525,0.1,0.11,1.37,406200000,1.66,1.6,21.15,2.6,20,18.33,0,
HUB,4.83,4.82,,,,0.02,0.0041,1/2/17,4.8,4.88,4.85,6.1,3.48,256520000,,ASX,31224,-0.02,0.05,0.36,0,5.85,13.45,,0,97,34.64,0,
HUO,4.5,4.45,,,,-0.01,-0.0022,1/2/17,4.45,4.49,4.49,4.49,3.02,392140000,,ASX,2911,0.04,0.19,2.87,27040000,1.68,1.57,115.13,0.22,23.63,14.48,0,
HVN,5,4.96,,,10/31/2016,-0.09,-0.018,1/2/17,4.87,5,4.91,5.58,4.2,5460000000,,ASX,2910229,0.31,0.33,2.4,494750000,3.1,2.09,15.69,2.19,14.88,14.44,0,
HXG,0.26,0.25,,,,-0.01,-0.0385,1/2/17,0.25,0.26,0.25,0.31,0.06,58460000,,ASX,133936,-0.01,,0.04,-1030000,7389.76,6.84,,0,,,0,
HZN,0.062,0.061,,,,-0.003,-0.04839,1/2/17,0.059,0.061,0.059,0.084,0.036,76910000,,ASX,240300,-0.111,0.01,0.08,40940000,1.064,0.775,,-1.51,5.9,5.9,0,
HZR,0.585,0.605,,,,0.04,0.06838,1/2/17,0.6,0.63,0.625,0.85,0.22,40360000,,ASX,441747,-0.036,,0.068,0,,8.603,,0,,,0,
IAA,65.18,65.94,,,,0.57,0.0087,1/2/17,65.48,65.94,65.75,67.4,51.9,,,ASX,2491,,,0,,,,,0,,,,
IAB,1.24,1.2,,,9/29/2016,-0.04,-0.0323,1/2/17,1.2,1.2,1.2,1.38,0.87,24080000,,ASX,20000,0.04,,0.55,4130000,0.28,2.25,27.91,0,,,0,
IAG,5.77,5.8,6.31,0.28,9/6/16,0.06,0.0104,1/2/17,5.75,5.84,5.83,6.25,5.01,14140000000,,ASX,6715863,0.25,0.36,2.71,1320000000,1.73,2.13,23.04,1.94,16.19,15.76,0,
IAM,0.066,0.065,,,,0.001,0.01515,1/2/17,0.062,0.068,0.067,0.095,0.015,72840000,,ASX,7929532,-0.002,,0.005,0,,13.2,,0,,,0,
IBC,0.5,0.5,,,,0,0,1/2/17,0.5,0.5,0.5,0.5,0.41,,,ASX,25000,0,,0,0,,,,0,,,0,
IBG,0.1,0.1,,,,0.015,0.15,1/2/17,0.1,0.125,0.115,0.125,0.031,58180000,,ASX,8315511,-0.003,-0.02,0.091,-976999,,1.099,,0,,,0,
IBK,45.38,44.96,,,,-0.42,-0.0093,1/2/17,44.96,44.96,44.96,47.58,34.3,,,ASX,47,,,0,,,,,0,,,,
ICG,0.02,0.022,,,,0.001,0.05,1/2/17,0.02,0.022,0.021,0.022,0.002,26010000,,ASX,12327421,-0.013,,0,-2160000,1205.568,,,0,,,0,
ICN,0.029,0.029,,,,0,0,1/2/17,0.029,0.029,0.029,0.041,0.027,17330000,,ASX,184832,-0.009,-0.01,0.088,-3860000,32.346,0.33,,0,,,0,
ICQ,0.25,0.25,,,,0,0,1/2/17,0.25,0.25,0.25,1,0.19,62500000,,ASX,167199,-0.05,-0.06,0.14,-10680000,9.18,1.75,,-0.09,,,0,
ICT,0.04,0.045,,,,0.005,0.125,1/2/17,0.04,0.046,0.045,0.115,0.019,3750000,,ASX,3867051,-0.133,,-0.042,-1540000,1.192,,,0,,,0,
ICU,0.055,0.062,,,,0.006,0.10909,1/2/17,0.061,0.062,0.061,0.166,0.043,8280000,,ASX,63805,0.014,,0.15,2520000,0.759,0.367,4.357,0,,,0,
IDA,0.084,0.084,,,,0,0,1/2/17,0.084,0.084,0.084,0.35,0.052,3640000,,ASX,84010,-0.907,,0.23,-6330000,,0.365,,0,,,0,
IDR,2.05,2.05,,,6/29/2016,0.03,0.0146,1/2/17,2.04,2.08,2.08,2.27,1.93,,,ASX,80544,0.2,0.18,0,0,,,,-1.27,11.56,11.56,0,
IDT,0.18,0.17,,,4/12/10,0,0,1/2/17,0.17,0.19,0.18,0.41,0.17,39480000,,ASX,452497,-0.02,-0.01,0.2,-3500000,2.33,0.91,,0,,,0,
