symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio
CUA,2.2,2.19,,,12/29/2016,-0.02,-0.0091,31/1/17,2.18,2.19,2.18,2.35,1.96,1.5975E+11,,ASX,10000,,,0,0,,,,0,,,0
CUE,0.085,0.085,,,,0,0,31/1/17,0.085,0.085,0.085,0.105,0.045,59340000,,ASX,1800,-0.124,0.01,0.062,2740000,1.307,1.371,,0,,,0
CUL,0.002,0.002,,,,0,0,31/1/17,0.002,0.002,0.002,0.006,0.002,3800000,,ASX,30000,-0.001,,0.003,-818295,30.944,0.667,,0,,,0
CUP,0.84,0.83,,,1/18/2017,-0.02,-0.0238,31/1/17,0.81,0.83,0.82,0.95,0.55,90550000,,ASX,197586,0.12,0.13,0.54,10370000,0.77,1.56,6.78,0,,,0
CUV,8.21,8.22,,,,-0.17,-0.0207,31/1/17,7.73,8.36,8.04,9.19,2.81,378520000,,ASX,40922,-0.07,-0.26,0.38,-3520000,56.67,21.72,,0,,,0
CUX,0.006,0.006,,,,0,0,31/1/17,0.006,0.006,0.006,0.009,0.004,2120000,,ASX,937300,-0.006,,0.009,-596081,53.028,0.667,,0,,,0
CV1,0.087,0.09,,,,0.005,0.05747,31/1/17,0.09,0.097,0.092,0.447,0.068,18320000,,ASX,694150,-0.059,-0.03,0.024,-10800000,2.436,3.625,,0,,,0
CVC,1.8,1.86,,,9/2/16,0.06,0.0333,31/1/17,1.86,1.87,1.86,1.93,1.35,222330000,,ASX,8419,0.12,,1.68,35810000,1.45,1.07,16.17,0,,,0
CVN,0.099,0.099,,,,-0.003,-0.0303,31/1/17,0.095,0.1,0.096,0.15,0.07,97910000,,ASX,1009410,-0.005,0,0.133,-6080000,,0.744,,0,,,0
CVO,1.92,1.92,,,8/25/2016,0,-0.0026,31/1/17,1.92,1.93,1.92,2.05,1.11,609700000,,ASX,3529939,0.06,0.08,0.63,38100000,2.77,3.08,32.54,1.8,24,19.2,0
CVT,0.1,0.1,,,,-0.006,-0.06,31/1/17,0.093,0.1,0.094,0.46,0.071,49440000,,ASX,322863,-0.031,-0.03,0.017,-14100000,146.855,5.882,,0,,,0
CVW,1.36,1.36,,,9/15/2016,-0.01,-0.0111,31/1/17,1.33,1.36,1.34,1.44,0.84,800550000,,ASX,25098,0.04,0.06,0.69,59720000,2.78,1.97,31.16,4.63,22.33,19.14,0
CWN,11.39,11.35,0,0,9/22/2016,0.01,0.0009,31/1/17,11.31,11.44,11.4,14.06,10.31,8300000000,,ASX,2281306,1.3,0.55,6.95,874600000,2.29,1.64,8.75,2.82,20.73,19.32,0
CWP,5.41,5.41,,,3/30/2016,-0.03,-0.0055,31/1/17,5.3,5.45,5.38,5.6,3.91,424430000,,ASX,40900,0.55,0.56,3.89,67090000,2.45,1.39,9.73,1.1,9.61,8.68,0
CWY,1.14,1.13,,,9/20/2016,0,-0.0044,31/1/17,1.11,1.16,1.14,1.26,0.68,1810000000,,ASX,4528374,0.03,0.04,1.12,254870000,1.25,1.02,40.71,0,,,0
CXM,0.07,0.07,,,,0,0.0606,31/1/17,0.07,0.07,0.07,0.1,0.06,22090000,,ASX,19000,-0.02,,0.11,-1770000,,0.61,,0,,,0
CXO,0.086,0.086,,,,-0.003,-0.03488,31/1/17,0.081,0.086,0.083,0.15,0.012,22580000,,ASX,5702475,-0.009,,0.03,-929637,1054.322,2.867,,0,,,0
CXU,0.08,0.08,,,,0,0,31/1/17,0.08,0.08,0.08,0.11,0.04,23040000,,ASX,200000,-0.01,,0.05,-3120000,3124.09,1.78,,0,,,0
CXX,0.25,0.27,,,,0.03,0.098,31/1/17,0.27,0.28,0.28,0.34,0.16,46120000,,ASX,434523,-0.07,0,0.14,-1130000,4389.28,1.78,,0,,,0
CXZ,0.12,0.12,,,,-0.01,-0.0435,31/1/17,0.11,0.12,0.11,0.21,0.08,11210000,,ASX,224339,-0.08,,-0.03,-6610000,9.05,,,0,,,0
CYA,0.915,0.92,,,,0,0,31/1/17,0.915,0.92,0.915,0.93,0.78,,,ASX,52500,0.068,,0,0,,,,0,,,0
CYB,4.77,4.7,,,,-0.05,-0.0105,31/1/17,4.62,4.75,4.72,5.86,3.5,587380000,,ASX,1761440,-0.01,18.24,0.35,-686496,507.13,13.71,,0.32,0.26,0.21,0
CYC,0.88,0.88,,,9/2/16,0.07,0.0795,31/1/17,0.88,0.95,0.95,1.46,0.52,56610000,,ASX,874,0.08,,0.21,2710000,3.76,4.25,11.31,0,,,0
CYL,0.5,0.5,,,,0,0,31/1/17,0.5,0.5,0.5,0.7,0.26,27360000,,ASX,9200,-0.02,,0.02,-1100000,1542.01,29.41,,0,,,0
CYP,0.61,0.6,,,,-0.02,-0.0328,31/1/17,0.58,0.61,0.59,0.81,0.26,42920000,,ASX,161702,-0.07,-0.11,0.12,-4800000,40.35,5.17,,0,,,0
CYU,0.008,0.006,,,,-0.002,-0.25,31/1/17,0.006,0.006,0.006,0.014,0.003,3550000,,ASX,467000,-0.018,,0.009,-1200000,140.508,0.889,,0,,,0
CZA,0.052,0.054,,,,0.002,0.03846,31/1/17,0.054,0.054,0.054,0.1,0.01,104060000,,ASX,5000,-0.012,-0.01,0.122,-11240000,,0.426,,0,,,0
CZI,0.066,0.064,,,,-0.001,-0.01515,31/1/17,0.062,0.066,0.065,0.07,0.016,14360000,,ASX,1135732,-0.012,-1.9,0.048,-2330000,1503.334,1.375,,0,,,0
CZL,0.029,0.029,,,,-0.002,-0.06897,31/1/17,0.027,0.029,0.027,0.062,0.026,11610000,,ASX,335846,-0.007,,0.028,-1170000,,1.036,,0,,,0
CZN,0.017,0.016,,,,-0.001,-0.05882,31/1/17,0.016,0.016,0.016,0.03,0.003,10380000,,ASX,2328387,-0.002,,0.003,-732814,,5.667,,0,,,0
CZR,0.018,0.017,,,,-0.001,-0.05556,31/1/17,0.017,0.017,0.017,0.018,0.005,29790000,,ASX,89000,-0.002,,0.008,-2040000,1021.833,2.25,,0,,,0
CZZ,15.88,15.9,0,0,6/29/2016,-0.01,-0.0006,31/1/17,15.85,15.95,15.87,23.19,15.5,150080000,,ASX,4548,1.1,1.2,5.9,16200000,1.12,2.69,14.4,0.81,13.22,11.26,0
D13,0.12,0.12,,,,-0.005,-0.04167,31/1/17,0.11,0.12,0.115,0.17,0.065,53840000,,ASX,506083,-0.028,,0.005,-3990000,142.398,24,,0,,,0
D2O,1.02,1.04,,,,0.02,0.0196,31/1/17,1.04,1.04,1.04,1.1,0.96,,,ASX,284,,,0,0,,,,0,,,0
DAF,0.008,0.009,,,,0.001,0.125,31/1/17,0.009,0.009,0.009,0.023,0.004,1810000000,,ASX,55556,,,0,0,,,,0,,,0
DAV,0.15,0.16,,,,0.045,0.3,31/1/17,0.15,0.195,0.195,0.195,0.15,14430000000,,ASX,800711,0.231,,0,0,,,,0,,,0
DCC,0.036,0.036,,,8/24/2005,-0.002,-0.05556,31/1/17,0.034,0.036,0.034,0.22,0.034,6420000,,ASX,469477,-0.019,0.01,0.009,-2830000,0.177,4,,0,,,0
DCG,1.04,1.04,,,9/1/16,0.005,0.00481,31/1/17,0.985,1.065,1.045,1.31,0.655,177540000,,ASX,753846,-0.345,0.09,1.436,9400000,0.588,0.724,,-0.66,11.611,11.611,0
DCN,2.41,2.42,,,,-0.08,-0.0332,31/1/17,2.26,2.42,2.33,4,0.85,310600000,,ASX,203880,-0.19,-0.05,0.1,-21780000,966.47,24.34,,0,,29.12,0
DDD,0.006,0.006,,,,-0.001,-0.16667,31/1/17,0.005,0.007,0.005,0.007,0.002,1380000,,ASX,42195386,-0.004,,0.002,-287160,825.243,3,,0,,,0
DDR,2.46,2.5,,,12/6/16,0.02,0.0081,31/1/17,2.46,2.51,2.48,2.51,1.35,395950000,,ASX,577514,0.15,0.16,0.46,43320000,0.35,5.41,16.87,0,,,0
DDT,0.014,0.015,,,,0,0,31/1/17,0.014,0.016,0.014,0.024,0.01,10650000,,ASX,2832971,-0.004,,0.008,-2140000,1.606,1.75,,0,,,0
DFM,0.81,0.79,,,3/31/2016,0.01,0.0123,31/1/17,0.79,0.82,0.82,2.49,0.74,323070000,,ASX,69798,0.15,,0.56,59840000,2.34,1.44,5.62,0,,,0
DGH,0.83,0.84,,,9/21/2016,0.01,0.012,31/1/17,0.84,0.84,0.84,0.84,0.67,31000000,,ASX,50000,0.14,,0.83,5610000,0.99,1,6.13,0,,,0
DGO,0.35,0.35,,,,0,0,31/1/17,0.35,0.35,0.35,0.38,0.19,2030000,,ASX,602,-0.16,,0.14,-553101,,2.55,,0,,,0
DGR,0.12,0.12,,,,-0.01,-0.0435,31/1/17,0.11,0.12,0.11,0.12,0.02,60600000,,ASX,1123728,0,,0.08,-803699,18.45,1.46,110,0,,,0
DHR,0.01,0.01,,,,0,0,31/1/17,0.01,0.01,0.01,0.02,0,7800000,,ASX,200000,0,,0,-837670,288.73,10,,0,,,0
DJW,3.72,3.71,,,,0.01,0.0027,31/1/17,3.66,3.76,3.73,4.24,3.5,815340000,,ASX,181385,0.15,,3.29,0,19.09,1.13,25.55,0,,,0
DKO,0.059,0.059,,,,-0.003,-0.05085,31/1/17,0.055,0.059,0.056,0.275,0.048,17940000,,ASX,1124314,-0.013,,0.061,-1980000,,0.967,,0,,,0
DLX,6.05,6.05,,,11/16/2016,0.02,0.0033,31/1/17,6.04,6.1,6.07,6.78,5.76,2320000000,,ASX,1428372,0.34,0.35,0.95,229790000,1.35,6.34,18.12,6.54,17.34,16.86,0
DM1,0.027,0.026,,,10/8/13,-0.008,-0.2963,31/1/17,0.019,0.026,0.019,0.11,0.013,7750000,,ASX,385066,-0.033,,0.029,0,9.481,0.931,,0,,,0
DMG,0.011,0.011,,,7/9/12,0,0,31/1/17,0.011,0.011,0.011,0.027,0.01,2900000,,ASX,445838,-0.003,,0.014,-450679,24.101,0.786,,0,,,0
DMP,60.62,60.61,1.53,0.73,8/22/2016,-1.17,-0.0193,31/1/17,59.3,60.91,59.45,80.69,48.54,5210000000,,ASX,344905,0.92,1.4,4.5,160390000,5.75,13.47,64.48,1.36,42.46,33.03,0
DNA,0.36,0.37,,,10/4/16,0,0,31/1/17,0.36,0.37,0.36,0.77,0.35,299240000,,ASX,215670,0.09,0.08,0.57,87890000,2.09,0.63,3.79,0.1,4.5,4,0
DNK,0.79,0.78,,,,-0.08,-0.1013,31/1/17,0.69,0.78,0.71,0.78,0.2,142490000,,ASX,951088,-0.03,0,0.13,-1830000,,5.94,,0,,,0
DOW,6.35,6.3,,,8/17/2016,-0.15,-0.0236,31/1/17,6.19,6.34,6.2,6.53,2.77,2610000000,,ASX,1698722,0.38,0.38,4.54,542400000,0.39,1.4,16.4,-5.39,16.32,15.9,0
DRG,0.03,0.03,,,,0,0,31/1/17,0.03,0.03,0.03,0.05,0.02,3200000,,ASX,6181,-0.01,,0.02,-652661,,1.67,,0,,,0
DRM,0.435,0.44,,,,0,0,31/1/17,0.425,0.445,0.435,1.245,0.405,135190000,,ASX,2403703,0.055,0.01,0.582,62710000,1.031,0.747,7.909,0,43.5,7.25,0
DRO,0.45,0.45,,,,-0.02,-0.0444,31/1/17,0.43,0.45,0.43,0.52,0.17,58050000,,ASX,119013,,,0.04,0,13235.29,10.98,,0,,,0
DRX,0.014,0.014,,,,-0.001,-0.07143,31/1/17,0.013,0.014,0.013,0.018,0.008,10530000,,ASX,213492,-0.003,-0.48,0.014,-1440000,110.575,1,,0,,,0
DSX,0.055,0.058,,,,0.002,0.03636,31/1/17,0.057,0.058,0.057,0.071,0.04,13080000,,ASX,223044,-0.02,,0.014,-3950000,10.98,3.929,,0,,,0
DTI,0.41,0.41,,,,0,0,31/1/17,0.41,0.41,0.41,0.52,0.21,37570000,,ASX,239389,0,0.03,0.16,3240000,2.32,2.56,,0,13.67,10.25,0
DTL,1.8,1.79,,,3/16/2016,0,0,31/1/17,1.76,1.8,1.8,1.82,0.95,277150000,,ASX,52936,0.09,0.1,0.26,19820000,0.28,6.95,20,1.59,18,16.36,0
DTM,0.008,0.008,,,,0,0,31/1/17,0.008,0.008,0.008,0.021,0.007,2400000,,ASX,2124,-0.003,,0.028,-628399,8.374,0.286,,0,,,0
DTR,0.037,0.034,,,,-0.003,-0.08108,31/1/17,0.034,0.034,0.034,0.034,0.01,3440000,,ASX,164557,-0.007,,0.038,-374516,,0.974,,0,,,0
DTS,0.28,0.28,,,,0.005,0.01786,31/1/17,0.275,0.29,0.285,0.29,0.195,151335,,ASX,577010,-1.571,,1.546,-720973,1.366,0.181,,0,,,0
DTZ,0.34,0.35,,,,-0.015,-0.04412,31/1/17,0.325,0.35,0.325,0.49,0.32,,,ASX,692154,,,0,0,,,,0,,,0
DUB,0.44,0.44,,,11/27/2008,0,0,31/1/17,0.43,0.44,0.44,0.87,0.35,35170000,,ASX,112440,-0.13,,0.14,-8030000,76.84,3.24,,0,,,0
DUE,2.78,2.76,6.37,0.13,6/29/2016,0.02,0.0072,31/1/17,2.76,2.81,2.8,2.94,2.12,6810000000,,ASX,13108499,0.09,0.1,1.37,942420000,4.22,2.04,32.56,4.1,28,25.45,0
DUI,3.57,3.58,,,,-0.05,-0.014,31/1/17,3.52,3.58,3.52,3.58,3.11,730460000,,ASX,5965,0.15,,3.14,0,20.36,1.14,23.95,0,,,0
DVL,0.47,0.47,,,,0,0,31/1/17,0.47,0.47,0.47,0.6,0.25,70460000,,ASX,136048,-0.04,-0.02,0.06,-5720000,23.33,8.25,,0,,47,0
DVN,0.44,0.44,,,9/13/2012,0,0.0112,31/1/17,0.44,0.46,0.45,0.68,0.42,71430000,,ASX,22547,-0.41,0.07,1.16,-51950000,0.34,0.38,,0,,,0
DWS,1.43,1.43,,,9/1/16,0.06,0.042,31/1/17,1.43,1.49,1.49,1.49,0.98,196430000,,ASX,177145,0.13,0.13,0.5,25390000,1.29,2.89,11.73,-6.76,11.46,10.64,0
DXB,0.008,0.007,,,9/24/1999,0.001,0.125,31/1/17,0.007,0.009,0.009,0.017,0.004,13260000,,ASX,15910952,-0.004,,0.002,-1280000,19.318,4,,0,,,0
DXS,8.94,8.95,4.64,0.31,6/29/2016,0.04,0.0045,31/1/17,8.92,9,8.98,9.89,7.09,8690000000,,ASX,1885252,1.3,0.57,7.85,1140000000,5.78,1.14,6.9,10.81,15.75,15.75,0
DYE,0.21,0.215,,,,0.015,0.07143,31/1/17,0.21,0.225,0.225,0.28,0.18,83430000,,ASX,80605,-0.032,-0.02,0.023,-12170000,76.005,9.13,,0,,,0
DYL,0.024,0.025,,,,0,0,31/1/17,0.024,0.025,0.024,0.032,0.003,51460000,,ASX,8832781,-0.001,,0.026,-1680000,,0.923,,0,,,0
EAI,0.86,0.855,,,,-0.005,-0.00581,31/1/17,0.84,0.855,0.855,0.9,0.715,1.026E+11,,ASX,132902,,,0,0,,,,0,,,0
EAR,0.19,0.19,,,,0,-0.0256,31/1/17,0.17,0.2,0.19,0.28,0.07,32840000,,ASX,587991,0,,0.02,-1510000,2405.56,10.26,,0,,,0
EAX,0.97,1,,,8/24/2016,0.03,0.0309,31/1/17,1,1,1,1.8,0.74,25950000,,ASX,95,-0.02,0.24,0.46,5840000,0.74,2.1,,0,,,0
ECX,3.68,3.64,,,5/16/2016,0.06,0.0163,31/1/17,3.6,3.75,3.74,4.35,2.42,965140000,,ASX,715567,0.19,0.26,2.55,277220000,1.88,1.44,20.22,1.38,14.38,12.9,0
EDE,0.31,0.31,,,,-0.01,-0.0323,31/1/17,0.29,0.32,0.3,0.34,0.06,349180000,,ASX,6093763,0,,0.01,-3390000,297.3,23.85,,0,,,0
EEG,0.009,0.008,,,,-0.001,-0.11111,31/1/17,0.008,0.008,0.008,0.02,0.008,2750000,,ASX,77820,-0.023,,0.097,20250000,0.19,0.093,,0,,,0
EGA,0.27,0.22,,,,-0.05,-0.1852,31/1/17,0.22,0.22,0.22,0.34,0.22,7150000,,ASX,100000,-0.03,,0.05,-693938,12668.96,5.29,,0,,,0
EGG,0.93,0.92,,,3/15/2010,-0.02,-0.0215,31/1/17,0.91,0.92,0.91,1.32,0.78,77900000,,ASX,32300,0.08,0.06,1.28,15270000,0.37,0.73,11.67,2.53,15.17,11.38,0
EGH,0.68,0.68,,,,0,0,31/1/17,0.68,0.69,0.68,0.8,0.46,153530000,,ASX,25356,0.05,0.05,0.29,7420000,8.04,2.36,13.08,0.63,13.6,9.71,0
EGI,0.97,0.98,,,9/5/16,0.01,0.0103,31/1/17,0.98,0.98,0.98,1.05,0.9,,,ASX,55263,-0.04,,0,0,,,,0,,,0
EGL,0.032,0.026,,,1/11/10,-0.006,-0.1875,31/1/17,0.026,0.026,0.026,0.065,0.009,5610000,,ASX,24679,0,,0.057,344168,0.269,0.561,,0,,,0
EGN,0.14,0.15,,,10/9/08,0.01,0.0345,31/1/17,0.15,0.15,0.15,0.17,0.03,46630000,,ASX,23250,0.01,,0.18,10540000,0.34,0.82,12.5,0,,,0
EGO,0.28,0.28,,,,0.02,0.0714,31/1/17,0.28,0.3,0.3,0.5,0.26,30670000,,ASX,119566,-0.03,0.05,0.59,9920000,1.43,0.48,,0.34,6,4.29,0
EGS,0.38,0.38,,,,0.01,0.0263,31/1/17,0.36,0.4,0.39,0.56,0.14,190940000,,ASX,731612,-0.08,0.01,0.01,-19530000,12080.18,47.5,,0,39,3.25,0
EHE,2.75,2.74,,,3/22/2016,-0.06,-0.0218,31/1/17,2.69,2.75,2.69,6.79,2.08,506210000,,ASX,2240110,0.15,0.2,3.14,86400000,1.17,0.87,17.81,-1.78,13.45,13.45,0
EHL,0.087,0.087,0,0,2/27/2013,-0.001,-0.01149,31/1/17,0.084,0.088,0.086,0.09,0.025,48940000,,ASX,348970,-0.404,-0.08,0.011,37780000,0.24,7.909,,0,,,0
ELD,4.28,4.28,,,9/26/2008,-0.03,-0.007,31/1/17,4.22,4.28,4.25,4.64,3.2,483900000,,ASX,126336,0.49,0.39,1.62,43840000,0.3,2.65,8.73,0.59,10.9,10.37,0
ELK,0.074,0.076,,,,0,0,31/1/17,0.074,0.076,0.074,0.101,0.056,49750000,,ASX,98158,-0.027,-0.01,0.034,-4870000,847.126,2.176,,0,,7.4,0
ELT,0.011,0.011,,,,0.002,0.18182,31/1/17,0.01,0.013,0.013,0.013,0.005,9980000,,ASX,818235,-0.002,,0.006,-845726,792.85,1.833,,0,,,0
ELX,1.3,1.29,,,12/3/02,0,0,31/1/17,1.28,1.33,1.3,1.62,0.65,148390000,,ASX,373369,0.03,0.04,0.42,6420000,2.03,3.07,46.43,0,32.5,21.67,0
EMC,0.81,0.81,,,9/25/2008,0.02,0.0247,31/1/17,0.79,0.83,0.83,1.18,0.19,164280000,,ASX,358802,-0.09,,0.04,-3640000,379.39,22.5,,0,,,0
EMF,1.79,1.79,,,,0,0,31/1/17,1.79,1.79,1.79,1.87,1.69,1.6814E+11,,ASX,43309,,,0,0,,,,0,,,0
EMG,0.01,0.011,,,,0.001,0.1,31/1/17,0.011,0.011,0.011,0.018,0.007,2500000,,ASX,2500,-0.01,,0.008,-318210,38.524,1.25,,0,,,0
EMH,0.655,0.665,,,,0.02,0.03053,31/1/17,0.65,0.68,0.675,0.77,0.105,81960000,,ASX,14302,-0.018,,0.066,-1280000,567.102,9.924,,0,,,0
EML,1.7,1.73,,,,0.02,0.0118,31/1/17,1.69,1.74,1.72,2.2,0.93,416960000,,ASX,311705,0,0.05,0.49,1760000,17.68,3.46,,0,34.4,21.5,0
EMR,0.047,0.047,,,,-0.001,-0.02128,31/1/17,0.046,0.047,0.046,0.06,0.023,60100000,,ASX,2018619,0,,0.014,-804998,,3.357,,0,,,0
EMU,0.1,0.105,,,,0.005,0.05,31/1/17,0.105,0.105,0.105,0.25,0.04,7930000,,ASX,50000,-0.012,,0.029,-887295,27.989,3.448,,0,,,0
EMX,0.056,0.056,,,,-0.001,-0.01786,31/1/17,0.054,0.056,0.055,0.061,0.028,33500000,,ASX,210247,0.001,,0.01,-9100000,469.412,5.6,55,0,,,0
ENC,0.255,0.255,,,,0,0,31/1/17,0.255,0.255,0.255,0.37,0.19,66120000000,,ASX,6818,,,0,0,,,,0,,,0
ENN,2.14,2.14,,,6/29/2016,0.03,0.014,31/1/17,2.13,2.17,2.17,2.34,1.57,153300000,,ASX,10791,-0.01,0.17,0.68,11390000,2.15,3.15,,0,12.76,12.06,0
ENR,0.09,0.085,,,,-0.001,-0.01111,31/1/17,0.085,0.089,0.089,0.17,0.05,13850000,,ASX,566000,-0.039,,0.128,-368541,54.253,0.703,,0,,,0
ENT,0.014,0.014,,,,0,0,31/1/17,0.014,0.014,0.014,0.026,0.012,4410000,,ASX,36000,-0.01,,0.026,-365671,,0.538,,0,,,0
ENZ,0.17,0.15,,,,-0.02,-0.1176,31/1/17,0.15,0.15,0.15,0.33,0.09,14320000,,ASX,2800,-0.02,,0.13,-776014,2.48,1.28,,0,,,0
EOS,1.89,1.89,,,,-0.11,-0.0582,31/1/17,1.78,1.89,1.78,2.44,1.02,101180000,,ASX,69331,0.08,,0.09,1900000,3.15,19.89,21.98,0,,,0
EPD,0.49,0.49,,,10/2/14,0,0,31/1/17,0.49,0.5,0.49,0.55,0.22,58820000,,ASX,304986,-0.01,0.05,0.44,4010000,0.37,1.12,,0,9.8,7,0
EPM,0.008,0.008,,,,0,0,31/1/17,0.008,0.008,0.008,0.01,0.004,7830000,,ASX,4973936,-0.001,,0.003,-352118,257.436,2.667,,0,,,0
EPT,0.027,0.029,,,,-0.001,-0.03704,31/1/17,0.026,0.029,0.026,0.058,0.012,4410000,,ASX,1514556,-0.038,,-0.005,-1400000,,,,0,,,0
EPW,1.215,1.215,,,9/9/16,-0.01,-0.00823,31/1/17,1.205,1.225,1.205,1.645,0.745,292170000,,ASX,378910,0.146,0.02,1.944,64680000,0.107,0.625,8.253,-13.51,60.25,20.083,0
EQE,0.01,0.01,,,,0,-0.2308,31/1/17,0.01,0.01,0.01,0.02,0.01,4350000,,ASX,3049726,-0.01,,0,-679369,1607.44,4.33,,0,,,0
EQT,17.81,17.9,,,9/14/2016,0.68,0.0382,31/1/17,17.9,18.49,18.49,20.61,12.91,369130000,,ASX,546,0.67,0.98,12.06,27260000,4.25,1.48,27.8,1.8,18.87,16.96,0
EQU,0.091,0.093,,,,-0.004,-0.04396,31/1/17,0.087,0.1,0.087,0.1,0.018,21750000,,ASX,8214758,-0.038,,0.007,0,7976.156,13,,0,,,0
ERA,0.71,0.71,,,8/9/10,-0.02,-0.0282,31/1/17,0.66,0.71,0.69,0.75,0.32,357230000,,ASX,798225,-0.42,-0.1,0.53,52790000,1.1,1.34,,0,,,0
ERL,0.03,0.03,,,,0,0.0714,31/1/17,0.03,0.03,0.03,0.05,0.01,9730000,,ASX,528664,-0.01,,0,-1800000,,,,0,,,0
ERM,0.11,0.12,,,,0.01,0.0714,31/1/17,0.12,0.12,0.12,0.19,0.03,45400000,,ASX,480654,-0.01,,0.06,-957301,149.01,1.9,,0,,,0
ESH,0.026,0.027,,,,0,0,31/1/17,0.026,0.027,0.026,0.034,0.001,796458,,ASX,3634571,0.001,,0.166,35726,1.024,0.157,26,0,,,0
ESI,0.016,0.016,,,10/10/02,0,0,31/1/17,0.016,0.016,0.016,0.027,0.01,43730000,,ASX,262750,-0.002,,0.002,-724599,520.444,8,,0,,,0
ESR,0.11,0.11,,,,-0.005,-0.04545,31/1/17,0.105,0.11,0.105,0.135,0.012,19770000,,ASX,2674247,-0.006,,0.005,2860000,,22,,0,,,0
ESV,0.12,0.12,,,8/25/2008,0,0,31/1/17,0.12,0.12,0.12,0.16,0.04,55640000,,ASX,152000,-0.06,-0.01,0.07,-12930000,2.58,1.64,,0,,,0
ETE,0.007,0.007,,,,0,0,31/1/17,0.007,0.007,0.007,0.011,0.004,3570000,,ASX,930682,-0.039,,0.005,-1060000,96.311,1.4,,0,,,0
EUR,0.056,0.057,,,,-0.002,-0.03571,31/1/17,0.054,0.058,0.054,0.14,0.043,,,ASX,299913,,,0,0,,,,0,,,0
EVN,2.15,2.14,1.34,0.02,8/25/2016,-0.02,-0.0093,31/1/17,2.12,2.19,2.13,3.06,1.39,3130000000,,ASX,7251213,-0.02,0.19,1.06,527370000,2.38,2.03,,0.5,11.21,9.26,0
EVS,0.066,0.066,,,,0,0,31/1/17,0.066,0.066,0.066,0.066,0.066,12030000,,ASX,12023,-0.011,0,0.081,-538999,0.675,0.815,,0,,,0
EVT,14.87,14.9,,,9/7/16,-0.12,-0.0081,31/1/17,14.55,14.9,14.75,15.99,13.13,2340000000,,ASX,50251,0.81,0.82,6.38,250560000,1.88,2.33,18.21,3.34,17.99,16.57,0
EVZ,0.014,0.015,,,3/17/2010,0.001,0.07143,31/1/17,0.015,0.015,0.015,0.022,0.006,3160000,,ASX,14217,-0.012,,0.027,-55158,0.046,0.519,,0,,,0
EWC,0.38,0.39,,,,0.01,0.0209,31/1/17,0.38,0.39,0.39,0.41,0.12,676320000,,ASX,261302,0.01,0.01,0.37,94900000,3.53,1.04,26,0,,,0
EXC,0.051,0.053,,,,0.002,0.03922,31/1/17,0.053,0.053,0.053,0.092,0.017,12590000,,ASX,100000,-0.006,,0.022,-1170000,1273.322,2.318,,0,,,0
EXG,0.022,0.024,,,,0.001,0.04545,31/1/17,0.023,0.024,0.023,0.147,0.016,16260000,,ASX,131933,-0.041,-0.01,-0.032,-19600000,0.792,,,0,,,0
EXR,0.034,0.032,,,,0.001,0.02941,31/1/17,0.032,0.035,0.035,0.048,0.017,2360000,,ASX,206198,-0.013,,0.043,-736302,443.987,0.791,,0,,,0
EXU,0.068,0.07,,,,0.005,0.07353,31/1/17,0.07,0.075,0.073,0.145,0.022,17260000,,ASX,628886,-0.004,,0.023,-829904,,2.957,,0,,,0
EYM,0.01,0.009,,,,-0.001,-0.1,31/1/17,0.009,0.009,0.009,0.075,0.007,800054.94,,ASX,540000,-0.014,,0.056,-857234,,0.179,,0,,,0
EZL,1.02,1.03,,,8/2/16,0.01,0.0098,31/1/17,1.02,1.03,1.03,1.1,0.7,163330000,,ASX,30550,0.02,,0.72,0,4.21,1.41,46.82,0,,,0
FAR,0.08,0.08,,,,0,0,31/1/17,0.08,0.08,0.08,0.12,0.06,356920000,,ASX,2583707,-0.01,0,0.03,-22780000,,2.35,,0,,,0
FBR,0.088,0.087,,,6/1/02,0,0,31/1/17,0.086,0.088,0.088,0.165,0.019,58310000,,ASX,1399655,-0.014,,0.006,-1590000,195.911,14.667,,0,,,0
FBU,10.09,10.03,,,9/22/2016,0.01,0.001,31/1/17,9.98,10.18,10.1,10.78,6.05,6950000000,,ASX,670980,0.47,0.66,3.89,625240000,1.06,2.59,21.31,2.55,15.3,14.43,0
FCT,0.53,0.53,,,,0,0,31/1/17,0.51,0.53,0.53,0.69,0.2,95290000,,ASX,138251,-0.04,,0.05,-2250000,14.88,10.82,,0,,,0
FDM,0.088,0.088,,,,0,0,31/1/17,0.087,0.089,0.088,0.11,0.041,47960000,,ASX,1164298,-0.112,,0.04,-36240000,7.013,2.2,,0,,,0
FDV,0.45,0.45,,,,0,0,31/1/17,0.44,0.45,0.45,0.59,0.43,,,ASX,43364,,-0.04,0,-325491,,,,0,,,0
FEL,0.026,0.026,,,,-0.001,-0.03846,31/1/17,0.025,0.026,0.025,0.04,0.022,6390000,,ASX,600000,-0.003,,0,-423900,,,,0,,,0
